probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AE,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0337::landing_region_0377,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1,1.0,0.0,probe_country_service
AF,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,4,4.0,1,landing_region_0132::landing_region_0485,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1,0.0,1.0,probe_country_service
AT,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
AU,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,376,376.0,4,landing_region_0041::landing_region_0041,0.9787234042553191,0.9893617021276595,0.9946808510638298,1.1332486040126266,severe_corridor_observation_concentration,True,True,True,True,auditable,,72,41,1,1.0,0.0,probe_country_service
AX,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,6,6.0,2,landing_region_0415::landing_region_0415,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.6666666666666666,0.3333333333333333,probe_country_service
BB,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0174::landing_region_0603,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
BH,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,6,6.0,1,landing_region_0035::landing_region_0035,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1,1.0,0.0,probe_country_service
BL,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0105::landing_region_0105,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
BR,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_0763::landing_region_0809,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
CA,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,335,335.0,7,landing_region_0008::landing_region_0008,0.8417910447761194,0.8895522388059702,0.9313432835820896,1.982113695479735,severe_corridor_observation_concentration,True,True,True,True,auditable,,54,13,1,0.9432835820895522,0.056716417910447764,probe_country_service
CH,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,52,52.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,13,8,1,1.0,0.0,probe_country_service
CK,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,3,3.0,1,landing_region_0041::landing_region_0041,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
CL,E-Root,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0770::landing_region_0975,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
