setting,probe_country_baseline,service_id_baseline,path_scope_stratum_baseline,msm_id_baseline,file_name_baseline,total_mappable_segments_baseline,top1_network_transition_share_baseline,top2_network_transition_share_baseline,top3_network_transition_share_baseline,network_transition_entropy_baseline,network_transition_normalized_entropy_baseline,effective_network_transition_count_baseline,network_transition_concentration_tier_baseline,top1_corridor_share_baseline,top2_corridor_share_baseline,top3_corridor_share_baseline,corridor_entropy_baseline,corridor_normalized_entropy_baseline,effective_corridor_count_baseline,corridor_minus_network_normalized_entropy_baseline,normalized_entropy_reduction_baseline,corridor_concentration_tier_baseline,cross_layer_distribution_class_baseline,country_fallback_share_baseline,auditable_cross_layer_case_baseline,sufficient_trace_observation_baseline,sufficient_corridor_observation_baseline,sufficient_network_transition_resolution_baseline,auditable_paper_case_baseline,observation_sufficiency_reason_baseline,failed_thresholds_baseline,unique_probes_baseline,unique_probe_asns_baseline,domestic_segment_share_baseline,international_segment_share_baseline,analysis_scope_baseline,stable_unit_id,probe_country_current,service_id_current,path_scope_stratum_current,msm_id_current,file_name_current,total_mappable_segments_current,top1_network_transition_share_current,top2_network_transition_share_current,top3_network_transition_share_current,network_transition_entropy_current,network_transition_normalized_entropy_current,effective_network_transition_count_current,network_transition_concentration_tier_current,top1_corridor_share_current,top2_corridor_share_current,top3_corridor_share_current,corridor_entropy_current,corridor_normalized_entropy_current,effective_corridor_count_current,corridor_minus_network_normalized_entropy_current,normalized_entropy_reduction_current,corridor_concentration_tier_current,cross_layer_distribution_class_current,country_fallback_share_current,auditable_cross_layer_case_current,sufficient_trace_observation_current,sufficient_corridor_observation_current,sufficient_network_transition_resolution_current,auditable_paper_case_current,observation_sufficiency_reason_current,failed_thresholds_current,unique_probes_current,unique_probe_asns_current,domestic_segment_share_current,international_segment_share_current,analysis_scope_current,top2_shift_baseline,entropy_reduction_baseline,top2_shift_current,entropy_reduction_current,classification_comparable,classification_agrees
catchment50_diameter10_rtt5,AU,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,317.0,0.2681388012618296,0.4132492113564668,0.5520504731861199,2.225564132321136,0.7855264895565086,9.25870446535517,broad_network_transition_distribution,0.2492113564668769,0.4248159831756046,0.6004206098843323,1.8776551989975183,0.8154552918415744,6.538156199233022,0.0299288022850657,-0.0299288022850657,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0473186119873817,True,True,True,True,True,auditable,,106.0,41.0,0.9589905362776026,0.0410094637223974,probe_country_service,paper_unit_v1|AU|A-Root|all_publicly_visible|probe_country_service,AU,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,619.0,0.2374798061389337,0.3683360258481422,0.4701130856219709,2.7529912500373235,0.6933976921546533,15.689492959050469,broad_network_transition_distribution,0.4878836833602585,0.6155088852988692,0.6694668820678514,1.809043824208383,0.6258862097120492,6.104607562735818,-0.067511482442604,0.067511482442604,broad_corridor_observation_distribution,network_and_physical_both_broad,0.1130856219709208,True,True,True,True,True,auditable,,147.0,56.0,0.9789983844911146,0.0210016155088853,probe_country_service,0.011566771819137789,-0.02992880228506578,0.24717285945072698,0.06751148244260408,True,1.0
catchment50_diameter10_rtt5,CA,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,160.0,0.16875,0.31875,0.43125,2.632571807897909,0.8080091480335845,13.909496494412188,broad_network_transition_distribution,0.3625,0.71625,0.94125,1.3097046885008303,0.5960722913852694,3.7050793980847887,-0.211936856648315,0.211936856648315,weak_corridor_observation_concentration,network_and_physical_both_broad,0.23125,True,True,True,True,True,auditable,,55.0,20.0,0.7562499999999999,0.24375,probe_country_service,paper_unit_v1|CA|A-Root|all_publicly_visible|probe_country_service,CA,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,161.0,0.1677018633540372,0.3167701863354037,0.4285714285714286,2.6421132862352,0.8109376918093576,14.042848831417553,broad_network_transition_distribution,0.2236024844720497,0.4037267080745341,0.5838509316770186,2.0850613547221517,0.6848566227947658,8.045085070514718,-0.1260810690145918,0.1260810690145918,broad_corridor_observation_distribution,network_and_physical_both_broad,0.2298136645962732,True,True,True,True,True,auditable,,55.0,20.0,0.7577639751552789,0.2422360248447204,probe_country_service,0.3975000000000001,0.21193685664831508,0.08695652173913038,0.12608106901459182,True,1.0
catchment50_diameter10_rtt5,DK,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,151.0,0.1920529801324503,0.3245033112582781,0.4105960264900662,2.8326008024303446,0.8248722647337392,16.98958998097067,broad_network_transition_distribution,0.9006622516556292,0.9503311258278146,1.0,0.3924810966279239,0.3572516898602545,1.4806498757409765,-0.4676205748734847,0.4676205748734847,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0331125827814569,True,True,True,True,True,auditable,,54.0,25.0,0.847682119205298,0.152317880794702,probe_country_service,paper_unit_v1|DK|A-Root|all_publicly_visible|probe_country_service,DK,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,157.0,0.1847133757961783,0.3184713375796178,0.4012738853503184,2.9084579277738616,0.8247761133528576,18.328512872683973,broad_network_transition_distribution,0.3121019108280254,0.589171974522293,0.8662420382165605,1.5114719997594943,0.7767429552146965,4.5333990475843295,-0.0480331581381611,0.0480331581381611,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0318471337579617,True,True,True,True,True,auditable,,56.0,26.0,0.8535031847133758,0.1464968152866242,probe_country_service,0.6258278145695366,0.4676205748734847,0.27070063694267515,0.048033158138161114,True,0.0
catchment50_diameter10_rtt5,ES,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,42.0,0.6666666666666666,0.7857142857142857,0.8571428571428571,1.1801138698233609,0.606458561509777,3.2547447990047607,weak_network_transition_concentration,0.7857142857142857,0.8809523809523809,0.9523809523809524,0.7964168407043732,0.4444887019614826,2.2175807306719166,-0.1619698595482943,0.1619698595482943,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,42.0,21.0,0.119047619047619,0.8809523809523809,probe_country_service,paper_unit_v1|ES|A-Root|all_publicly_visible|probe_country_service,ES,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,42.0,0.6666666666666666,0.7857142857142857,0.8571428571428571,1.1801138698233609,0.606458561509777,3.2547447990047607,weak_network_transition_concentration,0.7857142857142857,0.8809523809523809,0.9523809523809524,0.7964168407043732,0.4444887019614826,2.2175807306719166,-0.1619698595482943,0.1619698595482943,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,42.0,21.0,0.119047619047619,0.8809523809523809,probe_country_service,0.09523809523809523,0.16196985954829435,0.09523809523809523,0.16196985954829435,True,1.0
catchment50_diameter10_rtt5,FI,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,73.0,0.4794520547945205,0.6027397260273972,0.7123287671232876,1.7925299985137224,0.721367138144466,6.004624957317708,broad_network_transition_distribution,0.3219178082191781,0.6438356164383562,0.726027397260274,1.7507937703305168,0.7968205837443672,5.759172322258731,0.0754534455999011,-0.0754534455999011,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,60.0,37.0,0.2876712328767123,0.7123287671232876,probe_country_service,paper_unit_v1|FI|A-Root|all_publicly_visible|probe_country_service,FI,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,73.0,0.4794520547945205,0.6027397260273972,0.7123287671232876,1.7925299985137224,0.721367138144466,6.004624957317708,broad_network_transition_distribution,0.3219178082191781,0.6438356164383562,0.7123287671232876,1.8410906707689911,0.7677944452596621,6.303409457679318,0.0464273071151961,-0.0464273071151961,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,60.0,37.0,0.2876712328767123,0.7123287671232876,probe_country_service,0.04109589041095896,-0.07545344559990119,0.04109589041095896,-0.04642730711519616,True,1.0
catchment50_diameter10_rtt5,HK,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,87.0,0.5402298850574713,0.6666666666666667,0.7701149425287357,1.7697756309931494,0.6123003472333014,5.86953627160713,broad_network_transition_distribution,0.2375478927203065,0.475095785440613,0.7126436781609194,1.83989508232432,0.8848025036750957,6.295877677521526,0.2725021564417943,-0.2725021564417943,broad_corridor_observation_distribution,network_and_physical_both_broad,0.1034482758620689,True,True,True,True,True,auditable,,32.0,15.0,0.7931034482758621,0.2068965517241379,probe_country_service,paper_unit_v1|HK|A-Root|all_publicly_visible|probe_country_service,HK,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,162.0,0.345679012345679,0.4938271604938271,0.5617283950617283,2.5889590009852155,0.7281872143625352,13.315902544180398,broad_network_transition_distribution,0.4598765432098765,0.5364197530864198,0.6129629629629629,1.9582346983599053,0.7420205223981972,7.086805666719234,0.0138333080356619,-0.0138333080356619,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0555555555555555,True,True,True,True,True,auditable,,46.0,28.0,0.8888888888888888,0.1111111111111111,probe_country_service,-0.19157088122605376,-0.2725021564417943,0.04259259259259268,-0.013833308035661962,True,1.0
catchment50_diameter10_rtt5,ID,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,211.0,0.1042654028436018,0.1800947867298578,0.2417061611374407,3.810341972550165,0.8825367603454133,45.16588171740399,broad_network_transition_distribution,0.3601895734597156,0.4808846761453396,0.6015797788309636,2.2509656105613685,0.7393493254214786,9.496901718909893,-0.1431874349239347,0.1431874349239347,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0900473933649289,True,True,True,True,True,auditable,,67.0,53.0,0.876777251184834,0.1232227488151658,probe_country_service,paper_unit_v1|ID|A-Root|all_publicly_visible|probe_country_service,ID,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,211.0,0.1042654028436018,0.1800947867298578,0.2417061611374407,3.810341972550165,0.8825367603454133,45.16588171740399,broad_network_transition_distribution,0.3601895734597156,0.4357481381178064,0.5113067027758971,2.41804711167152,0.7711853204471543,11.223918838105597,-0.111351439898259,0.111351439898259,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0900473933649289,True,True,True,True,True,auditable,,67.0,53.0,0.8767772511848341,0.1232227488151658,probe_country_service,0.3007898894154818,0.1431874349239347,0.2556533513879486,0.11135143989825902,True,1.0
catchment50_diameter10_rtt5,IN,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,86.0,0.3023255813953488,0.5465116279069767,0.7441860465116279,1.8244058875042115,0.7608363501943557,6.199110955557657,broad_network_transition_distribution,0.2015503875968992,0.4031007751937984,0.6046511627906976,1.909265548427096,0.8689441981127721,6.748130802768008,0.1081078479184164,-0.1081078479184164,broad_corridor_observation_distribution,network_and_physical_both_broad,0.1046511627906976,True,True,True,True,True,auditable,,55.0,24.0,0.627906976744186,0.3720930232558139,probe_country_service,paper_unit_v1|IN|A-Root|all_publicly_visible|probe_country_service,IN,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,86.0,0.3023255813953488,0.5465116279069767,0.7441860465116279,1.8244058875042115,0.7608363501943557,6.199110955557657,broad_network_transition_distribution,0.1220930232558139,0.2441860465116279,0.3651162790697674,2.218136855820485,0.9250349174890756,9.190192251782952,0.16419856729472,-0.16419856729472,broad_corridor_observation_distribution,network_and_physical_both_broad,0.1046511627906976,True,True,True,True,True,auditable,,55.0,24.0,0.627906976744186,0.3720930232558139,probe_country_service,-0.14341085271317833,-0.10810784791841643,-0.3023255813953488,-0.16419856729471993,True,1.0
catchment50_diameter10_rtt5,NO,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,118.0,0.1779661016949152,0.3135593220338983,0.4322033898305085,2.780283948789131,0.8435745037829427,16.12359857438269,broad_network_transition_distribution,0.7514124293785311,0.8036723163841809,0.8375706214689266,1.1748243360295467,0.3989976849043532,3.237574168749658,-0.4445768188785895,0.4445768188785895,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,51.0,21.0,0.9915254237288136,0.0084745762711864,probe_country_service,paper_unit_v1|NO|A-Root|all_publicly_visible|probe_country_service,NO,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,118.0,0.1779661016949152,0.3135593220338983,0.4322033898305085,2.780283948789131,0.8435745037829427,16.12359857438269,broad_network_transition_distribution,0.7189265536723164,0.7528248587570622,0.7824858757062148,1.425215230415937,0.427709411611414,4.158752836540397,-0.4158650921715286,0.4158650921715286,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,51.0,21.0,0.9915254237288136,0.0084745762711864,probe_country_service,0.4901129943502826,0.4445768188785895,0.4392655367231639,0.4158650921715287,True,0.0
catchment50_diameter10_rtt5,NZ,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,299.0,0.3110367892976589,0.4247491638795986,0.5284280936454849,2.335912159266535,0.7557036807206071,10.33888634050295,broad_network_transition_distribution,0.2073578595317725,0.3311036789297659,0.431438127090301,2.4521527466018864,0.8844271517561981,11.613320364565102,0.128723471035591,-0.128723471035591,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0501672240802675,True,True,True,True,True,auditable,,68.0,20.0,0.8060200668896321,0.1939799331103679,probe_country_service,paper_unit_v1|NZ|A-Root|all_publicly_visible|probe_country_service,NZ,A-Root,all_publicly_visible,5009.0,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,585.0,0.2649572649572649,0.3965811965811966,0.5247863247863248,2.562869682534255,0.6947556065232966,12.972992319277685,broad_network_transition_distribution,0.4034188034188034,0.5094017094017094,0.5948717948717949,2.4208789477872226,0.7189385994033517,11.25574818330495,0.0241829928800551,-0.0241829928800551,broad_corridor_observation_distribution,network_and_physical_both_broad,0.1145299145299145,True,True,True,True,True,auditable,,89.0,27.0,0.9008547008547008,0.0991452991452991,probe_country_service,-0.09364548494983271,-0.128723471035591,0.11282051282051275,-0.0241829928800551,True,1.0
