raw_results_total,unique_traces_total,duplicate_results_removed,valid_traces_total,traces_with_service_entry_resolved,traces_with_feasible_submarine_candidates,missing_timestamp_count,timestamp_fallback_count
40544,27028,13516,27028,25483,0,0,0
