mapping_resolution_state,atomic_segment_count,atomic_segment_share,rtt_conclusive_segments,rtt_inconclusive_segments,rtt_conclusive_share,rtt_inconclusive_share,insufficiently_resolved_traces,total_valid_traces,interpretation
uniquely_resolved,2372,0.01773696647025394,1544,828,0.6509274873524452,0.3490725126475548,2049,27044,exactly one feasible inter-region corridor candidate
bounded_candidate_set,135,0.001009481649866898,98,37,0.725925925925926,0.2740740740740741,2049,27044,two or more feasible inter-region corridor candidates retained
no_matched_corridor,85747,0.6411853557861993,55132,30615,0.6429612697820332,0.3570387302179668,2049,27044,sufficient atomic segment with no feasible inter-region corridor candidate
insufficiently_resolved,45478,0.3400681960936799,36577,8901,0.8042789920401073,0.1957210079598927,2049,27044,atomic segment lacks required country-level resolution
