country,corridor_id,corridor_label,observation_mass,raw_segment_count_with_corridor_feasible,unique_atomic_segments,unique_traceroutes,unique_probes,unique_probe_asns,group_unique_probes,group_unique_probe_asns,share_of_country_observation_mass,rank_within_country,is_top1_corridor,is_top2_corridor,is_top3_corridor,domestic_segment_mass,international_segment_mass
AE,landing_region_1392e3aea9b8::landing_region_8dc97f28b4d0,"Fujairah, United Arab Emirates -> Sharjah, United Arab Emirates",2.0,2,2,2,2,1,2,1,1.0,1,True,False,False,2.0,0.0
AU,landing_region_149acfcae34c::landing_region_58084817cbe7,"Melbourne, VIC, Australia -> Paddington, NSW, Australia",4.0,4,4,3,2,2,5,5,0.4,1,True,False,False,4.0,0.0
AU,landing_region_58084817cbe7::landing_region_b204db5c9fda,"Paddington, NSW, Australia -> Adelaide, SA, Australia",4.0,4,4,4,2,2,5,5,0.4,2,False,True,False,4.0,0.0
AU,landing_region_3996aeca3c5e::landing_region_58084817cbe7,"Perth, WA, Australia -> Paddington, NSW, Australia",2.0,2,2,2,1,1,5,5,0.2,3,False,False,True,2.0,0.0
AX,landing_region_3c99e4792a25::landing_region_3eb4f4d89687,"Stavsnas, Sweden -> Hamnäs, Finland",2.0,2,2,2,1,1,1,1,1.0,1,True,False,False,0.0,2.0
BH,landing_region_05a5445633a9::landing_region_ca49ab31c10b,"Al Khobar, Saudi Arabia -> Amwaj Island, Bahrain",6.0,6,6,4,2,1,2,1,1.0,1,True,False,False,6.0,0.0
BJ,landing_region_30beda532e6f::landing_region_8afa8229a8fd,"Lagos, Nigeria -> Cotonou, Benin",2.0,2,2,2,1,1,1,1,1.0,1,True,False,False,0.0,2.0
BL,landing_region_04a5b4bc2547::landing_region_aca2fc3e8719,"Gallows Bay, Bonaire, Sint Eustatius and Saba -> Philipsburg, Sint Maarten",1.0,2,2,2,1,1,1,1,0.5,1,True,False,False,1.0,0.0
BL,landing_region_aca2fc3e8719::landing_region_b50ebe876063,"Philipsburg, Sint Maarten -> St. Louis, Saint Martin",1.0,2,2,2,1,1,1,1,0.5,2,False,True,False,1.0,0.0
BR,landing_region_38c81e7bfa6f::landing_region_7f124bf07cd8,"Porto Alegre, Brazil -> Rio de Janeiro, Brazil",1.0,1,1,1,1,1,1,1,1.0,1,True,False,False,1.0,0.0
CA,landing_region_82a1b23200f3::landing_region_c94f4fef1bdd,"Snug Cove, BC, Canada -> Gambier Harbour, BC, Canada",370.2,375,375,132,66,17,73,23,0.9095823095823096,1,True,False,False,370.2,0.0
CA,landing_region_d026f3e5a07d::landing_region_f41a83b9b5b3,"Point Roberts, WA, United States -> Cordova Bay, BC, Canada",16.0,16,16,8,4,3,73,23,0.03931203931203931,2,False,True,False,16.0,0.0
CA,landing_region_b451e83206f9::landing_region_d026f3e5a07d,"Lynnwood, WA, United States -> Point Roberts, WA, United States",12.0,12,12,12,6,5,73,23,0.029484029484029485,3,False,False,True,0.0,12.0
CA,landing_region_ad2e1f237edf::landing_region_df3d1db01d0e,"Buffalo, NY, United States -> Toronto, ON, Canada",4.0,4,4,4,2,2,73,23,0.009828009828009828,4,False,False,False,0.0,4.0
CA,landing_region_70abce74b352::landing_region_82a1b23200f3,"Snaw-naw-as, BC, Canada -> Snug Cove, BC, Canada",1.2000000000000002,6,6,6,3,1,73,23,0.0029484029484029488,5,False,False,False,1.2000000000000002,0.0
CA,landing_region_70abce74b352::landing_region_c94f4fef1bdd,"Snaw-naw-as, BC, Canada -> Gambier Harbour, BC, Canada",1.2000000000000002,6,6,6,3,1,73,23,0.0029484029484029488,6,False,False,False,1.2000000000000002,0.0
CA,landing_region_82a1b23200f3::landing_region_9c356a93ed34,"Snug Cove, BC, Canada -> Qualicum Beach, BC, Canada",1.2000000000000002,6,6,6,3,1,73,23,0.0029484029484029488,7,False,False,False,1.2000000000000002,0.0
CA,landing_region_9c356a93ed34::landing_region_c94f4fef1bdd,"Qualicum Beach, BC, Canada -> Gambier Harbour, BC, Canada",1.2000000000000002,6,6,6,3,1,73,23,0.0029484029484029488,8,False,False,False,1.2000000000000002,0.0
CL,landing_region_5113b57f1083::landing_region_8c0e5886c6bc,"Praia Grande, Brazil -> Valparaíso, Chile",4.0,4,4,4,2,1,2,1,1.0,1,True,False,False,0.0,4.0
CM,landing_region_30beda532e6f::landing_region_99a747248ab4,"Lagos, Nigeria -> Douala, Cameroon",2.0,2,2,2,1,1,1,1,1.0,1,True,False,False,0.0,2.0
