probe_country,service_id,path_scope_stratum,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,network_transition_entropy,network_transition_normalized_entropy,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_minus_network_normalized_entropy,normalized_entropy_reduction,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
CA,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,411,0.20924574209245742,0.36496350364963503,0.5085158150851581,2.3730989758627508,0.7467145311389941,10.730594664709917,broad_network_transition_distribution,0.8929440389294404,0.9318734793187348,0.9659367396593674,0.4716803323428202,0.29307146842928217,1.6026849752794887,-0.45364306270971194,0.45364306270971194,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.21897810218978103,True,True,True,True,True,auditable,,78,26,0.9367396593673966,0.06326034063260341
IL,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,121,0.2231404958677686,0.4380165289256198,0.5950413223140496,2.1505561816981906,0.8384400165415117,8.589634466357978,broad_network_transition_distribution,1.0,1.0,1.0,-0.0,0.0,1.0,-0.8384400165415117,0.8384400165415117,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.15702479338842976,True,True,True,True,True,auditable,,26,11,1.0,0.0
NO,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,394,0.22081218274111675,0.40609137055837563,0.5532994923857868,2.3289774932640626,0.8057709140360796,10.267437639660377,broad_network_transition_distribution,0.9238578680203046,0.9670050761421319,0.9771573604060914,0.3729790005096779,0.19167329010064987,1.4520538471219009,-0.6140976239354297,0.6140976239354297,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.22081218274111675,True,True,True,True,True,auditable,,79,29,1.0,0.0
PH,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,55,0.38181818181818183,0.5454545454545454,0.6545454545454545,1.9431718727656737,0.8103656130478002,6.9808582855845165,broad_network_transition_distribution,0.4727272727272727,0.6363636363636364,0.7636363636363637,1.5888542374742944,0.7640773763665267,4.898133614091689,-0.046288236681273465,0.046288236681273465,broad_corridor_observation_distribution,network_and_physical_both_broad,0.2909090909090909,True,True,True,True,True,auditable,,22,10,0.38181818181818183,0.6181818181818182
SE,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,80,0.3125,0.4875,0.5875,2.194118050608701,0.8314021927400023,8.972084641805282,broad_network_transition_distribution,0.5125,0.8125,0.9249999999999999,1.1915736388632223,0.7403663289260388,3.2922579582174905,-0.09103586381396345,0.09103586381396345,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.1375,True,True,True,True,True,auditable,,48,21,0.6,0.4
SE,E-Root,resolved_entry_only,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,34,0.4117647058823529,0.6470588235294117,0.8235294117647058,1.3975346032752454,0.8683370712708177,4.045214604126198,weak_network_transition_concentration,0.8529411764705882,1.0,1.0,0.4175732119168012,0.6024308020404453,1.5182725554736363,-0.2659062692303724,0.2659062692303724,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.14705882352941177,True,True,True,True,True,auditable,,16,7,1.0,0.0
