country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,network_transition_entropy,network_transition_normalized_entropy,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_minus_network_normalized_entropy,normalized_entropy_reduction,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id,path_scope_stratum
,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,68.0,0.3235294117647059,0.6176470588235294,0.8235294117647058,1.6319380441682314,0.7847963077865139,5.113775844481002,weak_network_transition_concentration,0.9509803921568628,0.9754901960784315,1.0,0.2295961605960464,0.2089874316574364,1.2580918402680248,-0.5758088761290775,0.5758088761290775,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.29411764705882354,True,True,True,True,True,auditable,,11.0,6.0,1.0,0.0,service_country_cross_layer_distribution_audit,IL,E-Root,resolved_entry_only
CA,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,407.0,0.21621621621621623,0.3759213759213759,0.5331695331695332,2.2834079927688617,0.7500053093634963,9.810056105429936,broad_network_transition_distribution,0.9095823095823097,0.948894348894349,0.9783783783783785,0.43146800853353384,0.20749225207118877,1.5395158879546258,-0.5425130572923076,0.5425130572923076,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.22113022113022113,True,True,True,True,True,auditable,,73.0,23.0,0.9606879606879607,0.03931203931203931,country_cross_layer_distribution_audit,,,
,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,417.0,0.20623501199040767,0.3621103117505995,0.5155875299760192,2.3662790385106947,0.7445685834250407,10.657661663281937,broad_network_transition_distribution,0.8829736211031176,0.9213429256594725,0.9549160671462831,0.54401012593928,0.2475896781560693,1.722902081924426,-0.4969789052689714,0.4969789052689714,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.2158273381294964,True,True,True,True,True,auditable,,78.0,26.0,0.9376498800959233,0.06235011990407674,service_country_cross_layer_distribution_audit,CA,E-Root,all_publicly_visible
,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,34.0,0.4117647058823529,0.6470588235294117,0.8235294117647058,1.3975346032752454,0.8683370712708177,4.045214604126198,weak_network_transition_concentration,0.8529411764705882,1.0,1.0,0.4175732119168012,0.6024308020404453,1.5182725554736363,-0.2659062692303724,0.2659062692303724,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.14705882352941177,True,True,True,True,True,auditable,,16.0,7.0,1.0,0.0,service_country_cross_layer_distribution_audit,SE,E-Root,resolved_entry_only
,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,210.0,0.3,0.5476190476190477,0.6523809523809524,1.8947396042965292,0.8228749547895334,6.650816335132689,broad_network_transition_distribution,0.8476190476190476,0.8952380952380952,0.919047619047619,0.7384565583409659,0.3079603044878515,2.0927030555042783,-0.5149146503016819,0.5149146503016819,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.3,True,True,True,True,True,auditable,,40.0,18.0,1.0,0.0,service_country_cross_layer_distribution_audit,NO,E-Root,resolved_entry_only
IL,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,158.0,0.20253164556962025,0.379746835443038,0.5443037974683544,2.273685937760245,0.8200588567364194,9.71514431672503,broad_network_transition_distribution,0.8259493670886076,0.9177215189873418,1.0,0.5826348864685917,0.5303371284649862,1.7907506445916241,-0.2897217282714333,0.2897217282714333,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.12658227848101267,True,True,True,True,True,auditable,,31.0,11.0,1.0,0.0,country_cross_layer_distribution_audit,,,
,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,158.0,0.20253164556962025,0.379746835443038,0.5443037974683544,2.273685937760245,0.8200588567364194,9.71514431672503,broad_network_transition_distribution,0.8259493670886076,0.9177215189873418,1.0,0.5826348864685917,0.5303371284649862,1.7907506445916241,-0.2897217282714333,0.2897217282714333,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.12658227848101267,True,True,True,True,True,auditable,,31.0,11.0,1.0,0.0,service_country_cross_layer_distribution_audit,IL,E-Root,all_publicly_visible
NO,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,471.0,0.22929936305732485,0.4267515923566879,0.5498938428874734,2.382831647854155,0.7826618777150302,10.835541902952246,broad_network_transition_distribution,0.8259023354564756,0.8895966029723992,0.9171974522292994,0.8575388745220637,0.2912401583424323,2.3573518098421964,-0.4914217193725979,0.4914217193725979,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.22929936305732485,True,True,True,True,True,auditable,,85.0,32.0,1.0,0.0,country_cross_layer_distribution_audit,,,
,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,458.0,0.22489082969432314,0.4279475982532751,0.5545851528384279,2.345873906674832,0.7830719478452598,10.442394419399033,broad_network_transition_distribution,0.8209606986899564,0.8864628820960699,0.9148471615720525,0.8763658967149154,0.2976342532196104,2.4021541486292524,-0.4854376946256494,0.4854376946256494,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.22489082969432314,True,True,True,True,True,auditable,,80.0,29.0,1.0,0.0,service_country_cross_layer_distribution_audit,NO,E-Root,all_publicly_visible
SE,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,104.0,0.23076923076923078,0.42307692307692313,0.5961538461538461,2.1812163337260566,0.8503935281922094,8.857072865940724,broad_network_transition_distribution,0.5865384615384616,0.8653846153846154,0.9807692307692308,0.9941980246917992,0.7171622799422309,2.7025560887009834,-0.13323124824997845,0.13323124824997845,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.25,True,True,True,True,True,auditable,,61.0,26.0,0.41346153846153844,0.5865384615384616,country_cross_layer_distribution_audit,,,
