probe_country,service_id,path_scope_stratum,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AF,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,8966->5384,2,0.6666666666666666,1,True,False,False,4,3,1,0,0.75,0.25,0.0,2,1
AF,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,5384->8966,1,0.3333333333333333,2,False,True,False,4,3,1,0,0.75,0.25,0.0,2,1
AU,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1221->4637,10,0.7692307692307693,1,True,False,False,129,13,110,6,0.10077519379844961,0.8527131782945736,0.046511627906976744,13,7
AU,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,137409->7578,2,0.15384615384615385,2,False,True,False,129,13,110,6,0.10077519379844961,0.8527131782945736,0.046511627906976744,13,7
AU,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,4804->7474,1,0.07692307692307693,3,False,False,True,129,13,110,6,0.10077519379844961,0.8527131782945736,0.046511627906976744,13,7
BJ,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,28683->174,4,0.8,1,True,False,False,8,5,3,0,0.625,0.375,0.0,4,2
BJ,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,174->3356,1,0.2,2,False,True,False,8,5,3,0,0.625,0.375,0.0,4,2
CA,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,852->2914,16,0.9411764705882353,1,True,False,False,34,17,16,1,0.5,0.47058823529411764,0.029411764705882353,17,3
CA,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,855->3356,1,0.058823529411764705,2,False,True,False,34,17,16,1,0.5,0.47058823529411764,0.029411764705882353,17,3
CY,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,5504->1299,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,2,1
DJ,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,30990->3356,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,2,2
DK,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,9158->1299,1,1.0,1,True,False,False,14,1,13,0,0.07142857142857142,0.9285714285714286,0.0,1,1
EE,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,2586->6667,3,1.0,1,True,False,False,14,3,11,0,0.21428571428571427,0.7857142857142857,0.0,3,2
ES,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,3352->12956,1,1.0,1,True,False,False,39,1,38,0,0.02564102564102564,0.9743589743589743,0.0,1,1
FI,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,16086->3356,8,0.5333333333333333,1,True,False,False,53,15,38,0,0.2830188679245283,0.7169811320754716,0.0,15,7
FI,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,49282->42708,2,0.13333333333333333,2,False,True,False,53,15,38,0,0.2830188679245283,0.7169811320754716,0.0,15,7
FI,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,719->6667,2,0.13333333333333333,3,False,False,True,53,15,38,0,0.2830188679245283,0.7169811320754716,0.0,15,7
FI,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,202246->1299,1,0.06666666666666667,4,False,False,False,53,15,38,0,0.2830188679245283,0.7169811320754716,0.0,15,7
FI,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1759->1299,1,0.06666666666666667,5,False,False,False,53,15,38,0,0.2830188679245283,0.7169811320754716,0.0,15,7
FI,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,39699->6667,1,0.06666666666666667,6,False,False,False,53,15,38,0,0.2830188679245283,0.7169811320754716,0.0,15,7
HK,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,955->6939,1,1.0,1,True,False,False,12,1,11,0,0.08333333333333333,0.9166666666666666,0.0,1,1
HN,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,263725->54082,4,1.0,1,True,False,False,4,4,0,0,1.0,0.0,0.0,4,3
ID,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,45296->9002,2,0.16666666666666666,1,True,False,False,41,12,27,2,0.2926829268292683,0.6585365853658537,0.04878048780487805,11,11
ID,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,23700->7632,1,0.08333333333333333,2,False,True,False,41,12,27,2,0.2926829268292683,0.6585365853658537,0.04878048780487805,11,11
ID,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,24203->6453,1,0.08333333333333333,3,False,False,True,41,12,27,2,0.2926829268292683,0.6585365853658537,0.04878048780487805,11,11
ID,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,136106->3356,1,0.08333333333333333,4,False,False,False,41,12,27,2,0.2926829268292683,0.6585365853658537,0.04878048780487805,11,11
ID,A-Root,all_publicly_visible,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,138115->149391,1,0.08333333333333333,5,False,False,False,41,12,27,2,0.2926829268292683,0.6585365853658537,0.04878048780487805,11,11
