country,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AE,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,8966->5384,10,0.7692307692307693,1,True,False,False,17,13,4,0,0.7647058823529411,0.23529411764705882,0.0,10,3
AE,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,5384->8966,3,0.23076923076923078,2,False,True,False,17,13,4,0,0.7647058823529411,0.23529411764705882,0.0,10,3
AU,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1221->4637,10,0.7692307692307693,1,True,False,False,216,13,191,12,0.06018518518518518,0.8842592592592593,0.05555555555555555,13,7
AU,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,4804->7474,2,0.15384615384615385,2,False,True,False,216,13,191,12,0.06018518518518518,0.8842592592592593,0.05555555555555555,13,7
AU,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,7699->4826,1,0.07692307692307693,3,False,False,True,216,13,191,12,0.06018518518518518,0.8842592592592593,0.05555555555555555,13,7
BJ,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,28683->174,4,1.0,1,True,False,False,4,4,0,0,1.0,0.0,0.0,4,2
CA,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,852->2914,18,0.9473684210526315,1,True,False,False,36,19,16,1,0.5277777777777778,0.4444444444444444,0.027777777777777776,19,3
CA,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,855->3356,1,0.05263157894736842,2,False,True,False,36,19,16,1,0.5277777777777778,0.4444444444444444,0.027777777777777776,19,3
CY,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,5504->1299,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,2,1
DJ,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,30990->3356,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,2,2
DK,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,9158->1299,1,1.0,1,True,False,False,1,1,0,0,1.0,0.0,0.0,1,1
EE,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,2586->6667,3,1.0,1,True,False,False,16,3,13,0,0.1875,0.8125,0.0,3,2
ES,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,3352->12956,1,1.0,1,True,False,False,51,1,50,0,0.0196078431372549,0.9803921568627451,0.0,1,1
FI,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,16086->3356,8,0.4444444444444444,1,True,False,False,64,18,46,0,0.28125,0.71875,0.0,18,7
FI,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,719->6667,3,0.16666666666666666,2,False,True,False,64,18,46,0,0.28125,0.71875,0.0,18,7
FI,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,39699->6667,3,0.16666666666666666,3,False,False,True,64,18,46,0,0.28125,0.71875,0.0,18,7
FI,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,49282->42708,2,0.1111111111111111,4,False,False,False,64,18,46,0,0.28125,0.71875,0.0,18,7
FI,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,202246->1299,1,0.05555555555555555,5,False,False,False,64,18,46,0,0.28125,0.71875,0.0,18,7
FI,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1759->1299,1,0.05555555555555555,6,False,False,False,64,18,46,0,0.28125,0.71875,0.0,18,7
FJ,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,24390->7575,1,1.0,1,True,False,False,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1
HK,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,983->3491,1,0.2,1,True,False,False,39,5,34,0,0.1282051282051282,0.8717948717948718,0.0,5,3
