country,msm_id,file_name,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_share,intra_as_hop_pair_share,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
AE,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,17,5,8966->5384,0.5882352941176471,0.7647058823529412,0.8823529411764706,3.3311981387290226,weak_network_transition_concentration,13,4,0,0.7647058823529411,0.23529411764705882,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,12,5,0.9411764705882353,0.058823529411764705
AL,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1,6939->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,1,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
AU,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,216,12,7578->7578,0.6805555555555556,0.7777777777777778,0.837962962962963,3.4137245549850603,weak_network_transition_concentration,13,191,12,0.06018518518518518,0.8842592592592593,0.05555555555555555,True,True,auditable,,122,40,0.9398148148148148,0.06018518518518518
AX,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1,3238->3238,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,1,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
BJ,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,4,1,28683->174,1.0,1.0,1.0,1.0,severe_network_transition_concentration,4,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",4,2,0.0,1.0
BR,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,3,1,7195->7195,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,3,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.3333333333333333,0.6666666666666666
CA,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,36,8,852->2914,0.5,0.6666666666666666,0.75,4.852956368685109,broad_network_transition_distribution,19,16,1,0.5277777777777778,0.4444444444444444,0.027777777777777776,True,True,auditable,,36,10,0.0,1.0
CM,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1,60171->60171,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,1,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CO,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,4,2,23520->23520,0.75,1.0,1.0,1.7547653506033232,moderate_network_transition_concentration,0,4,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,4,0.0,1.0
CW,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,3,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,3,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
CY,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,2,1,5504->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,2,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
DJ,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,2,1,30990->3356,1.0,1.0,1.0,1.0,severe_network_transition_concentration,2,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
DK,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1,9158->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1,0,0,1.0,0.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
DO,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,1,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
EE,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,16,4,1299->1299,0.4375,0.6875,0.875,3.6040068487120482,weak_network_transition_concentration,3,13,0,0.1875,0.8125,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,16,9,0.0,1.0
ES,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,51,6,1299->1299,0.7843137254901961,0.8823529411764706,0.9411764705882353,2.261830773860955,moderate_network_transition_concentration,1,50,0,0.0196078431372549,0.9803921568627451,0.0,True,True,auditable,,51,27,0.0392156862745098,0.9607843137254902
FI,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,64,11,1299->1299,0.5625,0.6875,0.765625,4.901340311238468,broad_network_transition_distribution,18,46,0,0.28125,0.71875,0.0,True,True,auditable,,61,32,0.140625,0.859375
FJ,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,3,3,24390->7575,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_network_transition_concentration,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",3,2,0.0,1.0
GH,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1,37468->37468,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,1,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
GU,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,2,1,6939->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
HK,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,39,10,2914->2914,0.6666666666666666,0.7692307692307692,0.8205128205128205,3.720162094593632,weak_network_transition_concentration,5,34,0,0.1282051282051282,0.8717948717948718,0.0,True,True,auditable,,38,23,0.0,1.0
HN,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,5,2,263725->54082,0.8,1.0,1.0,1.6493848884661177,severe_network_transition_concentration,4,1,0,0.8,0.2,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,4,0.0,1.0
