probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AU,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,197,197.0,7,landing_region_0041::landing_region_0089,0.4416243654822335,0.7106598984771573,0.8223350253807107,4.435759488365902,weak_corridor_observation_concentration,True,True,True,True,auditable,,53,27,1,0.4619289340101523,0.5380710659898477,probe_country_service
DE,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,49,49.0,2,landing_region_0051::landing_region_0512,0.9591836734693877,1.0,1.0,1.1859330591533923,severe_corridor_observation_concentration,True,True,True,True,auditable,,28,14,1,0.9591836734693877,0.04081632653061224,probe_country_service
DK,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,58,58.0,1,landing_region_0051::landing_region_0512,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,22,9,1,0.3793103448275862,0.6206896551724138,probe_country_service
FI,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,110,110.0,5,landing_region_0351::landing_region_0640,0.509090909090909,0.7,0.8818181818181818,3.683052262577679,weak_corridor_observation_concentration,True,True,True,True,auditable,,34,13,1,0.3,0.7,probe_country_service
FR,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,41,41.0,5,landing_region_0088::landing_region_0424,0.6341463414634146,0.7804878048780488,0.9268292682926829,2.971992501391454,weak_corridor_observation_concentration,True,True,True,True,auditable,,13,5,1,0.975609756097561,0.024390243902439025,probe_country_service
GR,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,36,36.0,1,landing_region_0088::landing_region_0424,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,18,10,1,1.0,0.0,probe_country_service
HK,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,57,57.0,3,landing_region_0132::landing_region_0230,0.9473684210526315,0.9824561403508771,1.0,1.2708586779010536,severe_corridor_observation_concentration,True,True,True,True,auditable,,29,15,1,0.03508771929824561,0.9649122807017544,probe_country_service
MY,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,67,67.0,6,landing_region_0009::landing_region_0735,0.31343283582089554,0.6119402985074627,0.8059701492537313,4.7457989625189665,weak_corridor_observation_concentration,True,True,True,True,auditable,,11,3,1,0.6268656716417911,0.373134328358209,probe_country_service
NO,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,58,58.0,6,landing_region_0335::landing_region_0562,0.6206896551724138,0.7586206896551724,0.8448275862068966,3.4359477507437686,weak_corridor_observation_concentration,True,True,True,True,auditable,,13,6,1,1.0,0.0,probe_country_service
NZ,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,87,87.0,4,landing_region_0089::landing_region_0362,0.5632183908045977,0.8620689655172413,0.9770114942528736,2.772307370040356,moderate_corridor_observation_concentration,True,True,True,True,auditable,,24,10,1,0.8850574712643678,0.11494252873563218,probe_country_service
PH,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,91,91.0,10,landing_region_0132::landing_region_0250,0.5879120879120879,0.6978021978021978,0.7637362637362638,4.562537837627547,broad_corridor_observation_distribution,False,False,True,True,auditable,,32,17,1,0.1978021978021978,0.8021978021978022,probe_country_service
