probe_country,service_id,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,analysis_scope
AU,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,197,0.17766497461928935,0.3248730964467005,0.47208121827411165,10.114293646292303,broad_network_transition_distribution,0.4416243654822335,0.7106598984771573,0.8223350253807107,4.435759488365902,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,53,27,0.4619289340101523,0.5380710659898477,probe_country_service
DE,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,49,0.9183673469387755,0.9591836734693878,1.0,1.403995812961317,severe_network_transition_concentration,0.9591836734693877,1.0,1.0,1.1859330591533923,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,28,14,0.9591836734693877,0.04081632653061224,probe_country_service
DK,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,58,0.2413793103448276,0.4827586206896552,0.6551724137931034,5.585491044669026,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,22,9,0.3793103448275862,0.6206896551724138,probe_country_service
FI,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,110,0.509090909090909,0.6,0.6909090909090909,5.706367182696528,broad_network_transition_distribution,0.509090909090909,0.7,0.8818181818181818,3.683052262577679,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,34,13,0.3,0.7,probe_country_service
FR,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,41,0.6341463414634146,0.7804878048780488,0.8780487804878049,3.262132160783551,weak_network_transition_concentration,0.6341463414634146,0.7804878048780488,0.9268292682926829,2.971992501391454,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,13,5,0.975609756097561,0.024390243902439025,probe_country_service
GR,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,36,0.8333333333333334,1.0,1.0,1.5691925832141966,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,18,10,1.0,0.0,probe_country_service
HK,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,57,0.2807017543859649,0.45614035087719296,0.5964912280701754,7.070997000897232,broad_network_transition_distribution,0.9473684210526315,0.9824561403508771,1.0,1.2708586779010536,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,29,15,0.03508771929824561,0.9649122807017544,probe_country_service
MY,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,67,0.23880597014925373,0.4477611940298507,0.5970149253731343,7.367212280846822,broad_network_transition_distribution,0.31343283582089554,0.6119402985074627,0.8059701492537313,4.7457989625189665,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,11,3,0.6268656716417911,0.373134328358209,probe_country_service
NO,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,58,0.3103448275862069,0.4482758620689655,0.5517241379310345,8.848973378728237,broad_network_transition_distribution,0.6206896551724138,0.7586206896551724,0.8448275862068966,3.4359477507437686,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,13,6,1.0,0.0,probe_country_service
NZ,L-Root,5008,dns-root_l-root_msm5008_20260701T000000Z_010000Z.json,87,0.7126436781609196,0.8275862068965517,0.9195402298850575,2.715841644800659,moderate_network_transition_concentration,0.5632183908045977,0.8620689655172413,0.9770114942528736,2.772307370040356,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,24,10,0.8850574712643678,0.11494252873563218,probe_country_service
