probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AE,L-Root,dns_root,anycast,all_publicly_visible,40,40,28,0.7,0.7,0.1,0.025,0.1,0.7,28,0.7,1.0,20,14,1,1,1.0,True,True,auditable,,probe_country_service
AE,L-Root,dns_root,anycast,resolved_entry_only,40,40,28,0.7,0.7,0.1,0.025,0.1,0.7,28,0.7,1.0,20,14,1,1,1.0,True,True,auditable,,probe_country_service
AL,L-Root,dns_root,anycast,all_publicly_visible,46,42,11,0.2391304347826087,0.2391304347826087,0.2391304347826087,0.021739130434782608,0.21739130434782608,0.0,11,0.2391304347826087,0.9130434782608695,23,14,1,1,0.8695652173913043,True,True,auditable,,probe_country_service
AL,L-Root,dns_root,anycast,resolved_entry_only,40,40,10,0.25,0.25,0.25,0.0,0.25,0.0,10,0.25,1.0,20,11,1,1,1.0,True,True,auditable,,probe_country_service
AR,L-Root,dns_root,anycast,all_publicly_visible,101,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9108910891089109,51,39,1,1,0.9108910891089109,True,True,auditable,,probe_country_service
AR,L-Root,dns_root,anycast,resolved_entry_only,92,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,47,37,1,1,1.0,True,True,auditable,,probe_country_service
AT,L-Root,dns_root,anycast,all_publicly_visible,411,399,2,0.004866180048661801,0.004866180048661801,0.0,0.0,0.0,0.004866180048661801,2,0.004866180048661801,0.9708029197080292,206,81,1,1,0.9513381995133819,True,True,auditable,,probe_country_service
AT,L-Root,dns_root,anycast,resolved_entry_only,391,391,2,0.005115089514066497,0.005115089514066497,0.0,0.0,0.0,0.005115089514066497,2,0.005115089514066497,1.0,196,79,1,1,1.0,True,True,auditable,,probe_country_service
AU,L-Root,dns_root,anycast,all_publicly_visible,480,409,255,0.53125,0.53125,0.34375,0.18541666666666667,0.22083333333333333,0.4270833333333333,255,0.53125,0.8520833333333333,240,71,1,1,0.8520833333333333,True,True,auditable,,probe_country_service
AU,L-Root,dns_root,anycast,resolved_entry_only,409,409,255,0.6234718826405868,0.6234718826405868,0.4034229828850856,0.2176039119804401,0.2591687041564792,0.5012224938875306,255,0.6234718826405868,1.0,205,67,1,1,1.0,True,True,auditable,,probe_country_service
