country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,32,32.0,6,landing_region_1392e3aea9b8::landing_region_8dc97f28b4d0,0.34375,0.59375,0.84375,1.5150952343653756,0.8455907505364686,4.5498544087108215,weak_corridor_observation_concentration,True,True,True,True,auditable,,11,8,1,0.40625,0.59375,transition_near_country
AL,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4,4.0,1,landing_region_6c6f20567c17::landing_region_ac34543a7a05,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,0.0,1.0,transition_near_country
AO,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_3ee19f69866b::landing_region_c88b92706e9c,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,586,586.0,6,landing_region_3996aeca3c5e::landing_region_58084817cbe7,0.590443686006826,0.7235494880546075,0.8549488054607509,1.255809970258195,0.7008808893301044,3.510680770068959,weak_corridor_observation_concentration,True,True,True,True,auditable,,176,57,1,0.8327645051194539,0.16723549488054607,transition_near_country
AX,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_3eb4f4d89687::landing_region_71db3ba08a92,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
BH,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4,4.0,1,landing_region_445416594174::landing_region_8dc97f28b4d0,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,0.0,1.0,transition_near_country
BJ,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4,4.0,1,landing_region_8afa8229a8fd::landing_region_c88b92706e9c,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1,1,0.0,1.0,transition_near_country
BR,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_38c81e7bfa6f::landing_region_5113b57f1083,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,transition_near_country
CA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,272,271.99999999999994,7,landing_region_19da5dac2df8::landing_region_94c53aa4a6d7,0.5963235294117647,0.9382352941176471,0.9823529411764705,0.9086181504355977,0.46693736135592245,2.480891944199205,moderate_corridor_observation_concentration,True,True,True,True,auditable,,61,18,1,0.5845588235294117,0.4154411764705883,transition_near_country
CM,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_30beda532e6f::landing_region_99a747248ab4,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
