unit_id,num_links,num_links_with_feasible_candidates,avg_feasible_candidates_per_link,median_feasible_candidates_per_link,max_feasible_candidates_per_link,avg_feasible_corridors_per_link,median_feasible_corridors_per_link,max_feasible_corridors_per_link,share_links_with_parallel_ambiguity,share_links_with_many_candidates,share_links_with_large_landing_radius,share_links_with_rtt_inconclusive,share_links_with_multi_segment_possible,share_links_with_domestic_submarine_candidate,share_links_with_only_low_support_feasible_candidates
probe_country=AE|service_id=Wikipedia,13,13,4.230769230769231,6.0,6,1.0,1.0,1,0.6923076923076923,0.6153846153846154,0.0,0.23076923076923078,0.5384615384615384,0.23076923076923078,0.9230769230769231
probe_country=AL|service_id=Wikipedia,4,4,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=AO|service_id=Wikipedia,7,7,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_country=AR|service_id=Wikipedia,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
probe_country=AT|service_id=Wikipedia,27,27,2.0,2.0,2,1.0,1.0,1,0.0,0.0,0.0,0.9259259259259259,0.0,0.6666666666666666,1.0
probe_country=AU|service_id=Wikipedia,531,531,1.6290018832391713,2.0,3,1.073446327683616,1.0,2,0.11299435028248588,0.018832391713747645,0.10734463276836158,0.2862523540489642,0.2937853107344633,0.8662900188323918,0.9152542372881356
probe_country=AX|service_id=Wikipedia,8,8,2.0,1.5,4,2.0,2.0,2,0.25,0.5,0.5,0.75,0.0,0.5,0.5
probe_country=BB|service_id=Wikipedia,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
probe_country=BH|service_id=Wikipedia,8,8,2.75,2.0,6,1.0,1.0,1,0.5,0.25,0.0,0.5,0.25,0.5,1.0
probe_country=BI|service_id=Wikipedia,2,2,4.0,4.0,4,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=BJ|service_id=Wikipedia,6,6,2.3333333333333335,2.0,3,1.0,1.0,1,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666
probe_country=BO|service_id=Wikipedia,20,20,2.0,2.0,2,1.0,1.0,1,1.0,0.0,0.0,0.15,0.6,0.0,0.6
probe_country=BR|service_id=Wikipedia,22,22,3.772727272727273,4.0,4,1.0,1.0,1,0.9545454545454546,0.0,0.0,0.8636363636363636,0.0,1.0,0.8181818181818182
probe_country=BZ|service_id=Wikipedia,2,2,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1.0,0.5,0.0,0.0,0.0
probe_country=CA|service_id=Wikipedia,125,125,1.48,1.0,5,2.272,2.0,6,0.0,0.888,0.904,0.776,0.0,0.224,0.448
probe_country=CD|service_id=Wikipedia,1,1,3.0,3.0,3,2.0,2.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
probe_country=CH|service_id=Wikipedia,215,215,1.9813953488372094,2.0,2,1.0,1.0,1,0.0,0.0,0.29767441860465116,0.8651162790697674,0.0,0.9906976744186047,1.0
probe_country=CK|service_id=Wikipedia,2,2,2.0,2.0,2,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
probe_country=CL|service_id=Wikipedia,6,6,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.5,0.8333333333333334,0.16666666666666666,0.8333333333333334,1.0
probe_country=CM|service_id=Wikipedia,2,2,2.0,2.0,2,1.5,1.5,2,0.5,0.0,0.0,0.5,0.0,0.0,0.5
