country,msm_id,file_name,total_hop_pair_segments,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,unique_as_boundary_transitions,top1_as_boundary_transition_key,top1_as_boundary_transition_share,top2_as_boundary_transition_share,top3_as_boundary_transition_share,effective_as_boundary_transition_count,as_boundary_transition_concentration_tier,auditable_as_boundary_case,as_boundary_observation_sufficiency_reason,unique_probes,unique_probe_asns
AE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,7,7,0,0,1.0,0.0,0.0,2,8966->5384,0.8571428571428571,1.0,1.0,1.5069930657725377,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,236,2,180,54,0.00847457627118644,0.7627118644067796,0.2288135593220339,1,7699->4826,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
BH,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6,6,0,0,1.0,0.0,0.0,2,5416->8966,0.8333333333333334,1.0,1.0,1.5691925832141966,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
BJ,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6,6,0,0,1.0,0.0,0.0,1,28683->174,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
BR,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,5,5,0,0,1.0,0.0,0.0,1,3549->3356,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",3,3
CA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,31,10,20,1,0.3225806451612903,0.6451612903225806,0.03225806451612903,2,6509->101,0.8,1.0,1.0,1.6493848884661177,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",5,4
CN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6,3,1,2,0.5,0.16666666666666666,0.3333333333333333,3,17623->4837,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
DJ,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,16,1,11,4,0.0625,0.6875,0.25,1,30990->174,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
DO,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,11,8,3,0,0.7272727272727273,0.2727272727272727,0.0,2,64126->174,0.75,1.0,1.0,1.7547653506033232,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",4,4
EE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,14,8,6,0,0.5714285714285714,0.42857142857142855,0.0,1,2586->6667,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",4,2
