country,msm_id,file_name,total_hop_pair_segments,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,unique_as_boundary_transitions,top1_as_boundary_transition_key,top1_as_boundary_transition_share,top2_as_boundary_transition_share,top3_as_boundary_transition_share,effective_as_boundary_transition_count,as_boundary_transition_concentration_tier,auditable_as_boundary_case,as_boundary_observation_sufficiency_reason,unique_probes,unique_probe_asns
ES,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,40,1,22,17,0.025,0.55,0.425,1,3352->12956,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
FI,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,214,17,77,120,0.0794392523364486,0.3598130841121495,0.5607476635514018,6,719->6667,0.4117647058823529,0.6470588235294117,0.7647058823529411,4.677088781363853,broad_as_boundary_transition_distribution,False,insufficient_minimum_mappable_segments,13,7
FJ,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,24390->7575,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
HK,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,9,3,6,0,0.3333333333333333,0.6666666666666666,0.0,2,983->6939,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
HN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,8,7,1,0,0.875,0.125,0.0,1,263725->54082,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",4,3
ID,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,27,16,8,3,0.5925925925925926,0.2962962962962963,0.1111111111111111,6,23700->7632,0.3125,0.5625,0.6875,5.275827777072009,broad_as_boundary_transition_distribution,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",9,6
IN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,40,1,16,23,0.025,0.4,0.575,1,55836->4755,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
IT,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,27,7,5,15,0.25925925925925924,0.18518518518518517,0.5555555555555556,3,1267->6939,0.7142857142857143,0.8571428571428572,1.0,2.2173474522732106,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",6,3
KY,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,36549->3855,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
MT,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,15735->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
MV,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,20,12,0,8,0.6,0.0,0.4,2,7642->6939,0.8333333333333334,1.0,1.0,1.5691925832141966,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",8,3
MX,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,265539->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
NG,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,9,4,5,0,0.4444444444444444,0.5555555555555556,0.0,2,37282->3356,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",3,3
NO,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,64,6,48,10,0.09375,0.75,0.15625,2,49409->57829,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
PA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,11556->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
PE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,3356->3549,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",3,3
PG,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,17828->6939,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
PH,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,86,9,57,20,0.10465116279069768,0.6627906976744186,0.23255813953488372,5,137818->132021,0.2222222222222222,0.4444444444444444,0.6666666666666666,4.860268825015378,broad_as_boundary_transition_distribution,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",6,5
PR,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6,4,1,1,0.6666666666666666,0.16666666666666666,0.16666666666666666,2,5786->20080,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
QA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,8781->6939,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
SE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,43,2,36,5,0.046511627906976744,0.8372093023255814,0.11627906976744186,1,8434->29518,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
SG,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,51,44,4,3,0.8627450980392157,0.0784313725490196,0.058823529411764705,8,4773->45430,0.22727272727272727,0.45454545454545453,0.6590909090909091,6.51672178755911,broad_as_boundary_transition_distribution,True,auditable,28,14
SL,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,329109->60171,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
SN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,8346->6453,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
TW,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,165,10,45,110,0.06060606060606061,0.2727272727272727,0.6666666666666666,3,18041->7539,0.6,0.8,1.0,2.586409289858933,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",5,3
US,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,207,2,195,10,0.00966183574879227,0.9420289855072463,0.04830917874396135,1,6360->395400,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
ZA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,221,4,83,134,0.01809954751131222,0.3755656108597285,0.6063348416289592,1,6939->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
