country,msm_id,file_name,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
EE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,14,2,2586->6667,0.5714285714285714,1.0,1.0,1.9796263300525183,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,4,0.0,1.0
ES,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,40,5,-1->6939,0.425,0.7749999999999999,0.8999999999999999,3.587724138699397,weak_network_transition_concentration,0.0,True,True,auditable,,23,13,0.1,0.9
FI,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,214,17,-1->6939,0.5093457943925234,0.6915887850467289,0.7710280373831776,5.640186896900765,broad_network_transition_distribution,0.0,True,True,auditable,,146,60,0.11214953271028037,0.8878504672897196
FJ,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6,3,38442->38442,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
FR,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,255,2,1299->1299,0.6862745098039216,1.0,1.0,1.8627411299685972,moderate_network_transition_concentration,0.0,True,True,auditable,,189,84,0.0,1.0
GH,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,37468->37468,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
GP,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,21351->21351,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
GQ,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,37529->37529,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0
HK,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,9,4,2914->2914,0.4444444444444444,0.6666666666666666,0.8888888888888888,3.5716523669284492,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,3,0.0,1.0
HN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,8,2,263725->54082,0.875,1.0,1.0,1.4575692649810903,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,4,0.0,1.0
ID,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,27,12,23700->7632,0.18518518518518517,0.3333333333333333,0.4074074074074074,10.822875337818912,broad_network_transition_distribution,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,15,12,0.8518518518518519,0.14814814814814814
IL,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,21,2,12400->12400,0.7619047619047619,1.0,1.0,1.7313031389918871,moderate_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,11,5,0.0,1.0
IN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,40,7,9498->9498,0.35,0.675,0.8,4.7452034762139625,weak_network_transition_concentration,0.0,True,True,auditable,,25,13,0.275,0.725
IT,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,27,6,-1->6939,0.5555555555555556,0.7407407407407407,0.8518518518518519,3.743077771390691,weak_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,22,12,0.07407407407407407,0.9259259259259259
KE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,9,2,6939->6939,0.8888888888888888,1.0,1.0,1.4174111811317323,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,5,0.0,1.0
KY,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,36549->3855,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
LC,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
LK,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,1,1,45489->45489,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
MM,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,4,1,136168->136168,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
MP,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,7131->7131,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
MT,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,4,1,15735->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MV,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,20,3,7642->6939,0.5,0.9,1.0,2.568567607415555,moderate_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,10,3,0.0,1.0
MX,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,4,1,265539->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MY,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,45352->45352,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
NC,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,10,1,18200->-1,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,0.0,1.0
NG,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,9,4,37271->37271,0.3333333333333333,0.5555555555555556,0.7777777777777777,3.9311120913133446,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,5,0.0,1.0
NO,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,64,12,29695->29695,0.3125,0.46875,0.59375,8.429844220391397,broad_network_transition_distribution,0.0,True,True,auditable,,26,10,1.0,0.0
NZ,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,204,7,-1->38022,0.8872549019607843,0.926470588235294,0.9509803921568627,1.7018164087737164,severe_network_transition_concentration,0.0,True,True,auditable,,98,30,0.9754901960784313,0.024509803921568627
PA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,11556->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
PE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,4,1,3356->3549,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
PG,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,17828->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
PH,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,86,15,9299->9299,0.3488372093023256,0.5581395348837209,0.6627906976744187,8.022877554690398,broad_network_transition_distribution,0.0,True,True,auditable,,43,23,0.11627906976744186,0.8837209302325582
PK,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,12,2,-1->-1,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,4,0.0,1.0
PR,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6,4,5786->20080,0.3333333333333333,0.6666666666666666,0.8333333333333333,3.77976314968462,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
PT,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,1,1,6453->6453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
QA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,8781->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
RE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,51,1,37002->-1,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,insufficient_minimum_unique_probe_asns,minimum_unique_probe_asns,26,2,0.0,1.0
SA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,4,1,35819->35819,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
SE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,43,8,29518->29518,0.18604651162790697,0.37209302325581395,0.5581395348837209,7.1705923468298005,broad_network_transition_distribution,0.0,True,True,auditable,,17,9,0.6046511627906976,0.3953488372093023
SG,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,51,10,4773->45430,0.19607843137254902,0.39215686274509803,0.5686274509803921,8.254728106117886,broad_network_transition_distribution,0.0,True,True,auditable,,33,17,0.0,1.0
SL,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,329109->60171,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
SN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,8346->6453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TH,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,38040->38040,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TO,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,1,24390->24390,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TW,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,165,14,-1->3462,0.3575757575757576,0.5878787878787879,0.696969696969697,7.229037780609847,broad_network_transition_distribution,0.0,True,True,auditable,,57,17,0.793939393939394,0.20606060606060606
US,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,207,13,6939->6939,0.642512077294686,0.8357487922705313,0.8695652173913043,3.5659399625375214,moderate_network_transition_concentration,0.0,True,True,auditable,,116,51,0.7391304347826086,0.2608695652173913
VI,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,4,1,14434->14434,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
ZA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,221,8,6939->6939,0.34841628959276016,0.6832579185520362,0.9321266968325792,3.92979912826697,weak_network_transition_concentration,0.0,True,True,auditable,,87,39,0.27149321266968324,0.7285067873303167
