country,msm_id,file_name,network_transition_key,network_transition_representation,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,8966->5384,as_transition,6,6,0.8571428571428571,1,True,False,False,False,7,5,3,6,0
AE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,5384->8966,as_transition,1,1,0.14285714285714285,2,False,True,False,False,7,5,3,1,0
AL,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,-1->6939,as_transition,12,12,0.631578947368421,1,True,False,False,False,19,10,7,0,12
AL,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6939->6939,as_transition,7,7,0.3684210526315789,2,False,True,False,False,19,10,7,0,7
AO,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,33763->33763,as_transition,3,3,1.0,1,True,False,False,False,3,2,2,0,3
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6939->6939,as_transition,63,63,0.2669491525423729,1,True,False,False,False,236,89,39,40,23
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,1221->1221,as_transition,46,46,0.19491525423728814,2,False,True,False,False,236,89,39,46,0
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,7575->7575,as_transition,36,36,0.15254237288135594,3,False,False,True,False,236,89,39,36,0
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6939->-1,as_transition,24,24,0.1016949152542373,4,False,False,False,False,236,89,39,0,24
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,4764->4764,as_transition,20,20,0.0847457627118644,5,False,False,False,False,236,89,39,20,0
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,-1->6939,as_transition,19,19,0.08050847457627118,6,False,False,False,False,236,89,39,19,0
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,-1->-1,as_transition,9,9,0.038135593220338986,7,False,False,False,False,236,89,39,7,2
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,134697->134697,as_transition,7,7,0.029661016949152543,8,False,False,False,False,236,89,39,7,0
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,7545->7545,as_transition,2,2,0.00847457627118644,9,False,False,False,False,236,89,39,2,0
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,64098->64098,as_transition,2,2,0.00847457627118644,10,False,False,False,False,236,89,39,2,0
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,7578->7578,as_transition,2,2,0.00847457627118644,11,False,False,False,False,236,89,39,2,0
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,7699->4826,as_transition,2,2,0.00847457627118644,12,False,False,False,False,236,89,39,2,0
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,38008->-1,as_transition,2,2,0.00847457627118644,13,False,False,False,False,236,89,39,2,0
AU,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,136557->136557,as_transition,2,2,0.00847457627118644,14,False,False,False,False,236,89,39,2,0
AX,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,3238->3238,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
BH,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,5416->8966,as_transition,5,5,0.8333333333333334,1,True,False,False,False,6,3,3,0,5
BH,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,5416->5384,as_transition,1,1,0.16666666666666666,2,False,True,False,False,6,3,3,0,1
BJ,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,28683->174,as_transition,6,6,1.0,1,True,False,False,False,6,3,2,0,6
BR,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,3549->3356,as_transition,5,5,1.0,1,True,False,False,False,5,3,3,0,5
CA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6509->6509,as_transition,16,16,0.5161290322580645,1,True,False,False,False,31,8,7,16,0
CA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6509->101,as_transition,8,8,0.25806451612903225,2,False,True,False,False,31,8,7,0,8
CA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,174->174,as_transition,2,2,0.06451612903225806,3,False,False,True,False,31,8,7,0,2
CA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6461->6461,as_transition,2,2,0.06451612903225806,4,False,False,False,False,31,8,7,0,2
CA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,208951->6939,as_transition,2,2,0.06451612903225806,5,False,False,False,False,31,8,7,0,2
CA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,-1->-1,as_transition,1,1,0.03225806451612903,6,False,False,False,False,31,8,7,0,1
CM,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,60171->60171,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
CN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,4837->4837,as_transition,1,1,0.16666666666666666,1,True,False,False,False,6,5,4,1,0
CN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,17623->4837,as_transition,1,1,0.16666666666666666,2,False,True,False,False,6,5,4,1,0
CN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,-1->-1,as_transition,1,1,0.16666666666666666,3,False,False,True,False,6,5,4,1,0
CN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,45102->-1,as_transition,1,1,0.16666666666666666,4,False,False,False,False,6,5,4,0,1
CN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,17816->4837,as_transition,1,1,0.16666666666666666,5,False,False,False,False,6,5,4,1,0
CN,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,17622->4837,as_transition,1,1,0.16666666666666666,6,False,False,False,False,6,5,4,1,0
CO,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,23520->23520,as_transition,6,6,1.0,1,True,False,False,False,6,3,2,0,6
CW,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,23520->23520,as_transition,4,4,0.6666666666666666,1,True,False,False,False,6,3,3,0,4
CW,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,23520->-1,as_transition,2,2,0.3333333333333333,2,False,True,False,False,6,3,3,0,2
CY,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,35432->35432,as_transition,2,2,1.0,1,True,False,False,False,2,2,1,0,2
DJ,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6939->6939,as_transition,11,11,0.6875,1,True,False,False,False,16,10,9,0,11
DJ,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,-1->6939,as_transition,2,2,0.125,2,False,True,False,False,16,10,9,0,2
DJ,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,30990->-1,as_transition,2,2,0.125,3,False,False,True,False,16,10,9,0,2
DJ,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,30990->174,as_transition,1,1,0.0625,4,False,False,False,False,16,10,9,0,1
DK,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,31027->-1,as_transition,16,16,0.42105263157894735,1,True,False,False,False,38,21,6,0,16
DK,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,39642->-1,as_transition,12,12,0.3157894736842105,2,False,True,False,False,38,21,6,0,12
DK,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,204151->-1,as_transition,10,10,0.2631578947368421,3,False,False,True,False,38,21,6,0,10
DO,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,64126->174,as_transition,6,6,0.5454545454545454,1,True,False,False,False,11,6,6,0,6
DO,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,23520->23520,as_transition,3,3,0.2727272727272727,2,False,True,False,False,11,6,6,0,3
DO,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,265721->174,as_transition,2,2,0.18181818181818182,3,False,False,True,False,11,6,6,0,2
EE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2586->6667,as_transition,8,8,0.5714285714285714,1,True,False,False,False,14,7,4,0,8
EE,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,1257->1257,as_transition,6,6,0.42857142857142855,2,False,True,False,False,14,7,4,0,6
ES,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,-1->6939,as_transition,17,17,0.425,1,True,False,False,False,40,23,13,0,17
ES,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,1299->1299,as_transition,14,14,0.35,2,False,True,False,False,40,23,13,0,14
ES,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6939->6939,as_transition,5,5,0.125,3,False,False,True,False,40,23,13,0,5
ES,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,3352->3352,as_transition,3,3,0.075,4,False,False,False,False,40,23,13,3,0
ES,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,3352->12956,as_transition,1,1,0.025,5,False,False,False,False,40,23,13,1,0
FI,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,-1->6939,as_transition,109,109,0.5093457943925234,1,True,False,False,False,214,146,60,0,109
FI,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,1299->1299,as_transition,39,39,0.1822429906542056,2,False,True,False,False,214,146,60,0,39
FI,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6939->6939,as_transition,17,17,0.0794392523364486,3,False,False,True,False,214,146,60,0,17
FI,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,39699->39699,as_transition,10,10,0.04672897196261682,4,False,False,False,False,214,146,60,10,0
FI,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,39699->-1,as_transition,8,8,0.037383177570093455,5,False,False,False,False,214,146,60,0,8
