probe_country,service_id,path_scope_stratum,msm_id,file_name,network_transition_key,network_transition_representation,hop_pair_as_class,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AD,M-Root,all_publicly_visible,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6939->6939,as_transition,intra_as_hop_pair,4,4,0.6666666666666666,1,True,False,False,False,6,3,1,0,4
AD,M-Root,all_publicly_visible,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:ES->FR,country_fallback,country_fallback,2,2,0.3333333333333333,2,False,True,False,True,6,3,1,0,2
AD,M-Root,resolved_entry_only,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6939->6939,as_transition,intra_as_hop_pair,4,4,0.6666666666666666,1,True,False,False,False,6,3,1,0,4
AD,M-Root,resolved_entry_only,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:ES->FR,country_fallback,country_fallback,2,2,0.3333333333333333,2,False,True,False,True,6,3,1,0,2
AE,M-Root,all_publicly_visible,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:CN->SG,country_fallback,country_fallback,1,1,1.0,1,True,False,False,True,1,1,1,0,1
AE,M-Root,resolved_entry_only,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:CN->SG,country_fallback,country_fallback,1,1,1.0,1,True,False,False,True,1,1,1,0,1
AF,M-Root,all_publicly_visible,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:PK->SG,country_fallback,country_fallback,4,4,1.0,1,True,False,False,True,4,2,1,0,4
AF,M-Root,resolved_entry_only,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:PK->SG,country_fallback,country_fallback,4,4,1.0,1,True,False,False,True,4,2,1,0,4
AL,M-Root,all_publicly_visible,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6939->6939,as_transition,intra_as_hop_pair,8,8,0.6666666666666666,1,True,False,False,False,12,7,6,0,8
AL,M-Root,all_publicly_visible,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AL->IT,country_fallback,country_fallback,2,2,0.16666666666666666,2,False,True,False,True,12,7,6,0,2
AL,M-Root,all_publicly_visible,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,1299->1299,as_transition,intra_as_hop_pair,1,1,0.08333333333333333,3,False,False,True,False,12,7,6,0,1
AL,M-Root,all_publicly_visible,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,174->174,as_transition,intra_as_hop_pair,1,1,0.08333333333333333,4,False,False,False,False,12,7,6,0,1
