country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,764,0.2356020942408377,0.42539267015706805,0.5222513089005235,13.230154868891647,broad_network_transition_distribution,0.4816753926701571,0.6701570680628273,0.7774869109947644,5.048339698983791,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,68,24,0.8534031413612565,0.14659685863874344,service_country_cross_layer_distribution_audit,NZ,G-Root
