unit_id,src_country,network_definition,physical_level,candidate_view,physical_diversity_view,network_score_column,selected_network_diversity_score,network_diversity_score,network_diversity_combined,network_diversity_as_only,network_diversity_country_only,network_diversity_target_probe,network_diversity_as_egress_primary,network_diversity_dst_asn_primary,physical_candidate_diversity_upper_bound,network_percentile,physical_upper_bound_percentile,network_rank_upper_bound,physical_upper_rank,rank_gap_upper_bound,network_physical_upper_bound_percentile_gap,network_high,physical_upper_low,upper_bound_mismatch_category,strict_upper_bound_mismatch_75_25,pdb_num_ixps,pdb_num_facilities,pdb_num_networks,pdb_num_network_facility_presence,pdb_num_ixp_participants,pdb_ixp_participant_entropy,pdb_facility_participant_entropy,pdb_interconnection_footprint_score,pdb_interconnection_footprint_percentile,pdb_interconnection_footprint_tier
src_country=AE|msm_id=5001|file_name=root_dns_traces.json,AE,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,0.8664339756999316,0.8664339756999316,5.6649986568769135,3.616205273273604,0.4892122273434325,1.559581156259877,0.8664339756999316,2.2349799188463075,3.0,0.29375,0.4414772727272727,278.0,79.0,-199.0,-0.1477272727272727,False,True,network_low_physical_upper_low,False,2.0,15.0,169.0,187.0,145.0,0.5654001452743456,1.252359465175292,10.82475905840779,0.6847826086956522,high
src_country=AE|msm_id=5004|file_name=root_dns_traces.json,AE,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,2.0664125413950822,2.0664125413950822,6.147556443048525,3.7190966198540543,0.8099871491064026,1.6184726740880688,2.0664125413950822,2.4317032497628883,4.0,0.7051136363636363,0.5551136363636363,225.0,78.0,-147.0,0.15000000000000002,True,False,network_high_physical_upper_high,False,2.0,15.0,169.0,187.0,145.0,0.5654001452743456,1.252359465175292,10.82475905840779,0.6847826086956522,high
src_country=AE|msm_id=5005|file_name=root_dns_traces.json,AE,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,0.9998673532003595,0.9998673532003595,3.048108160870881,1.4590812456969082,0.17328679513998632,1.4157401200339865,0.9998673532003595,0.6931471805599453,1.0,0.5272727272727272,0.11079545454545454,276.0,81.0,-195.0,0.4164772727272727,True,True,network_high_physical_upper_low,False,2.0,15.0,169.0,187.0,145.0,0.5654001452743456,1.252359465175292,10.82475905840779,0.6847826086956522,high
src_country=AE|msm_id=5006|file_name=root_dns_traces.json,AE,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,0.8664339756999316,0.8664339756999316,5.446315254946661,3.248813252557367,0.8729226607522846,1.324579341637009,0.8664339756999316,1.508728606956519,3.0,0.29375,0.4414772727272727,278.0,79.0,-199.0,-0.1477272727272727,False,True,network_low_physical_upper_low,False,2.0,15.0,169.0,187.0,145.0,0.5654001452743456,1.252359465175292,10.82475905840779,0.6847826086956522,high
src_country=AE|msm_id=5008|file_name=root_dns_traces.json,AE,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,0.8664339756999316,0.8664339756999316,5.628758231033709,3.4086588397750406,0.8043592712246819,1.4157401200339865,0.8664339756999316,1.7855738652654332,3.0,0.29375,0.4414772727272727,278.0,79.0,-199.0,-0.1477272727272727,False,True,network_low_physical_upper_low,False,2.0,15.0,169.0,187.0,145.0,0.5654001452743456,1.252359465175292,10.82475905840779,0.6847826086956522,high
src_country=AE|msm_id=5009|file_name=root_dns_traces.json,AE,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,2.0664125413950822,2.0664125413950822,5.809406095536565,3.1645577452335636,0.8825346399890421,1.7623137103139592,2.0664125413950822,1.92225541082896,5.0,0.7051136363636363,0.615909090909091,225.0,77.0,-148.0,0.08920454545454537,True,False,network_high_physical_upper_high,False,2.0,15.0,169.0,187.0,145.0,0.5654001452743456,1.252359465175292,10.82475905840779,0.6847826086956522,high
src_country=AE|msm_id=5010|file_name=root_dns_traces.json,AE,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,2.772588722239781,2.772588722239781,7.3749156317532405,4.5332298930552035,1.170532806781055,1.671152931916982,2.772588722239781,3.1497373242153794,4.0,0.8073863636363636,0.5551136363636363,157.0,78.0,-79.0,0.2522727272727273,True,False,network_high_physical_upper_high,False,2.0,15.0,169.0,187.0,145.0,0.5654001452743456,1.252359465175292,10.82475905840779,0.6847826086956522,high
src_country=AE|msm_id=5011|file_name=root_dns_traces.json,AE,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,2.0664125413950822,2.0664125413950822,6.1752966801776905,3.4219482182219414,1.0821955300387673,1.671152931916982,2.0664125413950822,2.121916300878685,9.0,0.7051136363636363,0.7164772727272727,225.0,73.0,-152.0,-0.011363636363636354,True,False,network_high_physical_upper_high,False,2.0,15.0,169.0,187.0,145.0,0.5654001452743456,1.252359465175292,10.82475905840779,0.6847826086956522,high
src_country=AE|msm_id=5012|file_name=root_dns_traces.json,AE,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,1.9084132521029091,1.9084132521029091,5.5230423026779105,3.1710858723189137,0.9362163103250096,1.4157401200339865,1.9084132521029091,1.760175526826092,3.0,0.6073863636363637,0.4414772727272727,240.0,79.0,-161.0,0.16590909090909095,True,True,network_high_physical_upper_low,False,2.0,15.0,169.0,187.0,145.0,0.5654001452743456,1.252359465175292,10.82475905840779,0.6847826086956522,high
src_country=AE|msm_id=5013|file_name=root_dns_traces.json,AE,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,0.8664339756999316,0.8664339756999316,4.910939583987999,2.8113047466457743,0.7750554957052154,1.324579341637009,0.8664339756999316,1.5990147122062977,3.0,0.29375,0.4414772727272727,278.0,79.0,-199.0,-0.1477272727272727,False,True,network_low_physical_upper_low,False,2.0,15.0,169.0,187.0,145.0,0.5654001452743456,1.252359465175292,10.82475905840779,0.6847826086956522,high
