network_definition,physical_level,candidate_view,projection_subset,target_units,strict_target_units,target_jaccard_vs_baseline,target_recall_vs_baseline,quadrant_agreement_rate,rank_gap_spearman_vs_baseline,pdb_country_coverage,median_pdb_interconnection_footprint_percentile,dominant_pdb_interconnection_footprint_tier,interpretation
application_observation_supplementary,cable,conservative_set,all,110,5,0.2471264367816092,0.40186915887850466,0.6522727272727272,0.3910287980294641,87,0.7441176470588236,high,"application_observation_supplementary network definition, cable-level, conservative feasible-set view, all projections"
application_observation_supplementary,cable,conservative_set,strong_only,0,0,0.0,0.0,0.05555555555555555,-0.45799755998311886,6,0.7529411764705882,high,"application_observation_supplementary network definition, cable-level, conservative feasible-set view, strong projections only"
application_observation_supplementary,cable,conservative_set,strong_or_moderate,73,0,0.034482758620689655,0.056074766355140186,0.3582089552238806,-0.549217811139447,41,0.8411764705882353,high,"application_observation_supplementary network definition, cable-level, conservative feasible-set view, strong/moderate projections only"
application_observation_supplementary,cable,weighted_support,all,102,12,0.07179487179487179,0.1308411214953271,0.5640074211502782,0.07590211396041274,69,0.7823529411764706,high,"application_observation_supplementary network definition, cable-level, weighted support view, all projections"
application_observation_supplementary,cable,weighted_support,strong_only,10,0,0.008620689655172414,0.009345794392523364,0.4444444444444444,-0.45799755998311886,6,0.7529411764705882,high,"application_observation_supplementary network definition, cable-level, weighted support view, strong projections only"
application_observation_supplementary,cable,weighted_support,strong_or_moderate,78,0,0.03932584269662921,0.06542056074766354,0.3482587064676617,-0.5172399789812182,41,0.8411764705882353,high,"application_observation_supplementary network definition, cable-level, weighted support view, strong/moderate projections only"
application_observation_supplementary,corridor,conservative_set,all,103,5,0.3815789473684211,0.5420560747663551,0.7704545454545455,0.6241402135888031,87,0.7441176470588236,high,"application_observation_supplementary network definition, corridor-level, conservative feasible-set view, all projections"
application_observation_supplementary,corridor,conservative_set,strong_only,0,0,0.0,0.0,0.05555555555555555,-0.45799755998311886,6,0.7529411764705882,high,"application_observation_supplementary network definition, corridor-level, conservative feasible-set view, strong projections only"
application_observation_supplementary,corridor,conservative_set,strong_or_moderate,76,0,0.045714285714285714,0.07476635514018691,0.4577114427860697,-0.41942658032445396,41,0.8411764705882353,high,"application_observation_supplementary network definition, corridor-level, conservative feasible-set view, strong/moderate projections only"
application_observation_supplementary,corridor,weighted_support,all,63,10,0.13333333333333333,0.18691588785046728,0.6716141001855288,0.3486127009708436,69,0.7823529411764706,high,"application_observation_supplementary network definition, corridor-level, weighted support view, all projections"
application_observation_supplementary,corridor,weighted_support,strong_only,10,0,0.008620689655172414,0.009345794392523364,0.4444444444444444,-0.45799755998311886,6,0.7529411764705882,high,"application_observation_supplementary network definition, corridor-level, weighted support view, strong projections only"
application_observation_supplementary,corridor,weighted_support,strong_or_moderate,76,0,0.045714285714285714,0.07476635514018691,0.4577114427860697,-0.42363330645182234,41,0.8411764705882353,high,"application_observation_supplementary network definition, corridor-level, weighted support view, strong/moderate projections only"
