unit_id,src_country,service_id,msm_id,file_name,num_measurements,num_probes,num_probe_asns,num_files_or_targets,num_egress_links,num_egress_asns,num_next_asns_after_egress,num_egress_transitions,egress_transition_entropy,effective_egress_transitions,num_src_dst_as_pairs,src_dst_as_pair_entropy,effective_as_pair_transitions,network_effective_diversity,physical_level,num_feasible_candidates,num_feasible_corridors,effective_feasible_candidates,effective_feasible_corridors,physical_candidate_diversity_upper_bound,network_to_physical_compression_ratio,log_network_physical_compression_gap,physical_coverage_ratio,absolute_compression_tier,network_percentile,physical_upper_bound_percentile,rank_gap_upper_bound,strict_upper_bound_mismatch_75_25,upper_bound_mismatch_category,pdb_interconnection_footprint_score,pdb_interconnection_footprint_percentile,pdb_interconnection_footprint_tier
NA,GU,MULTI,MULTI,root_dns_traces.json,12,13,7,1,41,4,4,4,1.183559761431623,3.2659796427044645,10,1.7629100387121643,5.8293764469278475,3.2659796427044645,cable,12,19,12.0,19.0,12.0,0.27216497022537206,-1.114277509410528,3.674242130322387,no_compression,0.6666666666666666,0.8275862068965517,-19.0,False,network_high_physical_upper_high,9.564974436240202,0.6304347826086957,medium
NA,GU,MULTI,MULTI,root_dns_traces.json,12,13,7,1,41,4,4,4,1.183559761431623,3.2659796427044645,10,1.7629100387121643,5.8293764469278475,3.2659796427044645,corridor,12,19,12.0,19.0,19.0,0.17189366540549814,-1.545060425502982,5.817550039677113,no_compression,0.6666666666666666,0.7931034482758621,-12.0,False,network_high_physical_upper_high,9.564974436240202,0.6304347826086957,medium
NA,HK,MULTI,MULTI,root_dns_traces.json,13,261,27,1,762,19,15,28,2.2639352412534772,9.620875234472107,43,2.7283297206889845,15.307298192133564,9.620875234472107,cable,15,30,15.0,30.0,15.0,0.6413916822981405,-0.40976729602971806,1.5591097103363531,no_compression,0.9425287356321839,0.896551724137931,2.0,False,network_high_physical_upper_high,18.393809748151316,0.9021739130434784,high
NA,HK,MULTI,MULTI,root_dns_traces.json,13,261,27,1,762,19,15,28,2.2639352412534772,9.620875234472107,43,2.7283297206889845,15.307298192133564,9.620875234472107,corridor,15,30,15.0,30.0,30.0,0.32069584114907024,-1.0711657782750832,3.1182194206727063,no_compression,0.9425287356321839,0.8620689655172413,7.0,False,network_high_physical_upper_high,18.393809748151316,0.9021739130434784,high
NA,HN,MULTI,MULTI,root_dns_traces.json,11,7,4,1,95,4,3,4,0.9582879080337632,2.6072288344684194,4,0.9582879080337632,2.6072288344684194,2.6072288344684194,cable,6,6,6.0,6.0,6.0,0.4345381390780699,-0.6629703073751383,2.301293971851659,no_compression,0.5632183908045977,0.6206896551724138,-24.0,False,network_high_physical_upper_high,6.04211067479767,0.4402173913043478,medium
NA,HN,MULTI,MULTI,root_dns_traces.json,11,7,4,1,95,4,3,4,0.9582879080337632,2.6072288344684194,4,0.9582879080337632,2.6072288344684194,2.6072288344684194,corridor,6,6,6.0,6.0,6.0,0.4345381390780699,-0.6629703073751383,2.301293971851659,no_compression,0.5632183908045977,0.5402298850574713,-12.0,False,network_high_physical_upper_high,6.04211067479767,0.4402173913043478,medium
NA,ID,MULTI,MULTI,root_dns_traces.json,13,184,52,1,346,31,16,61,3.617374625721097,37.23967129559816,108,3.824309755741763,45.8011754547541,37.23967129559816,cable,53,66,53.0,66.0,53.0,0.7026353074641162,-0.3451105542444264,1.423213421496144,no_compression,1.0,1.0,0.0,False,network_high_physical_upper_high,23.73952311196626,0.9836956521739132,high
NA,ID,MULTI,MULTI,root_dns_traces.json,13,184,52,1,346,31,16,61,3.617374625721097,37.23967129559816,108,3.824309755741763,45.8011754547541,37.23967129559816,corridor,53,66,53.0,66.0,66.0,0.5642374438726994,-0.5608191270711176,1.7723035060140664,no_compression,1.0,0.9425287356321839,5.0,False,network_high_physical_upper_high,23.73952311196626,0.9836956521739132,high
NA,IE,MULTI,MULTI,root_dns_traces.json,3,32,3,1,74,3,2,3,0.4636550387504186,1.589874430762699,3,0.4636550387504186,1.589874430762699,1.589874430762699,cable,6,6,6.0,6.0,6.0,0.26497907179378316,-0.9943007568501773,3.773882945662358,no_compression,0.3333333333333333,0.6206896551724138,-42.0,False,network_low_physical_upper_high,13.826694602420948,0.7717391304347826,high
NA,IE,MULTI,MULTI,root_dns_traces.json,3,32,3,1,74,3,2,3,0.4636550387504186,1.589874430762699,3,0.4636550387504186,1.589874430762699,1.589874430762699,corridor,6,6,6.0,6.0,6.0,0.26497907179378316,-0.9943007568501773,3.773882945662358,no_compression,0.3333333333333333,0.5402298850574713,-30.0,False,network_low_physical_upper_high,13.826694602420948,0.7717391304347826,high
NA,IL,MULTI,MULTI,root_dns_traces.json,13,20,7,1,28,2,2,2,0.3404997784712986,1.40564992861476,10,1.8680681680440903,6.475774200249662,1.40564992861476,cable,4,24,4.0,24.0,4.0,0.35141248215369,-0.7316178047965286,2.8456587366257833,no_compression,0.2988505747126437,0.42528735632183906,-43.0,False,network_low_physical_upper_low,12.031158407843488,0.717391304347826,high
NA,IL,MULTI,MULTI,root_dns_traces.json,13,20,7,1,28,2,2,2,0.3404997784712986,1.40564992861476,10,1.8680681680440903,6.475774200249662,1.40564992861476,corridor,4,24,4.0,24.0,24.0,0.058568747025614994,-2.341055717230629,17.0739524197547,no_compression,0.2988505747126437,0.8390804597701149,-45.0,False,network_low_physical_upper_high,12.031158407843488,0.717391304347826,high
NA,IM,MULTI,MULTI,root_dns_traces.json,3,2,2,1,8,2,2,2,0.5623351446188083,1.7547653506033232,2,0.5623351446188083,1.7547653506033232,1.7547653506033232,cable,3,3,3.0,3.0,3.0,0.584921783534441,-0.3729620943371712,1.7096302927160834,no_compression,0.3448275862068966,0.3275862068965517,-38.0,False,network_low_physical_upper_low,1.3862943611198906,0.0543478260869565,low
NA,IM,MULTI,MULTI,root_dns_traces.json,3,2,2,1,8,2,2,2,0.5623351446188083,1.7547653506033232,2,0.5623351446188083,1.7547653506033232,1.7547653506033232,corridor,3,3,3.0,3.0,3.0,0.584921783534441,-0.3729620943371712,1.7096302927160834,no_compression,0.3448275862068966,0.28735632183908044,-26.0,False,network_low_physical_upper_low,1.3862943611198906,0.0543478260869565,low
NA,IN,MULTI,MULTI,root_dns_traces.json,12,63,5,1,238,5,6,6,1.0937801843081232,2.9855386544239777,10,1.3558882817822475,3.880206142686555,2.9855386544239777,cable,13,9,13.0,9.0,13.0,0.2296568195710752,-1.2563848560124362,4.354323123814382,no_compression,0.6551724137931034,0.8620689655172413,-21.0,False,network_high_physical_upper_high,23.211385950065583,0.9782608695652174,high
NA,IN,MULTI,MULTI,root_dns_traces.json,12,63,5,1,238,5,6,6,1.0937801843081232,2.9855386544239777,10,1.3558882817822475,3.880206142686555,2.9855386544239777,corridor,13,9,13.0,9.0,9.0,0.33172651715821977,-0.9199126193912237,3.0145313934099565,no_compression,0.6551724137931034,0.6436781609195402,-7.0,False,network_high_physical_upper_high,23.211385950065583,0.9782608695652174,high
NA,IT,MULTI,MULTI,root_dns_traces.json,11,41,7,1,77,4,4,5,0.9056069819711291,2.473432796624144,9,1.4855935612305982,4.417586742965059,2.473432796624144,cable,7,9,7.0,9.0,7.0,0.3533475423748777,-0.8342981581685858,2.83007486985453,no_compression,0.5402298850574713,0.7011494252873564,-27.0,False,network_high_physical_upper_high,19.801807797724223,0.9347826086956522,high
NA,IT,MULTI,MULTI,root_dns_traces.json,11,41,7,1,77,4,4,5,0.9056069819711291,2.473432796624144,9,1.4855935612305982,4.417586742965059,2.473432796624144,corridor,7,9,7.0,9.0,9.0,0.2748258662915715,-1.057441709482796,3.638667689812967,no_compression,0.5402298850574713,0.6436781609195402,-17.0,False,network_high_physical_upper_high,19.801807797724223,0.9347826086956522,high
NA,JP,MULTI,MULTI,root_dns_traces.json,13,533,56,1,404,16,16,19,2.019252715938582,7.532693767891473,81,3.57383428095653,35.653035159726386,7.532693767891473,cable,25,65,25.0,65.0,25.0,0.3013077507156589,-1.1141914270881155,3.318865836092248,no_compression,0.896551724137931,0.9540229885057471,-5.0,False,network_high_physical_upper_high,20.74469514415807,0.9402173913043478,high
NA,JP,MULTI,MULTI,root_dns_traces.json,13,533,56,1,404,16,16,19,2.019252715938582,7.532693767891473,81,3.57383428095653,35.653035159726386,7.532693767891473,corridor,25,65,25.0,65.0,65.0,0.11588759642909958,-2.0457496310930585,8.629051173839844,no_compression,0.896551724137931,0.9310344827586207,-3.0,False,network_high_physical_upper_high,20.74469514415807,0.9402173913043478,high
NA,KE,MULTI,MULTI,root_dns_traces.json,5,4,1,1,15,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,cable,5,5,5.0,5.0,5.0,0.2,-1.0986122886681096,5.0,no_compression,0.13793103448275862,0.5229885057471264,-47.0,False,network_low_physical_upper_high,13.562369095903298,0.7663043478260869,high
NA,KE,MULTI,MULTI,root_dns_traces.json,5,4,1,1,15,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,corridor,5,5,5.0,5.0,5.0,0.2,-1.0986122886681096,5.0,no_compression,0.13793103448275862,0.47126436781609193,-35.0,False,network_low_physical_upper_low,13.562369095903298,0.7663043478260869,high
NA,KW,MULTI,MULTI,root_dns_traces.json,5,2,2,1,9,2,3,3,0.9950269901795212,2.7047973432601427,3,0.9950269901795212,2.7047973432601427,2.7047973432601427,cable,5,9,5.0,9.0,5.0,0.5409594686520285,-0.48213091015140463,1.8485673288829125,no_compression,0.5977011494252874,0.5229885057471264,-20.0,False,network_high_physical_upper_high,5.605802066295997,0.391304347826087,medium
NA,KW,MULTI,MULTI,root_dns_traces.json,5,2,2,1,9,2,3,3,0.9950269901795212,2.7047973432601427,3,0.9950269901795212,2.7047973432601427,2.7047973432601427,corridor,5,9,5.0,9.0,9.0,0.30053303814001586,-0.9929565339173956,3.3274211919892425,no_compression,0.5977011494252874,0.6436781609195402,-12.0,False,network_high_physical_upper_high,5.605802066295997,0.391304347826087,medium
NA,KY,MULTI,MULTI,root_dns_traces.json,13,1,1,1,26,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,cable,1,1,1.0,1.0,1.0,1.0,0.0,1.0,no_compression,0.13793103448275862,0.05172413793103448,-43.0,False,network_low_physical_upper_low,,,
NA,KY,MULTI,MULTI,root_dns_traces.json,13,1,1,1,26,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,corridor,1,1,1.0,1.0,1.0,1.0,0.0,1.0,no_compression,0.13793103448275862,0.05747126436781609,-31.0,False,network_low_physical_upper_low,,,
NA,LC,MULTI,MULTI,root_dns_traces.json,13,2,2,1,31,2,1,2,0.44180334801001603,1.5555098162539882,2,0.2972291111958708,1.3461236761257012,1.5555098162539882,cable,4,28,4.0,28.0,4.0,0.38887745406349705,-0.6711861719889107,2.571504183517713,no_compression,0.3218390804597701,0.42528735632183906,-41.0,False,network_low_physical_upper_low,,,
NA,LC,MULTI,MULTI,root_dns_traces.json,13,2,2,1,31,2,1,2,0.44180334801001603,1.5555098162539882,2,0.2972291111958708,1.3461236761257012,1.5555098162539882,corridor,4,28,4.0,28.0,28.0,0.055553922009071006,-2.429044089541285,18.000529284623994,no_compression,0.3218390804597701,0.8505747126436781,-44.0,False,network_low_physical_upper_high,,,
NA,LI,MULTI,MULTI,root_dns_traces.json,13,7,7,1,102,7,12,14,2.2271086296967177,9.273015558981578,15,2.155446347139462,8.63174207264664,9.273015558981578,cable,2,2,2.0,2.0,2.0,4.636507779490789,1.2309083201157878,0.2156795690979788,moderate_compression,0.9310344827586207,0.1896551724137931,12.0,True,network_high_physical_upper_low,7.58132308425664,0.5217391304347826,medium
NA,LI,MULTI,MULTI,root_dns_traces.json,13,7,7,1,102,7,12,14,2.2271086296967177,9.273015558981578,15,2.155446347139462,8.63174207264664,9.273015558981578,corridor,2,2,2.0,2.0,2.0,4.636507779490789,1.2309083201157878,0.2156795690979788,moderate_compression,0.9310344827586207,0.1724137931034483,24.0,True,network_high_physical_upper_low,7.58132308425664,0.5217391304347826,medium
NA,LK,MULTI,MULTI,root_dns_traces.json,9,5,1,1,58,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,cable,1,2,1.0,2.0,1.0,1.0,0.0,1.0,no_compression,0.13793103448275862,0.05172413793103448,-43.0,False,network_low_physical_upper_low,3.465735902799726,0.2391304347826087,low
NA,LK,MULTI,MULTI,root_dns_traces.json,9,5,1,1,58,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,corridor,1,2,1.0,2.0,2.0,0.5,-0.4054651081081645,2.0,no_compression,0.13793103448275862,0.1724137931034483,-32.0,False,network_low_physical_upper_low,3.465735902799726,0.2391304347826087,low
NA,MM,MULTI,MULTI,root_dns_traces.json,8,2,1,1,11,1,2,2,0.6554817739013927,1.9260702242522327,2,0.6554817739013927,1.9260702242522327,1.9260702242522327,cable,1,1,1.0,1.0,1.0,1.9260702242522327,0.3805131218361938,0.519191869231162,weak_compression,0.40229885057471265,0.05172413793103448,-32.0,False,network_low_physical_upper_low,9.650234821625356,0.6413043478260869,medium
NA,MM,MULTI,MULTI,root_dns_traces.json,8,2,1,1,11,1,2,2,0.6554817739013927,1.9260702242522327,2,0.6554817739013927,1.9260702242522327,1.9260702242522327,corridor,1,1,1.0,1.0,1.0,1.9260702242522327,0.3805131218361938,0.519191869231162,weak_compression,0.40229885057471265,0.05747126436781609,-20.0,False,network_low_physical_upper_low,9.650234821625356,0.6413043478260869,medium
NA,MP,MULTI,MULTI,root_dns_traces.json,13,1,1,1,26,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,cable,6,9,6.0,9.0,6.0,0.16666666666666666,-1.252762968495368,6.0,no_compression,0.13793103448275862,0.6206896551724138,-48.0,False,network_low_physical_upper_high,2.890371757896165,0.171195652173913,low
NA,MP,MULTI,MULTI,root_dns_traces.json,13,1,1,1,26,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,corridor,6,9,6.0,9.0,9.0,0.1111111111111111,-1.6094379124341005,9.0,no_compression,0.13793103448275862,0.6436781609195402,-39.0,False,network_low_physical_upper_high,2.890371757896165,0.171195652173913,low
NA,MT,MULTI,MULTI,root_dns_traces.json,13,10,3,1,40,1,1,1,-0.0,1.0,6,1.762719928146176,5.82826832620823,1.0,cable,5,4,5.0,4.0,5.0,0.2,-1.0986122886681096,5.0,no_compression,0.13793103448275862,0.5229885057471264,-47.0,False,network_low_physical_upper_high,,,
NA,MT,MULTI,MULTI,root_dns_traces.json,13,10,3,1,40,1,1,1,-0.0,1.0,6,1.762719928146176,5.82826832620823,1.0,corridor,5,4,5.0,4.0,4.0,0.25,-0.916290731874155,4.0,no_compression,0.13793103448275862,0.3793103448275862,-34.0,False,network_low_physical_upper_low,,,
NA,MV,MULTI,MULTI,root_dns_traces.json,10,8,1,1,83,1,3,3,0.9252108990861433,2.5224001761579378,3,0.9252108990861433,2.5224001761579378,2.5224001761579378,cable,2,1,2.0,1.0,2.0,1.2612000880789689,0.16053033680206652,0.7928955995580187,weak_compression,0.5517241379310345,0.1896551724137931,-21.0,False,network_high_physical_upper_low,3.6888794541139367,0.2826086956521739,low
NA,MV,MULTI,MULTI,root_dns_traces.json,10,8,1,1,83,1,3,3,0.9252108990861433,2.5224001761579378,3,0.9252108990861433,2.5224001761579378,2.5224001761579378,corridor,2,1,2.0,1.0,1.0,2.5224001761579378,0.565995444910231,0.39644779977900935,weak_compression,0.5517241379310345,0.05747126436781609,-8.0,False,network_high_physical_upper_low,3.6888794541139367,0.2826086956521739,low
NA,MX,MULTI,MULTI,root_dns_traces.json,5,2,1,1,6,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,cable,5,3,5.0,3.0,5.0,0.2,-1.0986122886681096,5.0,no_compression,0.13793103448275862,0.5229885057471264,-47.0,False,network_low_physical_upper_high,15.96694818372684,0.8586956521739131,high
NA,MX,MULTI,MULTI,root_dns_traces.json,5,2,1,1,6,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,corridor,5,3,5.0,3.0,3.0,0.3333333333333333,-0.6931471805599453,3.0,no_compression,0.13793103448275862,0.28735632183908044,-33.0,False,network_low_physical_upper_low,15.96694818372684,0.8586956521739131,high
NA,MY,MULTI,MULTI,root_dns_traces.json,11,28,9,1,97,9,9,10,1.6206269311189445,5.0562592493776615,10,1.7105299769414517,5.53189247632958,5.0562592493776615,cable,39,48,39.0,48.0,39.0,0.12964767306096567,-1.8877871302131417,7.713212095443925,no_compression,0.7931034482758621,0.9770114942528736,-16.0,False,network_high_physical_upper_high,14.76306167553276,0.8043478260869565,high
NA,MY,MULTI,MULTI,root_dns_traces.json,11,28,9,1,97,9,9,10,1.6206269311189445,5.0562592493776615,10,1.7105299769414517,5.53189247632958,5.0562592493776615,corridor,39,48,39.0,48.0,48.0,0.10533873436203461,-2.090727974209832,9.493184117469447,no_compression,0.7931034482758621,0.9195402298850575,-11.0,False,network_high_physical_upper_high,14.76306167553276,0.8043478260869565,high
NA,MZ,MULTI,MULTI,root_dns_traces.json,3,6,3,1,8,3,3,3,0.9743147528693494,2.649351128562104,3,0.9743147528693494,2.649351128562104,2.649351128562104,cable,4,4,4.0,4.0,4.0,0.662337782140526,-0.3148885336398761,1.509803648477105,no_compression,0.5747126436781609,0.42528735632183906,-21.0,False,network_high_physical_upper_low,6.990363323427645,0.4891304347826087,medium
NA,MZ,MULTI,MULTI,root_dns_traces.json,3,6,3,1,8,3,3,3,0.9743147528693494,2.649351128562104,3,0.9743147528693494,2.649351128562104,2.649351128562104,corridor,4,4,4.0,4.0,4.0,0.662337782140526,-0.3148885336398761,1.509803648477105,no_compression,0.5747126436781609,0.3793103448275862,-9.0,False,network_high_physical_upper_low,6.990363323427645,0.4891304347826087,medium
NA,NC,MULTI,MULTI,root_dns_traces.json,7,5,1,1,37,1,2,2,0.6751425885789244,1.9643130446076713,2,0.6751425885789244,1.9643130446076713,1.9643130446076713,cable,1,1,1.0,1.0,1.0,1.9643130446076713,0.3934981368865941,0.5090838258927961,weak_compression,0.42528735632183906,0.05172413793103448,-30.0,False,network_low_physical_upper_low,3.58351893845611,0.2635869565217391,low
NA,NC,MULTI,MULTI,root_dns_traces.json,7,5,1,1,37,1,2,2,0.6751425885789244,1.9643130446076713,2,0.6751425885789244,1.9643130446076713,1.9643130446076713,corridor,1,1,1.0,1.0,1.0,1.9643130446076713,0.3934981368865941,0.5090838258927961,weak_compression,0.42528735632183906,0.05747126436781609,-18.0,False,network_low_physical_upper_low,3.58351893845611,0.2635869565217391,low
NA,NG,MULTI,MULTI,root_dns_traces.json,10,33,3,1,96,3,4,4,0.9987307119955224,2.714833734716339,4,0.9987307119955224,2.714833734716339,2.714833734716339,cable,7,7,7.0,7.0,7.0,0.3878333906737627,-0.7671076196351156,2.5784267782171932,no_compression,0.6091954022988506,0.7011494252873564,-21.0,False,network_high_physical_upper_high,13.128044487040116,0.75,high
NA,NG,MULTI,MULTI,root_dns_traces.json,10,33,3,1,96,3,4,4,0.9987307119955224,2.714833734716339,4,0.9987307119955224,2.714833734716339,2.714833734716339,corridor,7,7,7.0,7.0,7.0,0.3878333906737627,-0.7671076196351156,2.5784267782171932,no_compression,0.6091954022988506,0.5747126436781609,-9.0,False,network_high_physical_upper_high,13.128044487040116,0.75,high
NA,NL,MULTI,MULTI,root_dns_traces.json,7,213,7,1,309,5,5,5,0.7599378967254939,2.1381434306651115,7,0.8626563642308485,2.3694464541827807,2.1381434306651115,cable,2,3,2.0,3.0,2.0,1.0690717153325557,0.045019072267100224,0.9353909430565474,weak_compression,0.5057471264367817,0.1896551724137931,-25.0,False,network_high_physical_upper_low,22.945488311949887,0.9728260869565216,high
NA,NL,MULTI,MULTI,root_dns_traces.json,7,213,7,1,309,5,5,5,0.7599378967254939,2.1381434306651115,7,0.8626563642308485,2.3694464541827807,2.1381434306651115,corridor,2,3,2.0,3.0,3.0,0.7127144768883705,-0.24266300018468057,1.403086414584821,no_compression,0.5057471264367817,0.28735632183908044,-14.0,False,network_high_physical_upper_low,22.945488311949887,0.9728260869565216,high
NA,NO,MULTI,MULTI,root_dns_traces.json,13,43,15,1,9,1,1,1,-0.0,1.0,24,2.317184379525974,10.147063766272309,1.0,cable,5,92,5.0,92.0,5.0,0.2,-1.0986122886681096,5.0,no_compression,0.13793103448275862,0.5229885057471264,-47.0,False,network_low_physical_upper_high,16.265641644960677,0.8641304347826086,high
NA,NO,MULTI,MULTI,root_dns_traces.json,13,43,15,1,9,1,1,1,-0.0,1.0,24,2.317184379525974,10.147063766272309,1.0,corridor,5,92,5.0,92.0,92.0,0.010869565217391304,-3.839452312593311,92.0,no_compression,0.13793103448275862,0.9655172413793104,-59.0,False,network_low_physical_upper_high,16.265641644960677,0.8641304347826086,high
NA,NZ,MULTI,MULTI,root_dns_traces.json,13,96,21,1,291,11,9,14,1.62172990731248,5.061839259701642,36,2.714975820651761,15.104244856683811,5.061839259701642,cable,7,40,7.0,40.0,7.0,0.7231198942430918,-0.2774282794463183,1.3828965403402789,no_compression,0.8160919540229885,0.7011494252873564,-3.0,False,network_high_physical_upper_high,18.15077737517557,0.8967391304347826,high
NA,NZ,MULTI,MULTI,root_dns_traces.json,13,96,21,1,291,11,9,14,1.62172990731248,5.061839259701642,36,2.714975820651761,15.104244856683811,5.061839259701642,corridor,7,40,7.0,40.0,40.0,0.12654598149254107,-1.9115588044707905,7.902265944801594,no_compression,0.8160919540229885,0.8850574712643678,-6.0,False,network_high_physical_upper_high,18.15077737517557,0.8967391304347826,high
NA,OM,MULTI,MULTI,root_dns_traces.json,8,3,2,1,16,2,4,4,1.2130075659799042,3.363585661014858,4,1.2130075659799042,3.363585661014858,3.363585661014858,cable,8,9,8.0,9.0,8.0,0.42044820762685725,-0.7239304586449662,2.378414230005442,no_compression,0.6896551724137931,0.7413793103448276,-15.0,False,network_high_physical_upper_high,8.00356017151394,0.5434782608695652,medium
NA,OM,MULTI,MULTI,root_dns_traces.json,8,3,2,1,16,2,4,4,1.2130075659799042,3.363585661014858,4,1.2130075659799042,3.363585661014858,3.363585661014858,corridor,8,9,8.0,9.0,9.0,0.373731740112762,-0.8292909743027925,2.6757160087561225,no_compression,0.6896551724137931,0.6436781609195402,-4.0,False,network_high_physical_upper_high,8.00356017151394,0.5434782608695652,medium
NA,PA,MULTI,MULTI,root_dns_traces.json,12,11,4,1,49,4,4,5,1.5382847840132805,4.656596348795222,6,1.7326375944021533,5.655551303608097,4.656596348795222,cable,6,9,6.0,9.0,6.0,0.7760993914658704,-0.2130877895277019,1.288494761104288,no_compression,0.7586206896551724,0.6206896551724138,-7.0,False,network_high_physical_upper_high,9.03783552451739,0.592391304347826,medium
NA,PA,MULTI,MULTI,root_dns_traces.json,12,11,4,1,49,4,4,5,1.5382847840132805,4.656596348795222,6,1.7326375944021533,5.655551303608097,4.656596348795222,corridor,6,9,6.0,9.0,9.0,0.5173995943105802,-0.5697627334664346,1.932742141656432,no_compression,0.7586206896551724,0.6436781609195402,2.0,False,network_high_physical_upper_high,9.03783552451739,0.592391304347826,medium
NA,PE,MULTI,MULTI,root_dns_traces.json,11,78,6,1,492,6,6,9,1.6215699828922432,5.061029812719598,9,1.6215699828922432,5.061029812719598,5.061029812719598,cable,3,5,3.0,5.0,3.0,1.6870099375731993,0.41558536061617324,0.5927647358370169,weak_compression,0.8045977011494253,0.3275862068965517,0.0,False,network_high_physical_upper_low,14.339307831825838,0.782608695652174,high
NA,PE,MULTI,MULTI,root_dns_traces.json,11,78,6,1,492,6,6,9,1.6215699828922432,5.061029812719598,9,1.6215699828922432,5.061029812719598,5.061029812719598,corridor,3,5,3.0,5.0,5.0,1.0122059625439195,0.010120252508008853,0.9879412263950283,weak_compression,0.8045977011494253,0.47126436781609193,10.0,False,network_high_physical_upper_low,14.339307831825838,0.782608695652174,high
NA,PG,MULTI,MULTI,root_dns_traces.json,13,1,1,1,26,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,cable,2,1,2.0,1.0,2.0,0.5,-0.4054651081081645,2.0,no_compression,0.13793103448275862,0.1896551724137931,-44.0,False,network_low_physical_upper_low,5.948623303169729,0.4293478260869565,medium
NA,PG,MULTI,MULTI,root_dns_traces.json,13,1,1,1,26,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,corridor,2,1,2.0,1.0,1.0,1.0,0.0,1.0,no_compression,0.13793103448275862,0.05747126436781609,-31.0,False,network_low_physical_upper_low,5.948623303169729,0.4293478260869565,medium
NA,PH,MULTI,MULTI,root_dns_traces.json,13,140,30,1,1072,17,13,20,1.2774177237715532,3.587364189456084,52,2.0885446833790438,8.073157610444358,3.587364189456084,cable,12,119,12.0,119.0,12.0,0.29894701578800703,-1.0416437489973072,3.3450743683259656,no_compression,0.7241379310344828,0.8275862068965517,-14.0,False,network_high_physical_upper_high,15.751947002141888,0.8532608695652174,high
NA,PH,MULTI,MULTI,root_dns_traces.json,13,140,30,1,1072,17,13,20,1.2774177237715532,3.587364189456084,52,2.0885446833790438,8.073157610444358,3.587364189456084,corridor,12,119,12.0,119.0,119.0,0.03014591755845449,-3.264186134317816,33.17198748589916,no_compression,0.7241379310344828,0.9885057471264368,-23.0,False,network_high_physical_upper_high,15.751947002141888,0.8532608695652174,high
NA,PK,MULTI,MULTI,root_dns_traces.json,5,3,1,1,25,1,3,3,0.7841675867636065,2.1905827115377887,3,0.7841675867636065,2.1905827115377887,2.1905827115377887,cable,4,2,4.0,2.0,4.0,0.5476456778844472,-0.449234344125486,1.8259981597280117,no_compression,0.5172413793103449,0.42528735632183906,-26.0,False,network_high_physical_upper_low,9.517640689602612,0.625,medium
NA,PK,MULTI,MULTI,root_dns_traces.json,5,3,1,1,25,1,3,3,0.7841675867636065,2.1905827115377887,3,0.7841675867636065,2.1905827115377887,2.1905827115377887,corridor,4,2,4.0,2.0,2.0,1.0952913557688944,0.06159127964050448,0.9129990798640059,weak_compression,0.5172413793103449,0.1724137931034483,-12.0,False,network_high_physical_upper_low,9.517640689602612,0.625,medium
NA,PR,MULTI,MULTI,root_dns_traces.json,13,2,2,1,48,2,2,2,0.6896709283570267,1.9930595659329764,2,0.6896709283570267,1.9930595659329764,1.9930595659329764,cable,5,4,5.0,4.0,5.0,0.3986119131865953,-0.6954633388071252,2.5087057534376482,no_compression,0.45977011494252873,0.5229885057471264,-31.0,False,network_low_physical_upper_high,9.63621950320233,0.6358695652173914,medium
NA,PR,MULTI,MULTI,root_dns_traces.json,13,2,2,1,48,2,2,2,0.6896709283570267,1.9930595659329764,2,0.6896709283570267,1.9930595659329764,1.9930595659329764,corridor,5,4,5.0,4.0,4.0,0.4982648914832441,-0.5131417820131705,2.0069646027501187,no_compression,0.45977011494252873,0.3793103448275862,-18.0,False,network_low_physical_upper_low,9.63621950320233,0.6358695652173914,medium
NA,PT,MULTI,MULTI,root_dns_traces.json,13,38,10,1,42,6,4,6,0.8253786341406708,2.2827449268822066,14,1.9261185704330572,6.862820922690905,2.2827449268822066,cable,7,7,7.0,7.0,7.0,0.32610641812602953,-0.8907616013106319,3.0664836520130447,no_compression,0.5287356321839081,0.7011494252873564,-28.0,False,network_high_physical_upper_high,12.268661448013187,0.7228260869565217,high
NA,PT,MULTI,MULTI,root_dns_traces.json,13,38,10,1,42,6,4,6,0.8253786341406708,2.2827449268822066,14,1.9261185704330572,6.862820922690905,2.2827449268822066,corridor,7,7,7.0,7.0,7.0,0.32610641812602953,-0.8907616013106319,3.0664836520130447,no_compression,0.5287356321839081,0.5747126436781609,-16.0,False,network_high_physical_upper_high,12.268661448013187,0.7228260869565217,high
NA,PW,msm_5015,5015,root_dns_traces.json,1,1,1,1,2,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,cable,2,2,2.0,2.0,2.0,0.5,-0.4054651081081645,2.0,no_compression,0.13793103448275862,0.1896551724137931,-44.0,False,network_low_physical_upper_low,,,
