unit_id,num_feasible_candidates,num_feasible_corridors,candidate_entropy_uniform,corridor_entropy_uniform,effective_candidate_count_uniform,effective_corridor_count_uniform,physical_candidate_diversity_upper_bound
src_country=AE|msm_id=5001|file_name=root_dns_traces.json,4,3,1.3862943611198906,1.0986122886681098,4.0,3.0,3.0
src_country=AE|msm_id=5004|file_name=root_dns_traces.json,5,4,1.6094379124341003,1.3862943611198906,5.0,4.0,4.0
src_country=AE|msm_id=5005|file_name=root_dns_traces.json,1,1,0.0,0.0,1.0,1.0,1.0
src_country=AE|msm_id=5006|file_name=root_dns_traces.json,4,3,1.3862943611198906,1.0986122886681098,4.0,3.0,3.0
src_country=AE|msm_id=5008|file_name=root_dns_traces.json,4,3,1.3862943611198906,1.0986122886681098,4.0,3.0,3.0
src_country=AE|msm_id=5009|file_name=root_dns_traces.json,9,5,2.1972245773362196,1.6094379124341003,9.0,5.0,5.0
src_country=AE|msm_id=5010|file_name=root_dns_traces.json,5,4,1.6094379124341003,1.3862943611198906,5.0,4.0,4.0
src_country=AE|msm_id=5011|file_name=root_dns_traces.json,10,9,2.302585092994046,2.1972245773362196,10.0,9.0,9.0
src_country=AE|msm_id=5012|file_name=root_dns_traces.json,9,3,2.1972245773362196,1.0986122886681098,9.0,3.0,3.0
src_country=AE|msm_id=5013|file_name=root_dns_traces.json,4,3,1.3862943611198906,1.0986122886681098,4.0,3.0,3.0
src_country=AE|msm_id=5014|file_name=root_dns_traces.json,2,2,0.6931471805599453,0.6931471805599453,2.0,2.0,2.0
src_country=AE|msm_id=5015|file_name=root_dns_traces.json,1,1,0.0,0.0,1.0,1.0,1.0
src_country=AE|msm_id=5016|file_name=root_dns_traces.json,5,4,1.6094379124341003,1.3862943611198906,5.0,4.0,4.0
src_country=AL|msm_id=5005|file_name=root_dns_traces.json,1,1,0.0,0.0,1.0,1.0,1.0
src_country=AL|msm_id=5006|file_name=root_dns_traces.json,1,1,0.0,0.0,1.0,1.0,1.0
src_country=AL|msm_id=5009|file_name=root_dns_traces.json,1,1,0.0,0.0,1.0,1.0,1.0
src_country=AL|msm_id=5010|file_name=root_dns_traces.json,1,1,0.0,0.0,1.0,1.0,1.0
src_country=AO|msm_id=5001|file_name=root_dns_traces.json,1,1,0.0,0.0,1.0,1.0,1.0
src_country=AO|msm_id=5006|file_name=root_dns_traces.json,3,3,1.0986122886681098,1.0986122886681098,3.0,3.0,3.0
src_country=AO|msm_id=5008|file_name=root_dns_traces.json,1,1,0.0,0.0,1.0,1.0,1.0
src_country=AO|msm_id=5016|file_name=root_dns_traces.json,3,4,1.0986122886681098,1.3862943611198906,3.0,4.0,4.0
