Country,Root,Aggregation_Mode,Confidence_Filter,Owner_Multi_Entity_Mode,Total_Traces,Submarine_Traces,Dependency_Rate,Top_Cable,Top_Cable_Expected_Vol,Top_Cable_Share,Top2_Cable,Top2_Cable_Expected_Vol,Top2_Cable_Share,Dominance_Margin,Unique_CrossBorder_AS_Pairs,Top_CrossBorder_AS_Pair,Top_CrossBorder_AS_Pair_Count,Top_CrossBorder_AS_Pair_Share,Top2_CrossBorder_AS_Pair,Top2_CrossBorder_AS_Pair_Count,Top2_CrossBorder_AS_Pair_Share,CrossBorder_AS_Pair_Dominance_Margin,Cable_vs_ASPair_Concentration_Gap,Top_Owner,Top_Owner_Expected_Vol,Top_Owner_Share,Top2_Owner,Top2_Owner_Expected_Vol,Top2_Owner_Share,Owner_Dominance_Margin,Cable_Owner_Concentration_Gap,High_Bucket_Traces,Medium_Bucket_Traces,Ambiguous_Bucket_Traces
JO,M-Root,weighted,all,full,4,1,0.25,PEACE Cable,0.7589,0.1897,SeaMeWe-4,0.7589,0.1897,0.0,3,AS20965->AS2200,2,0.5,AS2200->AS7500,2,0.5,0.0,-0.3103,Bangladesh Submarine Cable Company Limited (BSCCL),0.7361,0.184,Orange,0.7361,0.184,0.0,-0.0057,0,0,1
CV,G-Root,weighted,all,full,8,2,0.25,West Africa Cable System (WACS),1.4201,0.1775,None,0.0,0.0,0.1775,5,AS37517->AS1299,5,0.625,AS37575->AS6939,2,0.25,0.375,-0.4475,Altice Portugal,2.0,0.25,Angola Cables,2.0,0.25,0.0,0.0725,2,0,0
LK,I-Root,weighted,all,full,20,5,0.25,SeaMeWe-4,3.4576,0.1729,None,0.0,0.0,0.1729,3,AS55824->AS20965,6,0.3,AS20965->AS2200,6,0.3,0.0,-0.1271,Algerie Telecom,5.0,0.25,Bangladesh Submarine Cable Company Limited (BSCCL),5.0,0.25,0.0,0.0771,3,2,0
LK,J-Root,weighted,all,full,20,5,0.25,SeaMeWe-4,3.4548,0.1727,None,0.0,0.0,0.1727,3,AS55824->AS11537,6,0.3,AS38229->AS55824,6,0.3,0.0,-0.1273,Algerie Telecom,5.0,0.25,Bangladesh Submarine Cable Company Limited (BSCCL),5.0,0.25,0.0,0.0773,3,2,0
AX,F-Root,weighted,all,full,4,1,0.25,Baltic Sea Submarine Cable,0.6856,0.1714,Eastern Light Sweden-Finland I,0.6856,0.1714,0.0,1,AS200134->AS12552,2,0.5,None,0,0.0,0.5,-0.3286,Eastern Light,0.6618,0.1654,CITIC Telecom International,0.3382,0.0846,0.0809,-0.0059,0,0,1
FJ,A-Root,weighted,all,full,4,1,0.25,Hawaiki Nui 1,0.6454,0.1613,None,0.0,0.0,0.1613,0,None,0,0.0,None,0,0.0,0.0,0.1613,BW Digital,1.0,0.25,None,0.0,0.0,0.25,0.0887,0,0,1
FJ,B-Root,weighted,all,full,4,1,0.25,Hawaiki Nui 1,0.6428,0.1607,None,0.0,0.0,0.1607,0,None,0,0.0,None,0,0.0,0.0,0.1607,BW Digital,1.0,0.25,None,0.0,0.0,0.25,0.0893,0,0,1
GH,K-Root,weighted,all,full,8,2,0.25,West Africa Cable System (WACS),1.275,0.1594,MainOne,1.02,0.1275,0.0319,3,AS37721->AS25152,4,0.5,AS37474->AS25152,2,0.25,0.25,-0.3406,Bayobab,1.5282,0.191,Vodafone,1.059,0.1324,0.0587,0.0317,0,2,0
GH,G-Root,weighted,all,full,8,2,0.25,West Africa Cable System (WACS),1.2756,0.1594,MainOne,1.0204,0.1276,0.0319,4,AS29614->AS8657,2,0.25,AS37468->AS3356,2,0.25,0.0,-0.0906,Bayobab,1.5282,0.191,Vodafone,1.059,0.1324,0.0587,0.0316,0,2,0
GH,L-Root,weighted,all,full,8,2,0.25,West Africa Cable System (WACS),1.2698,0.1587,MainOne,1.0158,0.127,0.0317,3,AS37721->AS20144,4,0.5,AS37468->AS20144,2,0.25,0.25,-0.3413,Bayobab,1.5282,0.191,Vodafone,1.059,0.1324,0.0587,0.0323,0,2,0
GH,F-Root,weighted,all,full,8,2,0.25,West Africa Cable System (WACS),1.2696,0.1587,MainOne,1.0157,0.127,0.0317,0,None,0,0.0,None,0,0.0,0.0,0.1587,Bayobab,1.5282,0.191,Vodafone,1.059,0.1324,0.0587,0.0323,0,2,0
NG,A-Root,weighted,all,full,24,6,0.25,MainOne,3.6033,0.1501,West Africa Cable System (WACS),2.6165,0.109,0.0411,3,AS29465->AS16637,6,0.25,AS7018->AS29465,2,0.0833,0.1667,-0.0999,Bayobab,3.1769,0.1324,Vodafone,2.4298,0.1012,0.0311,-0.0178,0,4,2
CV,E-Root,weighted,all,full,8,2,0.25,West Africa Cable System (WACS),1.1366,0.1421,None,0.0,0.0,0.1421,2,AS37517->AS1930,6,0.75,AS37575->AS21556,2,0.25,0.5,-0.6079,Altice Portugal,2.0,0.25,Angola Cables,2.0,0.25,0.0,0.1079,0,2,0
MZ,G-Root,weighted,all,full,4,1,0.25,2Africa,0.5671,0.1418,None,0.0,0.0,0.1418,1,AS3491->AS3356,2,0.5,None,0,0.0,0.5,-0.3582,Bayobab,1.0,0.25,China Mobile,1.0,0.25,0.0,0.1082,0,1,0
CV,D-Root,weighted,all,full,8,2,0.25,West Africa Cable System (WACS),1.1161,0.1395,None,0.0,0.0,0.1395,2,AS37517->AS10886,6,0.75,AS37575->AS10886,2,0.25,0.5,-0.6105,Altice Portugal,2.0,0.25,Angola Cables,2.0,0.25,0.0,0.1105,0,2,0
BF,B-Root,weighted,all,full,8,2,0.25,MainOne,1.1032,0.1379,West Africa Cable System (WACS),1.1032,0.1379,0.0,1,AS8075->AS37721,2,0.25,None,0,0.0,0.25,-0.1121,Bayobab,1.2097,0.1512,Vodafone,1.1928,0.1491,0.0021,0.0133,0,0,2
CM,M-Root,weighted,all,full,4,1,0.25,South America-1 (SAm-1),0.5325,0.1331,None,0.0,0.0,0.1331,3,AS22548->AS7500,2,0.5,AS15964->AS12956,2,0.5,0.0,-0.3669,Telxius,1.0,0.25,None,0.0,0.0,0.25,0.1169,0,1,0
BF,C-Root,weighted,all,full,8,2,0.25,MainOne,1.064,0.133,West Africa Cable System (WACS),1.064,0.133,0.0,2,AS174->AS2149,8,1.0,AS8075->AS37721,2,0.25,0.75,-0.867,Bayobab,1.3542,0.1693,Vodafone,1.0964,0.137,0.0322,0.0363,0,0,2
BT,G-Root,weighted,all,full,8,2,0.25,Asia United Gateway East (AUG East),1.047,0.1309,APCN-2,1.0431,0.1304,0.0005,2,AS23955->AS6453,2,0.25,AS6453->AS3356,2,0.25,0.0,-0.1191,Chunghwa Telecom,1.0914,0.1364,Singtel,0.9111,0.1139,0.0225,0.0055,0,0,2
SN,B-Root,weighted,all,full,4,1,0.25,Africa Coast to Europe (ACE),0.5235,0.1309,SAT-3/WASC,0.5187,0.1297,0.0012,6,AS6453->AS1299,2,0.5,AS8346->AS6453,2,0.5,0.0,-0.3691,Orange,1.0,0.25,Orange Cote d’Ivoire,1.0,0.25,0.0,0.1191,0,0,1
SN,H-Root,weighted,all,full,4,1,0.25,Africa Coast to Europe (ACE),0.511,0.1278,SAT-3/WASC,0.5063,0.1266,0.0012,4,AS36236->AS1508,4,1.0,AS6453->AS3257,2,0.5,0.5,-0.8722,Orange,1.0,0.25,Orange Cote d’Ivoire,1.0,0.25,0.0,0.1222,0,0,1
SN,L-Root,weighted,all,full,4,1,0.25,Africa Coast to Europe (ACE),0.5076,0.1269,SAT-3/WASC,0.5029,0.1257,0.0012,6,AS6453->AS4755,2,0.5,AS4755->AS20144,2,0.5,0.0,-0.3731,Orange,1.0,0.25,Orange Cote d’Ivoire,1.0,0.25,0.0,0.1231,0,0,1
SN,D-Root,weighted,all,full,4,1,0.25,Africa Coast to Europe (ACE),0.5058,0.1265,SAT-3/WASC,0.5011,0.1253,0.0012,5,AS1299->AS10886,2,0.5,AS6453->AS1299,2,0.5,0.0,-0.3735,Orange,1.0,0.25,Orange Cote d’Ivoire,1.0,0.25,0.0,0.1235,0,0,1
CM,B-Root,weighted,all,full,4,1,0.25,South America-1 (SAm-1),0.5049,0.1262,None,0.0,0.0,0.1262,3,AS37282->AS174,2,0.5,AS328840->AS37282,2,0.5,0.0,-0.3738,Telxius,1.0,0.25,None,0.0,0.0,0.25,0.1238,0,1,0
SN,G-Root,weighted,all,full,4,1,0.25,Africa Coast to Europe (ACE),0.5043,0.1261,None,0.0,0.0,0.1261,3,AS6453->AS3356,2,0.5,AS8346->AS6453,2,0.5,0.0,-0.3739,Bayobab,1.0,0.25,Cable Consortium of Liberia,1.0,0.25,0.0,0.1239,0,1,0
SG,H-Root,weighted,all,full,277,68,0.2455,APCN-2,47.3482,0.1709,Asia Link Cable (ALC),42.6696,0.154,0.0169,38,AS2914->AS1508,82,0.296,AS3491->AS1508,58,0.2094,0.0866,-0.1251,Singtel,38.8353,0.1402,China Telecom,37.6279,0.1358,0.0044,-0.0307,1,14,53
FI,H-Root,weighted,all,full,296,72,0.2432,Baltic Sea Submarine Cable,29.2679,0.0989,Eastern Light Sweden-Finland II,28.3072,0.0956,0.0032,15,AS36236->AS1508,263,0.8885,AS24940->AS36236,69,0.2331,0.6554,-0.7896,Eastern Light,27.3843,0.0925,CITIC Telecom International,14.5422,0.0491,0.0434,-0.0064,3,0,69
HK,B-Root,weighted,all,full,117,28,0.2393,Asia Pacific Gateway (APG),22.9617,0.1963,Asia Submarine-cable Express (ASE)/Cahaya Malaysia,22.9617,0.1963,0.0,17,AS132116->AS7660,6,0.0513,AS7660->AS24490,6,0.0513,0.0,0.145,China Unicom,12.9862,0.111,China Telecom,12.9805,0.1109,0.0,-0.0853,0,0,28
PE,L-Root,weighted,all,full,46,11,0.2391,South America-1 (SAm-1),7.6725,0.1668,South Pacific Cable System (SPCS)/Mistral,7.6725,0.1668,0.0,12,AS7004->AS20144,14,0.3043,AS1797->AS20144,7,0.1522,0.1522,-0.1376,Telxius,6.4286,0.1398,Cirion Technologies,4.5714,0.0994,0.0404,-0.027,0,2,9
BD,G-Root,weighted,all,full,21,5,0.2381,Asia United Gateway East (AUG East),2.6142,0.1245,APCN-2,2.6045,0.124,0.0005,9,AS9498->AS3356,5,0.2381,AS141988->AS9498,4,0.1905,0.0476,-0.1136,Chunghwa Telecom,2.6841,0.1278,Singtel,2.3231,0.1106,0.0172,0.0033,0,0,5
VN,I-Root,weighted,all,full,60,14,0.2333,Asia-America Gateway (AAG) Cable System,6.3737,0.1062,Asia Africa Europe-1 (AAE-1),6.3177,0.1053,0.0009,7,AS7552->AS4651,9,0.15,AS45899->AS6939,7,0.1167,0.0333,-0.0438,Viettel Corporation,12.3603,0.206,National Telecom,11.8605,0.1977,0.0083,0.0998,0,1,13
PH,L-Root,weighted,all,full,318,73,0.2296,APCN-2,49.104,0.1544,Asia Direct Cable (ADC),44.8649,0.1411,0.0133,29,AS9299->AS20144,71,0.2233,AS17639->AS20144,16,0.0503,0.173,-0.0689,China Telecom,54.9917,0.1729,Singtel,54.9913,0.1729,0.0,0.0185,2,8,63
SG,A-Root,weighted,all,full,275,63,0.2291,APCN-2,37.2649,0.1355,Southeast Asia-Japan Cable 2 (SJC2),33.6365,0.1223,0.0132,15,AS4637->AS3356,12,0.0436,AS7473->AS3356,9,0.0327,0.0109,0.0919,Chunghwa Telecom,33.3346,0.1212,Singtel,33.315,0.1211,0.0001,-0.0143,0,0,63
SV,A-Root,weighted,all,full,22,5,0.2273,South America-1 (SAm-1),2.8467,0.1294,None,0.0,0.0,0.1294,3,AS12127->AS12956,6,0.2727,AS264720->AS273189,2,0.0909,0.1818,-0.1433,Telxius,5.0,0.2273,None,0.0,0.0,0.2273,0.0979,0,5,0
TZ,C-Root,weighted,all,full,9,2,0.2222,SAT-3/WASC,1.6744,0.186,West Africa Cable System (WACS),1.4701,0.1633,0.0227,4,AS174->AS2149,9,1.0,AS37126->AS30844,3,0.3333,0.6667,-0.814,Vodafone,1.2492,0.1388,Orange,1.2242,0.136,0.0028,-0.0472,0,2,0
NC,E-Root,weighted,all,full,9,2,0.2222,Gondwana-1,1.6559,0.184,None,0.0,0.0,0.184,1,AS18200->AS13335,8,0.8889,None,0,0.0,0.8889,-0.7049,OPT,2.0,0.2222,None,0.0,0.0,0.2222,0.0382,2,0,0
GT,A-Root,weighted,all,full,18,4,0.2222,South America-1 (SAm-1),2.5226,0.1401,None,0.0,0.0,0.1401,0,None,0,0.0,None,0,0.0,0.0,0.1401,Telxius,4.0,0.2222,None,0.0,0.0,0.2222,0.0821,0,4,0
GT,H-Root,weighted,all,full,18,4,0.2222,South America-1 (SAm-1),2.4936,0.1385,None,0.0,0.0,0.1385,2,AS52468->AS1508,4,0.2222,AS23243->AS1299,2,0.1111,0.1111,-0.0837,Telxius,4.0,0.2222,None,0.0,0.0,0.2222,0.0837,0,4,0
GT,F-Root,weighted,all,full,18,4,0.2222,South America-1 (SAm-1),2.4721,0.1373,None,0.0,0.0,0.1373,2,AS23243->AS13335,2,0.1111,AS267828->AS174,2,0.1111,0.0,0.0262,Telxius,4.0,0.2222,None,0.0,0.0,0.2222,0.0849,0,4,0
VN,D-Root,weighted,all,full,59,13,0.2203,Asia Pacific Gateway (APG),7.5782,0.1284,Asia Link Cable (ALC),6.7703,0.1148,0.0137,10,AS3356->AS10886,32,0.5424,AS45899->AS10886,14,0.2373,0.3051,-0.4139,China Unicom,7.5514,0.128,China Telecom,7.5493,0.128,0.0,-0.0005,0,3,10
PH,C-Root,weighted,all,full,321,70,0.2181,Asia Direct Cable (ADC),44.3698,0.1382,APCN-2,39.3605,0.1226,0.0156,20,AS174->AS2149,131,0.4081,AS17639->AS174,21,0.0654,0.3427,-0.2699,China Telecom,50.0796,0.156,Singtel,50.0778,0.156,0.0,0.0178,2,6,62
PE,D-Root,weighted,all,full,46,10,0.2174,South America-1 (SAm-1),6.9222,0.1505,None,0.0,0.0,0.1505,6,AS7195->AS10886,6,0.1304,AS21575->AS10886,4,0.087,0.0435,0.02,Telxius,10.0,0.2174,None,0.0,0.0,0.2174,0.0669,2,8,0
PE,G-Root,weighted,all,full,46,10,0.2174,South America-1 (SAm-1),6.8665,0.1493,None,0.0,0.0,0.1493,3,AS7195->AS3356,4,0.087,AS3549->AS3356,4,0.087,0.0,0.0623,Telxius,10.0,0.2174,None,0.0,0.0,0.2174,0.0681,0,10,0
TW,C-Root,weighted,all,full,144,31,0.2153,EAC-C2C,13.0232,0.0904,Tata TGN-Intra Asia (TGN-IA),12.4719,0.0866,0.0038,22,AS174->AS2149,53,0.3681,AS3462->AS9680,19,0.1319,0.2361,-0.2776,Telekom Malaysia,12.8689,0.0894,Globe Telecom,11.1446,0.0774,0.012,-0.0011,0,7,24
MX,M-Root,weighted,all,full,93,20,0.2151,Unity,11.674,0.1255,Tata TGN-Pacific,6.2927,0.0677,0.0579,13,AS6939->AS7500,53,0.5699,AS8151->AS1299,19,0.2043,0.3656,-0.4444,KDDI,14.0372,0.1509,Bharti Airtel,11.0372,0.1187,0.0323,0.0254,0,18,2
PH,M-Root,weighted,all,full,322,69,0.2143,Asia Direct Cable (ADC),42.0988,0.1307,APCN-2,40.2163,0.1249,0.0058,26,AS6939->AS7500,66,0.205,AS9299->AS7500,22,0.0683,0.1366,-0.0742,Singtel,61.6207,0.1914,China Telecom,61.5296,0.1911,0.0003,0.0606,1,7,61
PH,B-Root,weighted,all,full,318,68,0.2138,Asia Direct Cable (ADC),41.508,0.1305,APCN-2,39.0589,0.1228,0.0077,18,AS9299->AS6939,20,0.0629,AS17639->AS1299,12,0.0377,0.0252,0.0676,China Telecom,52.3625,0.1647,Singtel,52.3615,0.1647,0.0,0.0341,2,8,58
GT,B-Root,weighted,all,full,19,4,0.2105,South America-1 (SAm-1),2.4987,0.1315,None,0.0,0.0,0.1315,3,AS23520->AS1299,4,0.2105,AS23243->AS1299,2,0.1053,0.1053,-0.079,Telxius,4.0,0.2105,None,0.0,0.0,0.2105,0.079,0,4,0
GT,C-Root,weighted,all,full,19,4,0.2105,South America-1 (SAm-1),2.4917,0.1311,None,0.0,0.0,0.1311,3,AS23520->AS174,4,0.2105,AS267828->AS174,2,0.1053,0.1053,-0.0794,Telxius,4.0,0.2105,None,0.0,0.0,0.2105,0.0794,0,4,0
ID,H-Root,weighted,all,full,201,42,0.209,Jakarta-Bangka-Bintan-Batam-Singapore (B3JS),18.321,0.0911,Asia Connect Cable-1 (ACC-1),17.7867,0.0885,0.0027,57,AS6939->AS1508,33,0.1642,AS3491->AS1508,27,0.1343,0.0299,-0.073,Singtel,9.0733,0.0451,Telkom Indonesia,7.3368,0.0365,0.0086,-0.046,0,7,35
CY,B-Root,weighted,all,full,24,5,0.2083,TE North/TGN-Eurasia/SEACOM/Alexandros/Medex,3.4899,0.1454,None,0.0,0.0,0.1454,2,AS6866->AS1299,12,0.5,AS5504->AS1299,4,0.1667,0.3333,-0.3546,Algerie Telecom,5.0,0.2083,Cyta,5.0,0.2083,0.0,0.0629,2,3,0
NP,A-Root,weighted,all,full,24,5,0.2083,Asia United Gateway East (AUG East),2.6431,0.1101,APCN-2,2.6333,0.1097,0.0004,7,AS17501->AS9498,13,0.5417,AS9498->AS3356,9,0.375,0.1667,-0.4315,Chunghwa Telecom,2.7284,0.1137,Singtel,2.2779,0.0949,0.0188,0.0036,0,0,5
DK,I-Root,weighted,all,full,236,49,0.2076,Aurora,25.3116,0.1073,GlobalConnect Denmark-Sweden,8.738,0.037,0.0702,13,AS3292->AS39870,86,0.3644,AS31027->AS39870,34,0.1441,0.2203,-0.2572,GlobalConnect,38.9516,0.165,Colt,5.0484,0.0214,0.1437,0.0578,0,16,33
PH,H-Root,weighted,all,full,321,66,0.2056,Asia Direct Cable (ADC),44.4759,0.1386,APCN-2,42.2402,0.1316,0.007,27,AS3491->AS1508,76,0.2368,AS36236->AS1508,36,0.1121,0.1246,-0.0982,China Telecom,51.6305,0.1608,Singtel,51.6305,0.1608,0.0,0.0223,2,4,60
TW,J-Root,weighted,all,full,143,29,0.2028,Asia Pacific Gateway (APG),23.8996,0.1671,Asia Submarine-cable Express (ASE)/Cahaya Malaysia,23.8996,0.1671,0.0,12,AS3462->AS2914,57,0.3986,AS9002->AS7342,3,0.021,0.3776,-0.2315,China Unicom,13.1207,0.0918,China Telecom,13.1151,0.0917,0.0,-0.0754,0,0,29
BJ,A-Root,weighted,all,full,10,2,0.2,2Africa,1.3579,0.1358,Medusa Submarine Cable System,1.3579,0.1358,0.0,5,AS28683->AS174,6,0.6,AS174->AS3356,4,0.4,0.2,-0.4642,Bayobab,1.0,0.1,China Mobile,1.0,0.1,0.0,-0.0358,0,0,2
EE,M-Root,weighted,all,full,79,15,0.1899,PEACE Cable,7.1297,0.0902,SeaMeWe-4,7.1297,0.0902,0.0,18,AS6939->AS7500,34,0.4304,AS3257->AS7500,21,0.2658,0.1646,-0.3401,Bangladesh Submarine Cable Company Limited (BSCCL),7.361,0.0932,Orange,7.361,0.0932,0.0,0.0029,0,1,14
HK,L-Root,weighted,all,full,116,22,0.1897,Asia-America Gateway (AAG) Cable System,8.8473,0.0763,Asia Pacific Gateway (APG),8.8003,0.0759,0.0004,46,AS6939->AS20144,25,0.2155,AS1299->AS20144,15,0.1293,0.0862,-0.1392,Telekom Malaysia,6.7201,0.0579,China Unicom,6.5599,0.0566,0.0014,-0.0183,3,1,18
VN,J-Root,weighted,all,full,59,11,0.1864,Asia Pacific Gateway (APG),7.8063,0.1323,Asia Link Cable (ALC),5.0007,0.0848,0.0476,7,AS7552->AS2914,9,0.1525,AS45903->AS7342,8,0.1356,0.0169,-0.0202,China Unicom,8.343,0.1414,China Telecom,8.342,0.1414,0.0,0.0091,0,6,5
CN,M-Root,weighted,all,full,168,31,0.1845,Asia Pacific Gateway (APG),16.8033,0.1,APCN-2,15.6375,0.0931,0.0069,26,AS749->AS4134,6,0.0357,AS6939->AS7500,3,0.0179,0.0179,0.0643,China Telecom,31.0,0.1845,China Unicom,29.7708,0.1772,0.0073,0.0845,0,0,31
PH,F-Root,weighted,all,full,321,59,0.1838,Asia Direct Cable (ADC),37.4433,0.1166,APCN-2,34.1136,0.1063,0.0104,8,AS45754->AS13335,6,0.0187,AS137074->AS63927,4,0.0125,0.0062,0.098,China Telecom,49.636,0.1546,Singtel,49.636,0.1546,0.0,0.038,1,4,54
PH,D-Root,weighted,all,full,322,59,0.1832,Asia Direct Cable (ADC),34.7712,0.108,APCN-2,34.2322,0.1063,0.0017,30,AS9299->AS10886,67,0.2081,AS17639->AS10886,18,0.0559,0.1522,-0.1001,China Telecom,51.0123,0.1584,Singtel,51.0121,0.1584,0.0,0.0504,0,3,56
PH,E-Root,weighted,all,full,319,58,0.1818,Asia Direct Cable (ADC),36.1707,0.1134,APCN-2,29.832,0.0935,0.0199,19,AS9299->AS21556,69,0.2163,AS137074->AS21556,8,0.0251,0.1912,-0.1029,China Telecom,48.6195,0.1524,Singtel,48.6195,0.1524,0.0,0.039,3,7,48
SV,G-Root,weighted,all,full,22,4,0.1818,South America-1 (SAm-1),2.3423,0.1065,TIKAL-AMX3,1.1831,0.0538,0.0527,4,AS12127->AS12956,6,0.2727,AS61502->AS273189,2,0.0909,0.1818,-0.1663,Telxius,3.3957,0.1543,América Móvil (Claro),0.6978,0.0317,0.1226,0.0479,0,2,2
SV,H-Root,weighted,all,full,22,4,0.1818,South America-1 (SAm-1),2.32,0.1055,TIKAL-AMX3,1.1803,0.0536,0.0518,4,AS12127->AS12956,6,0.2727,AS264720->AS273189,2,0.0909,0.1818,-0.1673,Telxius,3.3957,0.1543,América Móvil (Claro),0.6978,0.0317,0.1226,0.0489,0,2,2
SV,D-Root,weighted,all,full,22,4,0.1818,South America-1 (SAm-1),2.2886,0.104,None,0.0,0.0,0.104,4,AS12127->AS12956,6,0.2727,AS61502->AS273189,2,0.0909,0.1818,-0.1687,Telxius,4.0,0.1818,None,0.0,0.0,0.1818,0.0778,0,4,0
PH,J-Root,weighted,all,full,326,59,0.181,APCN-2,31.3293,0.0961,Asia Direct Cable (ADC),23.9492,0.0735,0.0226,4,AS14593->AS137074,3,0.0092,AS11351->AS9299,2,0.0061,0.0031,0.0869,China Telecom,56.4025,0.173,Singtel,56.4025,0.173,0.0,0.0769,0,18,41
ZA,C-Root,weighted,all,full,238,42,0.1765,SAT-3/WASC,31.9795,0.1344,2Africa,28.705,0.1206,0.0138,18,AS174->AS2149,218,0.916,AS37100->AS174,39,0.1639,0.7521,-0.7816,Vodafone,29.3889,0.1235,Orange,26.4335,0.1111,0.0124,-0.0109,0,12,30
CL,A-Root,weighted,all,full,165,29,0.1758,South America-1 (SAm-1),18.0514,0.1094,Monet,4.0473,0.0245,0.0849,5,AS6762->AS2914,11,0.0667,AS263784->AS64112,4,0.0242,0.0424,0.0427,Telxius,25.0,0.1515,Algar Telecom,4.0,0.0242,0.1273,0.0421,12,9,8
FI,A-Root,weighted,all,full,291,51,0.1753,Baltic Sea Submarine Cable,29.0355,0.0998,Eastern Light Sweden-Finland I,29.0355,0.0998,0.0,7,AS16086->AS2119,20,0.0687,AS2119->AS7342,14,0.0481,0.0206,0.031,Eastern Light,24.282,0.0834,Arelion,14.0032,0.0481,0.0353,-0.0163,0,2,49
CO,M-Root,weighted,all,full,75,13,0.1733,South America-1 (SAm-1),4.8924,0.0652,Unity,2.7458,0.0366,0.0286,16,AS6939->AS7500,32,0.4267,AS22548->AS7500,21,0.28,0.1467,-0.3614,Telxius,9.0,0.12,Bharti Airtel,2.9785,0.0397,0.0803,0.0548,0,13,0
PH,I-Root,weighted,all,full,319,55,0.1724,Asia Direct Cable (ADC),35.4834,0.1112,APCN-2,29.6011,0.0928,0.0184,9,AS9299->AS4651,65,0.2038,AS17639->AS55818,13,0.0408,0.163,-0.0925,China Telecom,42.7818,0.1341,Singtel,42.7818,0.1341,0.0,0.0229,4,4,47
PE,I-Root,weighted,all,full,47,8,0.1702,South America-1 (SAm-1),6.8316,0.1454,South Pacific Cable System (SPCS)/Mistral,6.8316,0.1454,0.0,1,AS12956->AS19422,14,0.2979,None,0,0.0,0.2979,-0.1525,Telxius,5.7143,0.1216,América Móvil (Claro),2.8571,0.0608,0.0608,-0.0238,0,0,8
FI,K-Root,weighted,all,full,300,51,0.17,Baltic Sea Submarine Cable,36.6019,0.122,Eastern Light Sweden-Finland II,28.2738,0.0942,0.0278,36,AS1273->AS25152,42,0.14,AS24940->AS25152,40,0.1333,0.0067,-0.018,Eastern Light,26.2711,0.0876,CITIC Telecom International,15.5111,0.0517,0.0359,-0.0344,3,0,48
ZW,C-Root,weighted,all,full,6,1,0.1667,SAT-3/WASC,0.8308,0.1385,West Africa Cable System (WACS),0.7295,0.1216,0.0169,4,AS174->AS2149,6,1.0,AS37662->AS174,2,0.3333,0.6667,-0.8615,Vodafone,0.6246,0.1041,Orange,0.6121,0.102,0.0021,-0.0344,0,1,0
LC,K-Root,weighted,all,full,6,1,0.1667,Southern Caribbean Fiber,0.7779,0.1296,Eastern Caribbean Fiber System (ECFS),0.7766,0.1294,0.0002,4,AS6762->AS25152,4,0.6667,AS23520->AS6762,3,0.5,0.1667,-0.537,Digicel,0.5004,0.0834,AT&T,0.4996,0.0833,0.0001,-0.0462,0,0,1
OM,B-Root,weighted,all,full,6,1,0.1667,SeaMeWe-6,0.7481,0.1247,None,0.0,0.0,0.1247,3,AS58453->AS2914,4,0.6667,AS8529->AS58453,4,0.6667,0.0,-0.542,Bahrain Telecommunications Company (Batelco),1.0,0.1667,Bangladesh Submarine Cable Company Limited (BSCCL),1.0,0.1667,0.0,0.042,1,0,0
CY,G-Root,weighted,all,full,24,4,0.1667,TE North/TGN-Eurasia/SEACOM/Alexandros/Medex,2.8421,0.1184,None,0.0,0.0,0.1184,4,AS6866->AS3356,12,0.5,AS1299->AS3356,8,0.3333,0.1667,-0.3816,Algerie Telecom,4.0,0.1667,Cyta,4.0,0.1667,0.0,0.0482,3,1,0
NG,I-Root,weighted,all,full,24,4,0.1667,MainOne,2.739,0.1141,West Africa Cable System (WACS),2.1912,0.0913,0.0228,2,AS29465->AS16637,6,0.25,AS7018->AS29465,2,0.0833,0.1667,-0.1359,Bayobab,2.1648,0.0902,Vodafone,1.9095,0.0796,0.0106,-0.0239,0,4,0
DJ,I-Root,weighted,all,full,6,1,0.1667,2Africa,0.673,0.1122,Africa-1,0.673,0.1122,0.0,2,AS30990->AS174,4,0.6667,AS327831->AS6939,2,0.3333,0.3333,-0.5545,Telecom Egypt,0.8,0.1333,Mobily,0.6,0.1,0.0333,0.0212,0,0,1
DJ,M-Root,weighted,all,full,6,1,0.1667,2Africa,0.6725,0.1121,Africa-1,0.6725,0.1121,0.0,6,AS174->AS20485,4,0.6667,AS9198->AS7500,4,0.6667,0.0,-0.5546,Telecom Egypt,0.8,0.1333,Mobily,0.6,0.1,0.0333,0.0212,0,0,1
DJ,K-Root,weighted,all,full,6,1,0.1667,2Africa,0.6713,0.1119,Africa-1,0.6713,0.1119,0.0,4,AS174->AS25152,4,0.6667,AS30990->AS174,4,0.6667,0.0,-0.5548,Telecom Egypt,0.8,0.1333,Mobily,0.6,0.1,0.0333,0.0214,0,0,1
NG,H-Root,weighted,all,full,24,4,0.1667,MainOne,2.6696,0.1112,West Africa Cable System (WACS),2.1357,0.089,0.0222,7,AS36236->AS1508,6,0.25,AS29465->AS3491,6,0.25,0.0,-0.1388,Bayobab,2.1648,0.0902,Vodafone,1.9095,0.0796,0.0106,-0.021,0,4,0
