unit_id,src_country,service_id,msm_id,file_name,num_measurements,num_probes,num_probe_asns,num_files_or_targets,num_egress_links,num_egress_asns,num_next_asns_after_egress,num_egress_transitions,egress_transition_entropy,effective_egress_transitions,num_src_dst_as_pairs,src_dst_as_pair_entropy,effective_as_pair_transitions,network_effective_diversity,physical_level,num_feasible_candidates,num_feasible_corridors,effective_feasible_candidates,effective_feasible_corridors,physical_candidate_diversity_upper_bound,best_case_physical_candidate_diversity_upper_bound,physical_candidate_concentration_tier,is_physical_candidate_concentrated,physical_candidate_exposure_class,sufficient_observation_for_physical_concentration,concentration_interpretation,network_to_physical_compression_ratio,log_network_physical_compression_gap,physical_coverage_ratio,absolute_compression_tier,network_physical_compression_tier,joint_cross_layer_risk_class,is_network_physical_mismatch,is_physical_candidate_concentration_only,is_joint_physical_concentration_and_mismatch,network_percentile,physical_upper_bound_percentile,rank_gap_upper_bound,strict_upper_bound_mismatch_75_25,upper_bound_mismatch_category,pdb_interconnection_footprint_score,pdb_interconnection_footprint_percentile,pdb_interconnection_footprint_tier,paper_case_scope
NA,NO,msm_5004,5004,root_dns_traces.json,1,19,11,1,0,0,0,0,0.0,0.0,12,2.2732903288854067,9.7113016795538,9.7113016795538,corridor,4,70,4.0,70.0,70.0,70.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.13873288113648286,-1.8913804612597174,7.208096536366302,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9943181818181818,0.959659090909091,20.0,False,network_high_physical_upper_high,16.265641644960677,0.8641304347826086,high,paper_service_country_cross_layer_audit
NA,HK,MULTI,MULTI,root_dns_traces.json,13,261,27,1,762,19,15,28,2.2639352412534772,9.620875234472107,43,2.7283297206889845,15.307298192133564,9.620875234472107,corridor,15,30,15.0,30.0,30.0,30.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.32069584114907024,-1.0711657782750832,3.1182194206727063,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9425287356321839,0.8620689655172413,7.0,False,network_high_physical_upper_high,18.393809748151316,0.9021739130434784,high,paper_country_cross_layer_audit
NA,NO,msm_5012,5012,root_dns_traces.json,1,24,12,1,0,0,0,0,0.0,0.0,12,2.2224100102314615,9.229547387742901,9.229547387742901,corridor,4,74,4.0,74.0,74.0,74.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.12472361334787704,-1.9922077781739476,8.017727943872316,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9920454545454546,0.9664772727272727,15.0,False,network_high_physical_upper_high,16.265641644960677,0.8641304347826086,high,paper_service_country_cross_layer_audit
NA,NO,msm_5008,5008,root_dns_traces.json,1,22,10,1,0,0,0,0,0.0,0.0,11,2.2108352811541834,9.123333760028956,9.123333760028956,corridor,4,74,4.0,74.0,74.0,74.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.12328829405444534,-2.0026450809970475,8.111070135810216,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.990909090909091,0.9664772727272727,14.0,False,network_high_physical_upper_high,16.265641644960677,0.8641304347826086,high,paper_service_country_cross_layer_audit
NA,ID,msm_5016,5016,root_dns_traces.json,1,53,29,1,27,11,7,11,2.210813471423164,9.123134784743455,32,3.1359672630533324,23.010882657658218,9.123134784743455,corridor,39,51,39.0,51.0,51.0,51.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.17888499577928343,-1.63642034134996,5.590183769430535,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9897727272727272,0.9340909090909091,29.0,False,network_high_physical_upper_high,23.73952311196626,0.9836956521739132,high,paper_service_country_cross_layer_audit
NA,NO,msm_5016,5016,root_dns_traces.json,1,19,10,1,0,0,0,0,0.0,0.0,10,2.1614236358985117,8.683490992553503,8.683490992553503,corridor,4,67,4.0,67.0,67.0,67.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.12960434317244035,-1.9490852291758949,7.715790810108009,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9875,0.9568181818181818,16.0,False,network_high_physical_upper_high,16.265641644960677,0.8641304347826086,high,paper_service_country_cross_layer_audit
NA,NO,msm_5013,5013,root_dns_traces.json,1,21,11,1,0,0,0,0,0.0,0.0,11,2.119194415857768,8.324428758026782,8.324428758026782,corridor,4,62,4.0,62.0,62.0,62.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.1342649799681739,-1.9104970219309125,7.447958508890698,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9863636363636363,0.9528409090909091,18.0,False,network_high_physical_upper_high,16.265641644960677,0.8641304347826086,high,paper_service_country_cross_layer_audit
NA,IL,msm_5016,5016,root_dns_traces.json,1,17,6,1,0,0,0,0,0.0,0.0,9,2.1004342355040873,8.169716723495979,8.169716723495979,corridor,2,21,2.0,21.0,21.0,21.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.3890341296902847,-0.8751360592251172,2.5704685622212975,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9852272727272727,0.8619318181818182,47.0,False,network_high_physical_upper_high,12.031158407843488,0.717391304347826,high,paper_service_country_cross_layer_audit
NA,ID,msm_5015,5015,root_dns_traces.json,1,62,31,1,36,11,6,12,2.0967320808289416,8.139527086368052,37,3.1633112750058885,23.64877401738464,8.139527086368052,corridor,39,53,39.0,53.0,53.0,53.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.15357598276166134,-1.77637540353442,6.511434809125895,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9829545454545454,0.9397727272727273,21.0,False,network_high_physical_upper_high,23.73952311196626,0.9836956521739132,high,paper_service_country_cross_layer_audit
NA,NO,msm_5001,5001,root_dns_traces.json,1,16,9,1,0,0,0,0,0.0,0.0,10,2.0898368797341007,8.083596458350442,8.083596458350442,corridor,4,75,4.0,75.0,75.0,75.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.10778128611133923,-2.1242631403729573,9.278048500618088,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9818181818181818,0.96875,5.0,False,network_high_physical_upper_high,16.265641644960677,0.8641304347826086,high,paper_service_country_cross_layer_audit
NA,BR,MULTI,MULTI,root_dns_traces.json,13,139,18,1,272,13,11,14,2.078291586648872,7.990805647311567,24,2.44857444063285,11.571838612446818,7.990805647311567,corridor,9,16,9.0,16.0,16.0,16.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.49942535295697293,-0.6370108836467359,2.002301232965546,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9195402298850575,0.7528735632183908,12.0,False,network_high_physical_upper_high,24.383809801808635,0.9891304347826086,high,paper_country_cross_layer_audit
NA,FI,MULTI,MULTI,root_dns_traces.json,13,196,24,1,737,14,11,18,2.0283995747973504,7.601910329087561,36,2.753121089509806,15.691530206794514,7.601910329087561,corridor,14,20,14.0,20.0,20.0,20.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.38009551645437806,-0.8925381278422115,2.6309176423027543,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9080459770114943,0.8045977011494253,8.0,False,network_high_physical_upper_high,17.104080742172474,0.8858695652173914,high,paper_country_cross_layer_audit
NA,CA,msm_5015,5015,root_dns_traces.json,1,41,12,1,73,11,8,12,2.024357433539021,7.571244353560715,15,2.209101922744493,9.107533450487349,7.571244353560715,corridor,5,82,5.0,82.0,82.0,82.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.09233224821415506,-2.2704276869453524,10.830452191314608,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9806818181818182,0.9727272727272728,1.0,False,network_high_physical_upper_high,21.55608906686206,0.9510869565217392,high,paper_service_country_cross_layer_audit
NA,JP,MULTI,MULTI,root_dns_traces.json,13,533,56,1,404,16,16,19,2.019252715938582,7.532693767891473,81,3.57383428095653,35.653035159726386,7.532693767891473,corridor,25,65,25.0,65.0,65.0,65.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.11588759642909958,-2.0457496310930585,8.629051173839844,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.896551724137931,0.9310344827586207,-3.0,False,network_high_physical_upper_high,20.74469514415807,0.9402173913043478,high,paper_country_cross_layer_audit
NA,IL,msm_5012,5012,root_dns_traces.json,1,15,6,1,0,0,0,0,0.0,0.0,9,2.0137123346492425,7.491075170191227,7.491075170191227,corridor,2,22,2.0,22.0,22.0,22.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.34050341682687396,-0.9964785840255153,2.9368280921199728,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9795454545454545,0.8698863636363636,41.0,False,network_high_physical_upper_high,12.031158407843488,0.717391304347826,high,paper_service_country_cross_layer_audit
NA,NO,msm_5005,5005,root_dns_traces.json,1,14,9,1,0,0,0,0,0.0,0.0,9,1.9927186438179902,7.335449152107187,7.335449152107187,corridor,3,60,3.0,60.0,60.0,60.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.12225748586845311,-1.9903564619470644,8.17945823845897,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9784090909090909,0.9488636363636364,13.0,False,network_high_physical_upper_high,16.265641644960677,0.8641304347826086,high,paper_service_country_cross_layer_audit
NA,HK,msm_5005,5005,root_dns_traces.json,1,21,13,1,19,8,7,9,1.986266517864739,7.28827226951249,15,2.4679625572197152,11.79838381451796,7.28827226951249,corridor,14,29,14.0,29.0,29.0,29.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.2513197334314652,-1.2863558456333948,3.9789951483165162,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9772727272727273,0.9039772727272727,32.0,False,network_high_physical_upper_high,18.393809748151316,0.9021739130434784,high,paper_service_country_cross_layer_audit
NA,FI,msm_5004,5004,root_dns_traces.json,1,41,8,1,0,0,0,0,0.0,0.0,11,1.9832400457447432,7.266247861625193,7.266247861625193,corridor,12,9,12.0,9.0,9.0,9.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.8073608735139104,-0.19040439167475487,1.238603495420404,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9761363636363637,0.7164772727272727,51.0,False,network_high_physical_upper_high,17.104080742172474,0.8858695652173914,high,paper_service_country_cross_layer_audit
NA,ID,msm_5010,5010,root_dns_traces.json,1,61,30,1,18,8,6,8,1.966175517149571,7.143304733856898,33,3.0955544099157466,22.099487316710864,7.143304733856898,corridor,39,53,39.0,53.0,53.0,53.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.13477933460107355,-1.8917879619799258,7.419535071603142,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9738636363636364,0.9397727272727273,13.0,False,network_high_physical_upper_high,23.73952311196626,0.9836956521739132,high,paper_service_country_cross_layer_audit
NA,CA,msm_5014,5014,root_dns_traces.json,1,43,10,1,58,10,8,11,1.9494893174790713,7.025099069069862,14,2.2172652171330993,9.182185214800331,7.025099069069862,corridor,6,134,6.0,134.0,134.0,134.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.05242611245574524,-2.8227007644431152,19.07446410115066,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9727272727272728,0.9994318181818181,-24.0,False,network_high_physical_upper_high,21.55608906686206,0.9510869565217392,high,paper_service_country_cross_layer_audit
NA,BR,msm_5009,5009,root_dns_traces.json,1,48,11,1,83,10,8,10,1.929593083670742,6.886707357671694,11,1.9794518028647785,7.238773622301482,6.886707357671694,corridor,9,7,9.0,7.0,7.0,7.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.983815336810242,-0.014262812342921816,1.0164509157198467,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9715909090909091,0.6625,49.0,False,network_high_physical_upper_high,24.383809801808635,0.9891304347826086,high,paper_service_country_cross_layer_audit
NA,SG,msm_5011,5011,root_dns_traces.json,1,40,10,1,46,8,7,8,1.9043670548937683,6.71515595713922,10,2.120815062822254,8.337930656174457,6.71515595713922,corridor,36,47,36.0,47.0,47.0,47.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.1428756586625366,-1.828014310502628,6.99909284311289,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9704545454545455,0.9227272727272727,16.0,False,network_high_physical_upper_high,16.96840130793428,0.8804347826086957,high,paper_service_country_cross_layer_audit
NA,CA,msm_5008,5008,root_dns_traces.json,1,13,8,1,13,7,3,7,1.8848713335781606,6.585507053872417,9,2.139085894695714,8.491671797800558,6.585507053872417,corridor,4,87,4.0,87.0,87.0,87.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.07569548337784388,-2.4510973543573407,13.210827850961326,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9681818181818181,0.975,-12.0,False,network_high_physical_upper_high,21.55608906686206,0.9510869565217392,high,paper_service_country_cross_layer_audit
NA,AU,msm_5009,5009,root_dns_traces.json,1,206,20,1,239,11,4,11,1.8766391486362368,6.531516476981987,23,2.3179409705119824,10.154743848226355,6.531516476981987,corridor,10,26,10.0,26.0,26.0,26.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.2512121721916149,-1.2767404531035758,3.9806988302988713,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9670454545454545,0.89375,26.0,False,network_high_physical_upper_high,21.816726333685327,0.9565217391304348,high,paper_service_country_cross_layer_audit
NA,CA,msm_5009,5009,root_dns_traces.json,1,39,10,1,63,10,9,10,1.8633157409218521,6.445071569097741,11,1.968746512240934,7.161693764187798,6.445071569097741,corridor,5,133,5.0,133.0,133.0,133.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.048459184730058204,-2.890287520819137,20.635922902345513,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9659090909090909,0.9965909090909091,-29.0,False,network_high_physical_upper_high,21.55608906686206,0.9510869565217392,high,paper_service_country_cross_layer_audit
NA,NO,msm_5006,5006,root_dns_traces.json,1,15,8,1,0,0,0,0,0.0,0.0,8,1.858831979638124,6.416238096235949,6.416238096235949,corridor,4,66,4.0,66.0,66.0,66.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.09721572873084772,-2.201020685893606,10.286401316484584,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9647727272727272,0.9556818181818182,-3.0,False,network_high_physical_upper_high,16.265641644960677,0.8641304347826086,high,paper_service_country_cross_layer_audit
NA,CA,msm_5012,5012,root_dns_traces.json,1,37,11,1,53,10,6,10,1.851234841865801,6.367677744839643,11,2.0284613090968637,7.602379642182898,6.367677744839643,corridor,5,113,5.0,113.0,113.0,113.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.05635113048530657,-2.7390958875261564,17.745872911294082,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9636363636363636,0.9943181818181818,-30.0,False,network_high_physical_upper_high,21.55608906686206,0.9510869565217392,high,paper_service_country_cross_layer_audit
NA,TH,MULTI,MULTI,root_dns_traces.json,13,39,13,1,303,10,8,11,1.8495929509797688,6.357231291100595,17,2.2602501007545217,9.585486204333591,6.357231291100595,corridor,4,7,4.0,7.0,7.0,7.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.9081758987286564,-0.08375786298810461,1.1011082780327985,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.8850574712643678,0.5747126436781609,15.0,False,network_high_physical_upper_high,16.56787979159028,0.875,high,paper_country_cross_layer_audit
NA,SG,msm_5016,5016,root_dns_traces.json,1,31,8,1,41,7,7,8,1.8472742258511197,6.342507695739326,9,1.9544923220831505,7.060333738168614,6.342507695739326,corridor,35,48,35.0,48.0,48.0,48.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.1321355769945693,-1.8981398659116746,7.5679845106446955,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9625,0.9267045454545455,8.0,False,network_high_physical_upper_high,16.96840130793428,0.8804347826086957,high,paper_service_country_cross_layer_audit
NA,TW,MULTI,MULTI,root_dns_traces.json,13,85,17,1,444,11,14,17,1.8410210853300955,6.302970847426287,28,2.4748081432098976,11.879427745574803,6.302970847426287,corridor,16,46,16.0,46.0,46.0,46.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.13702110537883233,-1.86186637094281,7.298145765466032,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.8735632183908046,0.9080459770114943,-3.0,False,network_high_physical_upper_high,14.3978103094875,0.7880434782608695,high,paper_country_cross_layer_audit
NA,TH,msm_5015,5015,root_dns_traces.json,1,34,11,1,56,8,7,8,1.7667110323138764,5.851576033019471,12,2.0279124934744894,7.598208482171632,5.851576033019471,corridor,4,7,4.0,7.0,7.0,7.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.8359394332884958,-0.15496283805648137,1.1962589156323293,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9590909090909091,0.6625,38.0,False,network_high_physical_upper_high,16.56787979159028,0.875,high,paper_service_country_cross_layer_audit
NA,SE,msm_5004,5004,root_dns_traces.json,1,23,15,1,20,7,5,7,1.7650572522256291,5.841906810678655,16,2.601681652256774,13.486398408546814,5.841906810678655,corridor,17,30,17.0,30.0,30.0,30.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.19473022702262183,-1.5109207382097654,5.135309578229116,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9579545454545455,0.9056818181818181,14.0,False,network_high_physical_upper_high,18.501649345616475,0.9130434782608696,high,paper_service_country_cross_layer_audit
NA,AU,msm_5012,5012,root_dns_traces.json,1,28,10,1,0,0,0,0,0.0,0.0,10,1.7624931508501505,5.826946757133294,5.826946757133294,corridor,8,11,8.0,11.0,11.0,11.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.5297224324666631,-0.564029110249517,1.887781107066733,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9568181818181818,0.7613636363636364,32.0,False,network_high_physical_upper_high,21.816726333685327,0.9565217391304348,high,paper_service_country_cross_layer_audit
NA,CA,msm_5010,5010,root_dns_traces.json,1,41,10,1,58,8,8,8,1.7518522352966477,5.7652714316731455,11,2.0241332968872188,7.569547550366329,5.7652714316731455,corridor,4,91,4.0,91.0,91.0,91.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.06335463111728731,-2.609986193293551,15.784165772328745,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9556818181818182,0.9784090909090909,-26.0,False,network_high_physical_upper_high,21.55608906686206,0.9510869565217392,high,paper_service_country_cross_layer_audit
NA,ID,msm_5008,5008,root_dns_traces.json,1,26,15,1,10,6,3,6,1.7480673485460894,5.743491774985174,18,2.678121963578275,14.55772766432651,5.743491774985174,corridor,24,29,24.0,29.0,29.0,29.0,broad_physical_candidate_space,False,broad_best_case_physical_candidate_space,True,broad_physical_candidate_space,0.19805144051673015,-1.4926195233833603,5.049193267117521,no_compression,no_network_physical_compression,broad_physical_candidate_space_no_compression,False,False,False,0.9528409090909091,0.9039772727272727,11.0,False,network_high_physical_upper_high,23.73952311196626,0.9836956521739132,high,paper_service_country_cross_layer_audit
