country,msm_id,file_name,network_transition_key,network_transition_representation,hop_pair_as_class,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,8966->5384,as_transition,cross_as_transition,2,2,1.0,1,True,False,False,False,2,2,1,2,0
AU,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->AU,country_fallback,country_fallback,3,3,0.3,1,True,False,False,True,10,5,5,3,0
AU,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,18390->42,as_transition,cross_as_transition,2,2,0.2,2,False,True,False,False,10,5,5,2,0
AU,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,7545->7545,as_transition,intra_as_hop_pair,2,2,0.2,3,False,False,True,False,10,5,5,2,0
AU,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,7699->4826,as_transition,cross_as_transition,2,2,0.2,4,False,False,False,False,10,5,5,2,0
AU,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,4826->4826,as_transition,intra_as_hop_pair,1,1,0.1,5,False,False,False,False,10,5,5,1,0
AX,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,3238->3238,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,1,1,0,2
BJ,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:BJ->NG,country_fallback,country_fallback,2,2,1.0,1,True,False,False,True,2,1,0,0,2
BR,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:BR->BR,country_fallback,country_fallback,1,1,1.0,1,True,False,False,True,1,1,1,1,0
CA,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,6509->6509,as_transition,intra_as_hop_pair,16,16,0.5,1,True,False,False,False,32,8,6,16,0
CA,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,6509->101,as_transition,cross_as_transition,8,8,0.25,2,False,True,False,False,32,8,6,0,8
CA,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,6461->6461,as_transition,intra_as_hop_pair,2,2,0.0625,3,False,False,True,False,32,8,6,0,2
CA,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:CA->US,country_fallback,country_fallback,2,2,0.0625,4,False,False,False,True,32,8,6,0,2
