probe_country,service_id,path_scope_stratum,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AE,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,8966->5384,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,2,1
AU,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,18390->42,2,1.0,1,True,False,False,8,2,3,3,0.25,0.375,0.375,1,1
AU,E-Root,resolved_entry_only,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,18390->42,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
BB,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,23520->13335,1,1.0,1,True,False,False,2,1,1,0,0.5,0.5,0.0,1,1
CA,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,6509->101,8,1.0,1,True,False,False,37,8,26,3,0.21621621621621623,0.7027027027027027,0.08108108108108109,4,3
CA,E-Root,resolved_entry_only,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,6509->101,8,1.0,1,True,False,False,28,8,18,2,0.2857142857142857,0.6428571428571429,0.07142857142857142,4,3
CN,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,9808->58453,19,1.0,1,True,False,False,19,19,0,0,1.0,0.0,0.0,11,4
CW,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,23520->13335,1,1.0,1,True,False,False,1,1,0,0,1.0,0.0,0.0,1,1
CY,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,5504->1299,4,1.0,1,True,False,False,7,4,3,0,0.5714285714285714,0.42857142857142855,0.0,2,1
DO,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,64126->13335,2,1.0,1,True,False,False,5,2,3,0,0.4,0.6,0.0,1,1
ES,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,3352->12956,2,1.0,1,True,False,False,9,2,7,0,0.2222222222222222,0.7777777777777778,0.0,1,1
HN,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,263725->54082,7,1.0,1,True,False,False,8,7,1,0,0.875,0.125,0.0,4,3
KY,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,36549->3855,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
ML,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,8346->6453,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MT,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,15735->1299,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MV,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,7642->13335,3,0.6,1,True,False,False,21,5,1,15,0.23809523809523808,0.047619047619047616,0.7142857142857143,3,3
MV,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,24016->45489,2,0.4,2,False,True,False,21,5,1,15,0.23809523809523808,0.047619047619047616,0.7142857142857143,3,3
MX,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,265539->23520,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
NA,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,9808->58453,4,0.23529411764705882,1,True,False,False,110,17,58,35,0.15454545454545454,0.5272727272727272,0.3181818181818182,10,0
NA,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,8434->29518,2,0.11764705882352941,2,False,True,False,110,17,58,35,0.15454545454545454,0.5272727272727272,0.3181818181818182,10,0
NA,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,21859->4229,2,0.11764705882352941,3,False,False,True,110,17,58,35,0.15454545454545454,0.5272727272727272,0.3181818181818182,10,0
NA,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,5786->20080,2,0.11764705882352941,4,False,False,False,110,17,58,35,0.15454545454545454,0.5272727272727272,0.3181818181818182,10,0
NA,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,23520->13335,2,0.11764705882352941,5,False,False,False,110,17,58,35,0.15454545454545454,0.5272727272727272,0.3181818181818182,10,0
NA,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,15735->1299,2,0.11764705882352941,6,False,False,False,110,17,58,35,0.15454545454545454,0.5272727272727272,0.3181818181818182,10,0
NA,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,55885->38800,2,0.11764705882352941,7,False,False,False,110,17,58,35,0.15454545454545454,0.5272727272727272,0.3181818181818182,10,0
NA,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,6461->13335,1,0.058823529411764705,8,False,False,False,110,17,58,35,0.15454545454545454,0.5272727272727272,0.3181818181818182,10,0
NO,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,49409->57829,4,0.6666666666666666,1,True,False,False,79,6,61,12,0.0759493670886076,0.7721518987341772,0.1518987341772152,3,2
NO,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,48144->50304,2,0.3333333333333333,2,False,True,False,79,6,61,12,0.0759493670886076,0.7721518987341772,0.1518987341772152,3,2
PE,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,3356->3549,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,2,2
PH,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,137818->132021,2,0.2,1,True,False,False,43,10,26,7,0.23255813953488372,0.6046511627906976,0.16279069767441862,4,4
PH,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,132021->4775,2,0.2,2,False,True,False,43,10,26,7,0.23255813953488372,0.6046511627906976,0.16279069767441862,4,4
PH,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,62->9821,2,0.2,3,False,False,True,43,10,26,7,0.23255813953488372,0.6046511627906976,0.16279069767441862,4,4
PH,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,45209->9821,2,0.2,4,False,False,False,43,10,26,7,0.23255813953488372,0.6046511627906976,0.16279069767441862,4,4
PH,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,132400->134707,2,0.2,5,False,False,False,43,10,26,7,0.23255813953488372,0.6046511627906976,0.16279069767441862,4,4
PH,E-Root,resolved_entry_only,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,62->9821,2,0.5,1,True,False,False,32,4,22,6,0.125,0.6875,0.1875,2,2
PH,E-Root,resolved_entry_only,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,45209->9821,2,0.5,2,False,True,False,32,4,22,6,0.125,0.6875,0.1875,2,2
PT,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,2860->13335,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
SG,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,132132->45430,1,1.0,1,True,False,False,5,1,4,0,0.2,0.8,0.0,1,1
SG,E-Root,resolved_entry_only,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,132132->45430,1,1.0,1,True,False,False,2,1,1,0,0.5,0.5,0.0,1,1
TL,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,7699->4826,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
TO,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,24390->7575,2,1.0,1,True,False,False,4,2,2,0,0.5,0.5,0.0,1,1
TW,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,131645->7539,2,1.0,1,True,False,False,43,2,17,24,0.046511627906976744,0.3953488372093023,0.5581395348837209,1,1
US,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,14638->23520,2,1.0,1,True,False,False,23,2,17,4,0.08695652173913043,0.7391304347826086,0.17391304347826086,1,1
VN,E-Root,all_publicly_visible,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,7552->13335,1,1.0,1,True,False,False,4,1,3,0,0.25,0.75,0.0,1,1
