probe_country,service_id,service_class,deployment_type,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AD,Netflix-Assets,edge_localized_application,distributed,9,9,0,0.0,1.0,3,1,2,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AE,Netflix-Assets,edge_localized_application,distributed,50,46,12,0.24,0.92,20,14,2,1,0.92,True,True,auditable,,probe_country_service
AF,Netflix-Assets,edge_localized_application,distributed,14,14,6,0.42857142857142855,1.0,5,2,2,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AL,Netflix-Assets,edge_localized_application,distributed,66,61,5,0.07575757575757576,0.9242424242424242,23,14,2,1,0.9242424242424242,True,True,auditable,,probe_country_service
AM,Netflix-Assets,edge_localized_application,distributed,39,39,0,0.0,1.0,14,7,2,1,1.0,True,True,auditable,,probe_country_service
AO,Netflix-Assets,edge_localized_application,distributed,25,24,0,0.0,0.96,10,4,3,2,0.96,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AR,Netflix-Assets,edge_localized_application,distributed,136,132,0,0.0,0.9705882352941176,51,40,3,2,0.9632352941176471,True,True,auditable,,probe_country_service
AT,Netflix-Assets,edge_localized_application,distributed,575,564,3,0.0052173913043478265,0.9808695652173913,203,81,3,2,0.9808695652173913,True,True,auditable,,probe_country_service
AU,Netflix-Assets,edge_localized_application,distributed,681,560,301,0.4419970631424376,0.8223201174743024,238,71,3,2,0.8223201174743024,True,True,auditable,,probe_country_service
AX,Netflix-Assets,edge_localized_application,distributed,6,6,3,0.5,1.0,2,2,2,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AZ,Netflix-Assets,edge_localized_application,distributed,26,20,1,0.038461538461538464,0.7692307692307693,9,8,2,1,0.7692307692307693,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BA,Netflix-Assets,edge_localized_application,distributed,39,33,0,0.0,0.8461538461538461,15,6,3,2,0.8461538461538461,True,True,auditable,,probe_country_service
