country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id,path_scope_stratum,country_fallback_share,sufficient_network_transition_resolution
DK,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,79.0,79.0,1.0,landing_region_1ce0b85cd8b9::landing_region_e1a72a298b9d,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,74.0,57.0,1.0,0.0,1.0,country_corridor_concentration_summary,,,,,
,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,499.0,498.99999999999994,18.0,landing_region_149ad599e1a3::landing_region_d0ecf913edd7,0.875751503006012,0.9118236472945892,0.9358717434869739,0.6421982873714867,0.22218535924213711,1.9006544749727883,severe_corridor_observation_concentration,True,True,True,True,auditable,,98.0,47.0,1.0,0.8697394789579159,0.13026052104208416,service_country_corridor_concentration_summary,SG,Topology-IPv4-UDP,resolved_entry_only,0.09018036072144289,True
,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,1065.0,1065.0000000000002,31.0,landing_region_149ad599e1a3::landing_region_d0ecf913edd7,0.8647887323943662,0.8938967136150234,0.9215962441314554,0.7330225569959868,0.2134610624170593,2.0813621454527986,severe_corridor_observation_concentration,True,True,True,True,auditable,,137.0,62.0,1.0,0.8732394366197181,0.12676056338028163,service_country_corridor_concentration_summary,SG,Topology-IPv4-UDP,all_publicly_visible,0.08450704225352113,True
SE,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,960.0,960.0,7.0,landing_region_1ce0b85cd8b9::landing_region_e1a72a298b9d,0.8520833333333333,0.9718749999999999,0.9895833333333333,0.522000401294449,0.26825514094156205,1.685395747637231,severe_corridor_observation_concentration,True,True,True,True,auditable,,690.0,417.0,1.0,0.6052083333333333,0.39479166666666665,country_corridor_concentration_summary,,,,,
SG,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,5681.0,5681.0,37.0,landing_region_149ad599e1a3::landing_region_d0ecf913edd7,0.8118289033620841,0.8510825558880478,0.8749339904946312,0.9491331581874626,0.2628509373929317,2.5834692292575867,severe_corridor_observation_concentration,True,True,True,True,auditable,,2375.0,1164.0,1.0,0.7958105967259286,0.20418940327407148,country_corridor_concentration_summary,,,,,
NO,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,546.0,546.0,19.0,landing_region_2f1f6d8f7ce5::landing_region_d514e04d4eb8,0.7924297924297925,0.8531746031746033,0.8791208791208792,1.0051843555767819,0.34138399969876293,2.7324109615944137,moderate_corridor_observation_concentration,True,True,True,True,auditable,,113.0,62.0,1.0,1.0,0.0,country_corridor_concentration_summary,,,,,
FI,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,361.0,361.0,7.0,landing_region_65aa8d7cf62e::landing_region_71db3ba08a92,0.7285318559556787,0.8365650969529086,0.9168975069252078,0.9779893194378018,0.5025870901144069,2.659104253927165,moderate_corridor_observation_concentration,True,True,True,True,auditable,,182.0,88.0,1.0,0.1440443213296399,0.8559556786703602,country_corridor_concentration_summary,,,,,
MY,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,31.0,31.0,4.0,landing_region_d0ecf913edd7::landing_region_d5376611ccce,0.7096774193548387,0.967741935483871,0.9838709677419355,0.7260736842670272,0.5237514518060096,2.066949159799054,moderate_corridor_observation_concentration,True,True,True,True,auditable,,22.0,16.0,1.0,0.25806451612903225,0.7419354838709677,country_corridor_concentration_summary,,,,,
IL,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,214.0,214.0,4.0,landing_region_7559ef31b258::landing_region_c6ca70161fbc,0.6728971962616822,0.8177570093457943,0.9345794392523364,0.9756703294409997,0.7037973729135157,2.65294496219006,moderate_corridor_observation_concentration,True,True,True,True,auditable,,68.0,52.0,1.0,0.9252336448598131,0.07476635514018691,country_corridor_concentration_summary,,,,,
CA,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,526.0,526.0,9.0,landing_region_19da5dac2df8::landing_region_94c53aa4a6d7,0.6250950570342205,0.8304182509505703,0.9730038022813688,1.0371486441035798,0.4720266898529577,2.821161399905144,moderate_corridor_observation_concentration,True,True,True,True,auditable,,162.0,98.0,1.0,0.6121673003802282,0.38783269961977185,country_corridor_concentration_summary,,,,,
