probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
TT,3,3,0,0.0,1.0,1,1,1,3,3
TV,3,3,2,0.6666666666666666,1.0,1,1,1,3,3
TW,256,243,214,0.8359375,0.94921875,1,81,34,252,232
TZ,19,16,6,0.3157894736842105,0.8421052631578947,1,6,5,19,19
UA,522,486,84,0.16091954022988506,0.9310344827586207,1,165,115,502,431
UG,19,19,6,0.3157894736842105,1.0,1,6,4,19,18
US,6118,5790,1422,0.23242889833278849,0.9463877084014384,1,1892,513,6000,3320
UY,67,67,11,0.16417910447761194,1.0,1,21,5,67,65
UZ,32,28,12,0.375,0.875,1,10,8,32,31
VA,3,3,1,0.3333333333333333,1.0,1,1,1,3,3
VE,127,102,35,0.2755905511811024,0.8031496062992126,1,39,25,118,111
VI,9,9,6,0.6666666666666666,1.0,1,3,2,9,9
VN,91,87,63,0.6923076923076923,0.9560439560439561,1,28,16,90,86
VU,6,4,3,0.5,0.6666666666666666,1,2,1,5,5
YE,3,3,1,0.3333333333333333,1.0,1,1,1,3,3
ZA,431,409,121,0.28074245939675174,0.9489559164733179,1,134,71,408,354
ZM,14,14,4,0.2857142857142857,1.0,1,4,4,14,14
ZW,10,10,1,0.1,1.0,1,3,2,10,10
