probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
?,3,3,1,0.3333333333333333,1.0,1,1,1,3,3
AD,9,9,6,0.6666666666666666,1.0,1,3,1,7,7
AE,71,67,26,0.36619718309859156,0.9436619718309859,1,22,14,69,66
AF,18,17,9,0.5,0.9444444444444444,1,6,2,16,15
AL,94,85,29,0.30851063829787234,0.9042553191489362,1,29,20,94,88
AM,68,68,17,0.25,1.0,1,21,10,68,63
AO,38,34,13,0.34210526315789475,0.8947368421052632,1,12,5,37,37
AR,184,176,39,0.21195652173913043,0.9565217391304348,1,58,43,182,169
AT,720,700,123,0.17083333333333334,0.9722222222222222,1,225,85,701,573
AU,898,772,595,0.6625835189309577,0.8596881959910914,1,280,77,874,679
AX,6,6,5,0.8333333333333334,1.0,1,2,2,6,6
AZ,27,21,5,0.18518518518518517,0.7777777777777778,1,9,8,27,26
BA,48,41,3,0.0625,0.8541666666666666,1,15,7,46,46
BB,4,4,2,0.5,1.0,1,1,1,4,4
BD,33,33,13,0.3939393939393939,1.0,1,11,7,32,30
BE,514,495,84,0.16342412451361868,0.9630350194552529,1,160,28,498,424
BF,12,9,4,0.3333333333333333,0.75,1,4,3,12,12
BG,300,287,38,0.12666666666666668,0.9566666666666667,1,90,50,287,256
BH,18,17,12,0.6666666666666666,0.9444444444444444,1,6,3,18,18
BI,3,1,0,0.0,0.3333333333333333,1,1,1,2,2
BJ,33,33,15,0.45454545454545453,1.0,1,10,5,33,33
BL,3,3,1,0.3333333333333333,1.0,1,1,1,3,3
BO,56,56,14,0.25,1.0,1,18,8,56,53
BR,350,307,61,0.1742857142857143,0.8771428571428571,1,109,70,340,290
BT,6,3,2,0.3333333333333333,0.5,1,2,2,6,6
BW,4,4,0,0.0,1.0,1,1,1,4,4
BY,86,83,12,0.13953488372093023,0.9651162790697675,1,27,14,84,81
CA,988,938,335,0.3390688259109312,0.9493927125506073,1,312,96,967,744
CD,9,9,1,0.1111111111111111,1.0,1,3,3,9,9
CG,9,8,2,0.2222222222222222,0.8888888888888888,1,3,2,9,9
CH,1101,1034,250,0.22706630336058128,0.9391462306993642,1,341,86,1017,793
CI,7,7,5,0.7142857142857143,1.0,1,2,2,7,7
CK,3,3,3,1.0,1.0,1,1,1,3,3
CL,280,266,45,0.16071428571428573,0.95,1,87,37,277,254
CM,6,6,4,0.6666666666666666,1.0,1,2,2,6,6
CN,260,246,99,0.38076923076923075,0.9461538461538461,1,79,27,256,232
CO,133,118,24,0.18045112781954886,0.8872180451127819,1,43,29,125,122
CR,54,37,9,0.16666666666666666,0.6851851851851852,1,18,9,52,50
CU,3,3,2,0.6666666666666666,1.0,1,1,1,3,3
CV,12,12,8,0.6666666666666666,1.0,1,4,2,12,12
CW,6,6,3,0.5,1.0,1,2,2,6,6
CY,44,40,25,0.5681818181818182,0.9090909090909091,1,14,7,43,43
CZ,924,899,177,0.19155844155844157,0.9729437229437229,1,287,113,909,703
DE,5850,5599,920,0.15726495726495726,0.9570940170940171,1,1815,408,5609,3091
DJ,8,8,3,0.375,1.0,1,3,2,8,8
DK,353,336,265,0.7507082152974505,0.9518413597733711,1,110,36,344,298
DO,25,25,13,0.52,1.0,1,9,7,25,24
DZ,3,2,0,0.0,0.6666666666666666,1,1,1,3,3
EC,90,85,19,0.2111111111111111,0.9444444444444444,1,27,20,89,87
EE,135,115,70,0.5185185185185185,0.8518518518518519,1,43,22,135,126
EG,9,9,4,0.4444444444444444,1.0,1,3,2,9,9
ES,825,757,182,0.2206060606060606,0.9175757575757576,1,251,79,804,626
ET,4,4,2,0.5,1.0,1,1,1,4,4
FI,569,544,343,0.6028119507908611,0.9560632688927944,1,178,62,543,451
FJ,7,3,3,0.42857142857142855,0.42857142857142855,1,2,2,7,7
FM,7,4,4,0.5714285714285714,0.5714285714285714,1,3,1,7,7
FR,3490,3318,566,0.16217765042979942,0.9507163323782235,1,1074,179,3378,2161
GB,1956,1815,309,0.1579754601226994,0.9279141104294478,1,613,205,1907,1332
GE,54,54,13,0.24074074074074073,1.0,1,16,11,54,52
GF,3,3,0,0.0,1.0,1,1,1,3,3
GG,3,3,3,1.0,1.0,1,1,1,3,3
GH,10,10,6,0.6,1.0,1,3,3,10,10
GP,7,7,3,0.42857142857142855,1.0,1,2,2,7,7
GQ,4,4,4,1.0,1.0,1,1,1,4,4
GR,249,230,42,0.1686746987951807,0.9236947791164659,1,76,25,247,225
GT,13,12,0,0.0,0.9230769230769231,1,4,3,13,13
GU,29,26,26,0.896551724137931,0.896551724137931,1,9,5,24,24
HK,208,189,148,0.7115384615384616,0.9086538461538461,1,66,40,204,186
HN,37,37,21,0.5675675675675675,1.0,1,11,8,34,34
HR,149,127,24,0.1610738255033557,0.8523489932885906,1,47,22,149,140
HT,3,3,0,0.0,1.0,1,1,1,3,3
HU,183,171,18,0.09836065573770492,0.9344262295081968,1,55,21,162,147
ID,308,292,267,0.8668831168831169,0.948051948051948,1,96,66,299,269
IE,317,299,69,0.21766561514195584,0.943217665615142,1,100,27,308,278
IL,113,106,72,0.6371681415929203,0.9380530973451328,1,35,13,113,106
IM,10,10,8,0.8,1.0,1,3,3,10,10
IN,498,427,167,0.3353413654618474,0.857429718875502,1,152,63,465,390
IQ,34,30,5,0.14705882352941177,0.8823529411764706,1,10,8,34,34
IR,147,76,10,0.06802721088435375,0.5170068027210885,1,47,24,133,123
IS,40,40,7,0.175,1.0,1,12,9,40,39
IT,1106,1026,180,0.162748643761302,0.9276672694394213,1,345,117,1069,809
JM,21,20,15,0.7142857142857143,0.9523809523809523,1,6,3,16,16
JO,14,7,2,0.14285714285714285,0.5,1,4,4,14,14
JP,942,870,251,0.2664543524416136,0.9235668789808917,1,292,118,925,716
KE,57,51,19,0.3333333333333333,0.8947368421052632,1,17,11,55,53
KG,72,63,11,0.1527777777777778,0.875,1,23,12,70,67
KH,22,19,6,0.2727272727272727,0.8636363636363636,1,7,7,22,22
KI,6,6,6,1.0,1.0,1,2,1,6,6
KN,3,3,3,1.0,1.0,1,1,1,3,3
KR,115,96,23,0.2,0.8347826086956521,1,35,14,113,105
KW,6,3,0,0.0,0.5,1,2,2,6,6
KY,3,3,3,1.0,1.0,1,1,1,3,3
KZ,240,236,37,0.15416666666666667,0.9833333333333333,1,73,23,233,211
LA,13,13,9,0.6923076923076923,1.0,1,4,1,13,13
LB,12,9,4,0.3333333333333333,0.75,1,4,4,12,12
LC,7,7,6,0.8571428571428571,1.0,1,2,1,7,7
LI,10,10,1,0.1,1.0,1,3,3,10,10
LK,40,37,31,0.775,0.925,1,13,6,37,36
LR,3,3,1,0.3333333333333333,1.0,1,1,1,3,3
LS,3,3,0,0.0,1.0,1,1,1,3,3
LT,138,129,27,0.1956521739130435,0.9347826086956522,1,43,25,138,128
LU,151,141,24,0.15894039735099338,0.9337748344370861,1,48,22,146,133
LV,100,95,19,0.19,0.95,1,31,21,100,93
MA,3,3,1,0.3333333333333333,1.0,1,1,1,3,3
MD,86,83,11,0.12790697674418605,0.9651162790697675,1,26,14,86,84
ME,20,20,6,0.3,1.0,1,6,5,20,18
MG,7,7,4,0.5714285714285714,1.0,1,2,1,7,7
MH,3,3,1,0.3333333333333333,1.0,1,1,1,3,3
MK,40,36,10,0.25,0.9,1,13,10,40,39
ML,3,3,3,1.0,1.0,1,1,1,3,3
MM,10,10,10,1.0,1.0,1,3,3,10,10
MN,27,27,12,0.4444444444444444,1.0,1,8,8,27,27
MP,3,3,3,1.0,1.0,1,1,1,3,3
MT,30,29,29,0.9666666666666667,0.9666666666666667,1,9,3,30,29
MU,27,23,5,0.18518518518518517,0.8518518518518519,1,8,4,27,26
MV,39,39,35,0.8974358974358975,1.0,1,12,4,39,38
MW,3,3,0,0.0,1.0,1,1,1,3,3
MX,186,172,42,0.22580645161290322,0.9247311827956989,1,58,27,185,166
MY,115,108,70,0.6086956521739131,0.9391304347826087,1,36,20,114,106
MZ,10,10,4,0.4,1.0,1,3,3,10,10
NA,13,10,4,0.3076923076923077,0.7692307692307693,1,4,3,11,11
NC,15,15,15,1.0,1.0,1,5,2,15,14
NG,32,32,18,0.5625,1.0,1,10,6,32,30
NI,23,21,6,0.2608695652173913,0.9130434782608695,1,7,5,23,22
NL,2159,2024,337,0.15609078276980085,0.937471051412691,1,670,185,2094,1441
NO,300,274,243,0.81,0.9133333333333333,1,93,35,286,260
NP,47,47,12,0.2553191489361702,1.0,1,16,10,47,47
NU,3,3,3,1.0,1.0,1,1,1,3,3
NZ,381,337,321,0.84251968503937,0.884514435695538,1,116,35,364,307
OM,7,7,5,0.7142857142857143,1.0,1,2,2,7,7
PA,70,66,19,0.2714285714285714,0.9428571428571428,1,22,10,66,63
PE,75,74,20,0.26666666666666666,0.9866666666666667,1,23,18,75,74
PF,19,19,2,0.10526315789473684,1.0,1,6,1,19,18
PG,3,3,3,1.0,1.0,1,1,1,3,3
PH,215,197,131,0.6093023255813953,0.9162790697674419,1,66,35,211,191
PK,43,28,10,0.23255813953488372,0.6511627906976745,1,13,9,43,43
PL,755,707,115,0.152317880794702,0.9364238410596026,1,234,133,728,568
PR,7,7,7,1.0,1.0,1,2,2,7,7
PS,3,3,2,0.6666666666666666,1.0,1,1,1,2,2
PT,336,312,201,0.5982142857142857,0.9285714285714286,1,104,23,322,280
PW,3,3,1,0.3333333333333333,1.0,1,1,1,3,3
PY,34,28,5,0.14705882352941177,0.8235294117647058,1,11,8,33,33
QA,3,3,1,0.3333333333333333,1.0,1,1,1,3,3
RE,162,161,66,0.4074074074074074,0.9938271604938271,1,52,5,160,148
RO,286,272,42,0.14685314685314685,0.951048951048951,1,90,47,283,253
RS,166,156,28,0.1686746987951807,0.9397590361445783,1,51,21,166,154
RU,1682,1577,482,0.28656361474435194,0.9375743162901308,1,522,309,1611,1142
RW,3,3,0,0.0,1.0,1,1,1,3,3
SA,79,65,15,0.189873417721519,0.8227848101265823,1,24,12,79,74
SE,746,692,369,0.49463806970509383,0.9276139410187667,1,233,78,722,575
SG,485,446,362,0.7463917525773196,0.9195876288659793,1,150,67,465,393
SI,157,139,19,0.12101910828025478,0.8853503184713376,1,49,22,151,136
SK,177,161,25,0.14124293785310735,0.9096045197740112,1,56,22,177,165
SL,7,3,3,0.42857142857142855,0.42857142857142855,1,2,2,7,7
SM,3,3,0,0.0,1.0,1,1,1,3,3
SN,6,6,1,0.16666666666666666,1.0,1,2,2,6,6
SR,3,3,3,1.0,1.0,1,1,1,3,3
SS,4,4,4,1.0,1.0,1,1,1,4,4
SV,45,45,8,0.17777777777777778,1.0,1,15,10,45,44
SY,10,0,0,0.0,0.0,1,3,2,10,10
TD,4,4,3,0.75,1.0,1,1,1,4,4
TG,4,4,2,0.5,1.0,1,1,1,4,4
TH,158,156,104,0.6582278481012658,0.9873417721518988,1,49,29,158,141
TJ,44,40,10,0.22727272727272727,0.9090909090909091,1,14,11,44,44
TL,13,13,8,0.6153846153846154,1.0,1,4,2,13,13
TN,24,20,4,0.16666666666666666,0.8333333333333334,1,8,5,21,21
TO,3,3,3,1.0,1.0,1,1,1,3,3
TR,226,202,31,0.13716814159292035,0.8938053097345132,1,69,30,222,202
