country,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,network_transition_entropy,network_transition_normalized_entropy,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_minus_network_normalized_entropy,normalized_entropy_reduction,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,analysis_scope
AE,83,0.2289156626506024,0.42168674698795183,0.5662650602409638,2.500540409294917,0.7974948244495246,12.189079272896802,broad_network_transition_distribution,0.6626506024096386,0.6987951807228916,0.7349397590361446,1.555649304574797,0.5382177224521175,4.738162036866128,-0.25927710199740706,0.25927710199740706,broad_corridor_observation_distribution,network_and_physical_both_broad,0.060240963855421686,True,True,True,True,True,auditable,,58,46,0.6746987951807228,0.3253012048192771,transition_near_country
AL,11,0.7272727272727273,1.0,1.0,0.5859526183035508,0.8453509366224364,1.7967017416268891,moderate_network_transition_concentration,1.0,1.0,1.0,-0.0,0.0,1.0,-0.8453509366224364,0.8453509366224364,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.2727272727272727,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,6,0.0,1.0,transition_near_country
AO,1,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,-0.0,0.0,1.0,0.0,0.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,transition_near_country
AU,966,0.40683229813664595,0.515527950310559,0.6014492753623188,2.4813307750748197,0.6060385825779502,11.95716613335475,broad_network_transition_distribution,0.35403726708074534,0.5921325051759834,0.7101449275362319,1.778611190281496,0.7157657976541043,5.921626692452281,0.10972721507615413,-0.10972721507615413,broad_corridor_observation_distribution,network_and_physical_both_broad,0.13561076604554864,True,True,True,True,True,auditable,,421,248,0.8105590062111802,0.18944099378881987,transition_near_country
AX,3,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,-0.0,0.0,1.0,0.0,0.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,transition_near_country
BB,1,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,-0.0,0.0,1.0,0.0,0.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,transition_near_country
BH,29,0.20689655172413793,0.41379310344827586,0.5517241379310345,2.1117595013842445,0.9171254985579398,8.262766851714835,broad_network_transition_distribution,0.4827586206896552,0.6206896551724138,0.7586206896551724,1.5732909489472664,0.8085116107293323,4.8224926849941046,-0.10861388782860748,0.10861388782860748,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,False,False,False,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,18,16,0.4827586206896552,0.5172413793103449,transition_near_country
BJ,11,0.45454545454545453,0.7272727272727273,0.9090909090909091,1.2406842919533958,0.8949645376549995,3.4579789224902,weak_network_transition_concentration,0.3181818181818182,0.6363636363636364,0.9090909090909091,1.301060941391834,0.9385170840201625,3.6731916421373354,0.043552546365163036,-0.043552546365163036,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.09090909090909091,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,3,0.0,1.0,transition_near_country
BN,1,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,-0.0,0.0,1.0,0.0,0.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,transition_near_country
BQ,1,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.16666666666666666,0.3333333333333333,0.5,1.791759469228055,1.0,6.0,1.0,-1.0,broad_corridor_observation_distribution,network_concentrated_physical_broad,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,transition_near_country
BR,187,0.3315508021390374,0.41711229946524064,0.49732620320855614,2.7154313459899524,0.7411998509315813,15.111126790258833,broad_network_transition_distribution,0.37967914438502676,0.5133689839572193,0.6417112299465241,2.1247904013270253,0.697905975334464,8.371142723829358,-0.04329387559711728,0.04329387559711728,broad_corridor_observation_distribution,network_and_physical_both_broad,0.058823529411764705,True,True,True,True,True,auditable,,176,141,0.6898395721925134,0.31016042780748665,transition_near_country
CA,526,0.1920152091254753,0.32509505703422054,0.41064638783269963,3.090681820948615,0.7459766638195826,21.992067517427703,broad_network_transition_distribution,0.6250950570342205,0.8304182509505703,0.9730038022813688,1.0371486441035798,0.4720266898529577,2.821161399905144,-0.2739499739666249,0.2739499739666249,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.15019011406844107,True,True,True,True,True,auditable,,162,98,0.6121673003802282,0.38783269961977185,transition_near_country
CL,1,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,-0.0,0.0,1.0,0.0,0.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,transition_near_country
CM,3,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,-0.0,0.0,1.0,0.0,0.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,transition_near_country
CN,56,0.25,0.4285714285714286,0.5714285714285714,2.357009399992199,0.8154692881817432,10.559325466844964,broad_network_transition_distribution,0.32142857142857145,0.6428571428571429,0.75,1.8376493409456858,0.6963279351015812,6.281754628799381,-0.11914135308016205,0.11914135308016205,broad_corridor_observation_distribution,network_and_physical_both_broad,0.017857142857142856,True,True,True,True,True,auditable,,52,42,0.48214285714285715,0.5178571428571429,transition_near_country
CO,7,0.7142857142857143,0.8571428571428572,1.0,0.7963116401738131,0.72483409150576,2.2173474522732106,moderate_network_transition_concentration,0.42857142857142855,0.7142857142857142,0.8571428571428571,1.2770342594661392,0.9211854965885544,3.5859888270569544,0.19635140508279447,-0.19635140508279447,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,6,0.14285714285714285,0.8571428571428571,transition_near_country
CV,13,0.6923076923076923,0.9230769230769231,1.0,0.7902679680745903,0.7193329040881773,2.2039869452704277,moderate_network_transition_concentration,0.23076923076923078,0.46153846153846156,0.6923076923076923,1.5508457063832817,0.9635946154877113,4.715456388341039,0.244261711399534,-0.244261711399534,broad_corridor_observation_distribution,network_concentrated_physical_broad,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.6923076923076923,0.3076923076923077,transition_near_country
CW,21,0.6190476190476191,0.8095238095238095,0.9047619047619048,1.126626559028212,0.7000124393269148,3.0852310803086485,moderate_network_transition_concentration,0.7142857142857143,0.9047619047619048,0.9523809523809523,0.8461447967228176,0.6103644510530045,2.330644402002197,-0.0896479882739103,0.0896479882739103,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,15,13,0.0,1.0,transition_near_country
CY,21,0.42857142857142855,0.6190476190476191,0.8095238095238095,1.508728606956519,0.8420374681242933,4.520979197317614,weak_network_transition_concentration,0.9047619047619048,1.0,1.0,0.31449220128141064,0.4537163391869449,1.3695636716720743,-0.3883211289373484,0.3883211289373484,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.047619047619047616,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",9,5,0.0,1.0,transition_near_country
DJ,23,0.6521739130434783,0.782608695652174,0.8260869565217391,1.2260772645144764,0.6300790738512279,3.4078352460880645,weak_network_transition_concentration,0.4782608695652174,0.6086956521739131,0.6956521739130435,1.6645564789662768,0.8004824591614139,5.283329462295047,0.17040338531018606,-0.17040338531018606,broad_corridor_observation_distribution,network_and_physical_both_broad,0.043478260869565216,False,False,False,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,22,21,0.0,1.0,transition_near_country
DK,814,0.09950859950859951,0.19656019656019658,0.28132678132678135,3.5050342534150607,0.8021686885303124,33.28258387503857,broad_network_transition_distribution,0.902948402948403,0.952088452088452,1.0,0.38581921208970416,0.351187781230308,1.4708187405304527,-0.4509809073000044,0.4509809073000044,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.05773955773955774,True,True,True,True,True,auditable,,225,131,0.7592137592137592,0.24078624078624078,transition_near_country
DO,14,0.2857142857142857,0.5,0.7142857142857142,1.6731183626432509,0.9337851376692217,5.328758917915539,broad_network_transition_distribution,0.5714285714285714,0.7857142857142857,0.9285714285714285,1.1163670752893367,0.805288621665821,3.0537400194437296,-0.12849651600340062,0.12849651600340062,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",8,8,0.21428571428571427,0.7857142857142857,transition_near_country
EE,59,0.423728813559322,0.6440677966101694,0.847457627118644,1.41217323865914,0.7881488910269566,4.104866572241738,weak_network_transition_concentration,0.4067796610169492,0.7033898305084746,1.0,1.0868540072805994,0.9892971510433719,2.964931731159604,0.20114826001641528,-0.20114826001641528,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,30,19,0.0,1.0,transition_near_country
ES,133,0.48872180451127817,0.6766917293233082,0.7218045112781954,1.8757104629309205,0.6370349245484881,6.525453566700581,broad_network_transition_distribution,0.3609022556390977,0.7218045112781954,0.7894736842105263,1.6730284945746223,0.6522657025206825,5.3282800541610005,0.01523077797219441,-0.01523077797219441,broad_corridor_observation_distribution,network_and_physical_both_broad,0.015037593984962405,True,True,True,True,True,auditable,,117,71,0.11278195488721804,0.8872180451127819,transition_near_country
FI,361,0.4515235457063712,0.5650969529085873,0.6371191135734072,2.246208972726477,0.6670661225317704,9.451835663302592,broad_network_transition_distribution,0.36426592797783935,0.7285318559556787,0.8365650969529086,1.4829691213415845,0.7131573990503225,4.406008252275803,0.04609127651855205,-0.04609127651855205,weak_corridor_observation_concentration,network_and_physical_both_broad,0.10249307479224377,True,True,True,True,True,auditable,,182,88,0.1440443213296399,0.8559556786703602,transition_near_country
FJ,8,0.375,0.75,1.0,1.0821955300387673,0.9850568223215079,2.9511517858675242,weak_network_transition_concentration,1.0,1.0,1.0,-0.0,0.0,1.0,-0.9850568223215079,0.9850568223215079,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.25,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,3,0.0,1.0,transition_near_country
FR,955,0.2534031413612565,0.4890052356020942,0.5664921465968586,2.7750906359786187,0.6369694983924936,16.040080738188813,broad_network_transition_distribution,0.27486910994764396,0.5424083769633508,0.6732984293193717,2.2686139820411926,0.6545836283164385,9.66599428370618,0.017614129923944843,-0.017614129923944843,broad_corridor_observation_distribution,network_and_physical_both_broad,0.041884816753926704,True,True,True,True,True,auditable,,907,504,0.0,1.0,transition_near_country
