probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds
NO,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,116,116,98,0.8448275862068966,0.896551724137931,0.8448275862068966,0.8189655172413793,0.10344827586206896,0.3620689655172414,98,0.8448275862068966,1.0,71,30,114,108,1.0,True,0.04672897196261682,True,True,auditable,
NZ,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,133,133,110,0.8270676691729323,0.9473684210526315,0.8270676691729323,0.5714285714285714,0.6466165413533834,0.924812030075188,110,0.8270676691729323,1.0,82,27,127,113,1.0,True,0.09584664536741214,True,True,auditable,
SG,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,182,182,148,0.8131868131868132,0.8351648351648352,0.8131868131868132,0.7637362637362637,0.32967032967032966,0.7967032967032966,148,0.8131868131868132,1.0,111,51,180,156,1.0,True,0.09018036072144289,True,True,auditable,
LK,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,40,37,31,0.775,0.775,0.775,0.5,0.675,0.35,31,0.775,0.925,13,6,37,36,0.3,True,0.06756756756756757,True,True,auditable,
NO,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,300,274,226,0.7533333333333333,0.81,0.7533333333333333,0.7366666666666667,0.08,0.35333333333333333,226,0.7533333333333333,0.9133333333333333,93,35,286,260,0.38666666666666666,True,0.036,True,True,auditable,
ID,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,134,134,100,0.746268656716418,0.917910447761194,0.746268656716418,0.6194029850746269,0.5671641791044776,0.8283582089552238,100,0.746268656716418,1.0,81,58,133,118,1.0,True,0.128099173553719,True,True,auditable,
ID,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,308,292,222,0.7207792207792207,0.8668831168831169,0.7207792207792207,0.5681818181818182,0.5551948051948052,0.7792207792207793,222,0.7207792207792207,0.948051948051948,96,66,299,269,0.43506493506493504,True,0.1576923076923077,True,True,auditable,
SG,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,485,446,348,0.7175257731958763,0.7463917525773196,0.7175257731958763,0.6659793814432989,0.2618556701030928,0.6969072164948453,348,0.7175257731958763,0.9195876288659793,150,67,465,393,0.3752577319587629,True,0.08450704225352113,True,True,auditable,
NZ,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,381,337,263,0.6902887139107612,0.84251968503937,0.6902887139107612,0.43832020997375326,0.5406824146981627,0.8188976377952756,263,0.6902887139107612,0.884514435695538,116,35,364,307,0.34908136482939633,True,0.09379509379509379,True,True,auditable,
IL,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,43,43,28,0.6511627906976745,0.6511627906976745,0.6511627906976745,0.6046511627906976,0.16279069767441862,0.6046511627906976,28,0.6511627906976745,1.0,26,11,43,39,1.0,True,0.0,True,True,auditable,
PH,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,74,74,48,0.6486486486486487,0.6891891891891891,0.6486486486486487,0.2702702702702703,0.581081081081081,0.40540540540540543,48,0.6486486486486487,1.0,47,29,72,68,1.0,True,0.11688311688311688,True,True,auditable,
AU,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,334,334,210,0.6287425149700598,0.7844311377245509,0.6287425149700598,0.4880239520958084,0.2904191616766467,0.6167664670658682,210,0.6287425149700598,1.0,207,62,328,274,1.0,True,0.1377672209026128,True,True,auditable,
IL,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,113,106,71,0.6283185840707964,0.6371681415929203,0.6283185840707964,0.5663716814159292,0.17699115044247787,0.5752212389380531,71,0.6283185840707964,0.9380530973451328,35,13,113,106,0.3805309734513274,True,0.02142857142857143,True,True,auditable,
FI,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,252,252,154,0.6111111111111112,0.6468253968253969,0.6111111111111112,0.23412698412698413,0.5317460317460317,0.17063492063492064,154,0.6111111111111112,1.0,151,57,245,207,1.0,True,0.1092436974789916,True,True,auditable,
MY,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,47,47,28,0.5957446808510638,0.6382978723404256,0.5957446808510638,0.3617021276595745,0.3191489361702128,0.46808510638297873,28,0.5957446808510638,1.0,28,15,46,44,1.0,True,0.11904761904761904,True,True,auditable,
TH,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,74,74,44,0.5945945945945946,0.6756756756756757,0.5945945945945946,0.44594594594594594,0.2702702702702703,0.5540540540540541,44,0.5945945945945946,1.0,41,26,74,67,1.0,True,0.0641025641025641,True,True,auditable,
TH,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,158,156,93,0.5886075949367089,0.6582278481012658,0.5886075949367089,0.44936708860759494,0.25949367088607594,0.5632911392405063,93,0.5886075949367089,0.9873417721518988,49,29,158,141,0.46835443037974683,True,0.08771929824561403,True,True,auditable,
PH,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,215,197,123,0.5720930232558139,0.6093023255813953,0.5720930232558139,0.27906976744186046,0.5023255813953489,0.386046511627907,123,0.5720930232558139,0.9162790697674419,66,35,211,191,0.34418604651162793,True,0.09004739336492891,True,True,auditable,
FI,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,569,544,324,0.5694200351493849,0.6028119507908611,0.5694200351493849,0.21616871704745166,0.5096660808435852,0.1546572934973638,324,0.5694200351493849,0.9560632688927944,178,62,543,451,0.4428822495606327,True,0.07587548638132295,True,True,auditable,
CY,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,44,40,25,0.5681818181818182,0.5681818181818182,0.5681818181818182,0.11363636363636363,0.5227272727272727,0.13636363636363635,25,0.5681818181818182,0.9090909090909091,14,7,43,43,0.3409090909090909,True,0.06451612903225806,True,True,auditable,
MY,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,115,108,63,0.5478260869565217,0.6086956521739131,0.5478260869565217,0.3652173913043478,0.3217391304347826,0.4782608695652174,63,0.5478260869565217,0.9391304347826087,36,20,114,106,0.40869565217391307,True,0.15384615384615385,True,True,auditable,
AU,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,898,772,468,0.5211581291759465,0.6625835189309577,0.5211581291759465,0.4042316258351893,0.22939866369710468,0.5233853006681515,468,0.5211581291759465,0.8596881959910914,280,77,874,679,0.37193763919821826,True,0.13178294573643412,True,True,auditable,
EE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,135,115,67,0.4962962962962963,0.5185185185185185,0.4962962962962963,0.08148148148148149,0.4740740740740741,0.07407407407407407,67,0.4962962962962963,0.8518518518518519,43,22,135,126,0.3333333333333333,True,0.02912621359223301,True,True,auditable,
EE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,45,45,21,0.4666666666666667,0.4888888888888889,0.4666666666666667,0.022222222222222223,0.4666666666666667,0.06666666666666667,21,0.4666666666666667,1.0,27,17,45,43,1.0,True,0.0,True,True,auditable,
HK,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,82,82,32,0.3902439024390244,0.8170731707317073,0.3902439024390244,0.2804878048780488,0.23170731707317074,0.8048780487804879,32,0.3902439024390244,1.0,54,33,82,73,1.0,True,0.06451612903225806,True,True,auditable,
RE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,162,161,62,0.38271604938271603,0.4074074074074074,0.38271604938271603,0.2839506172839506,0.20987654320987653,0.30246913580246915,62,0.38271604938271603,0.9938271604938271,52,5,160,148,0.4012345679012346,True,0.2642857142857143,True,True,auditable,
IN,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,186,186,69,0.3709677419354839,0.3978494623655914,0.3709677419354839,0.23118279569892472,0.2956989247311828,0.25268817204301075,69,0.3709677419354839,1.0,115,50,181,167,1.0,True,0.23357664233576642,True,True,auditable,
SE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,296,296,107,0.3614864864864865,0.5135135135135135,0.3614864864864865,0.24324324324324326,0.15878378378378377,0.34797297297297297,107,0.3614864864864865,1.0,188,69,293,240,1.0,True,0.05228758169934641,True,True,auditable,
SE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,746,692,264,0.353887399463807,0.49463806970509383,0.353887399463807,0.26273458445040215,0.13404825737265416,0.3109919571045576,264,0.353887399463807,0.9276139410187667,233,78,722,575,0.3967828418230563,True,0.0374331550802139,True,True,auditable,
AE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,71,67,25,0.352112676056338,0.36619718309859156,0.352112676056338,0.23943661971830985,0.16901408450704225,0.14084507042253522,25,0.352112676056338,0.9436619718309859,22,14,69,66,0.38028169014084506,True,0.1794871794871795,True,True,auditable,
VN,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,91,87,30,0.32967032967032966,0.6923076923076923,0.32967032967032966,0.26373626373626374,0.14285714285714285,0.6373626373626373,30,0.32967032967032966,0.9560439560439561,28,16,90,86,0.31868131868131866,True,0.10294117647058823,True,True,auditable,
IN,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,498,427,160,0.321285140562249,0.3353413654618474,0.321285140562249,0.1927710843373494,0.25502008032128515,0.19879518072289157,160,0.321285140562249,0.857429718875502,152,63,465,390,0.37349397590361444,True,0.18789808917197454,True,True,auditable,
CA,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,400,400,120,0.3,0.3875,0.3,0.205,0.195,0.295,120,0.3,1.0,240,82,395,310,1.0,True,0.16260162601626016,True,True,auditable,
HK,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,208,189,60,0.28846153846153844,0.7115384615384616,0.28846153846153844,0.1971153846153846,0.1875,0.7019230769230769,60,0.28846153846153844,0.9086538461538461,66,40,204,186,0.3942307692307692,True,0.05263157894736842,True,True,auditable,
CA,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,988,938,276,0.2793522267206478,0.3390688259109312,0.2793522267206478,0.19635627530364372,0.19433198380566802,0.2479757085020243,276,0.2793522267206478,0.9493927125506073,312,96,967,744,0.4048582995951417,True,0.14726027397260275,True,True,auditable,
AL,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,94,85,26,0.2765957446808511,0.30851063829787234,0.2765957446808511,0.11702127659574468,0.19148936170212766,0.1702127659574468,26,0.2765957446808511,0.9042553191489362,29,20,94,88,0.2553191489361702,True,0.125,True,True,auditable,
PT,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,109,109,27,0.24770642201834864,0.6880733944954128,0.24770642201834864,0.07339449541284404,0.22935779816513763,0.6238532110091743,27,0.24770642201834864,1.0,76,20,108,97,1.0,True,0.07317073170731707,True,True,auditable,
RU,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,657,657,160,0.243531202435312,0.3105022831050228,0.243531202435312,0.1308980213089802,0.1537290715372907,0.1400304414003044,160,0.243531202435312,1.0,396,249,641,464,1.0,True,0.02857142857142857,True,True,auditable,
ZA,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,193,193,47,0.24352331606217617,0.3160621761658031,0.24352331606217617,0.09326424870466321,0.22279792746113988,0.16062176165803108,47,0.24352331606217617,1.0,111,60,189,168,1.0,True,0.08045977011494253,True,True,auditable,
RU,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,1682,1577,399,0.23721759809750298,0.28656361474435194,0.23721759809750298,0.13317479191438764,0.14090368608799048,0.1117717003567182,399,0.23721759809750298,0.9375743162901308,522,309,1611,1142,0.3906064209274673,True,0.03130755064456722,True,True,auditable,
ZA,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,431,409,101,0.23433874709976799,0.28074245939675174,0.23433874709976799,0.08352668213457076,0.20185614849187936,0.13225058004640372,101,0.23433874709976799,0.9489559164733179,134,71,408,354,0.44779582366589327,True,0.085,True,True,auditable,
PT,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,336,312,70,0.20833333333333334,0.5982142857142857,0.20833333333333334,0.044642857142857144,0.18452380952380953,0.5386904761904762,70,0.20833333333333334,0.9285714285714286,104,23,322,280,0.3244047619047619,True,0.058823529411764705,True,True,auditable,
ES,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,327,327,66,0.2018348623853211,0.26605504587155965,0.2018348623853211,0.10397553516819572,0.1345565749235474,0.1743119266055046,66,0.2018348623853211,1.0,199,64,322,259,1.0,True,0.025,True,True,auditable,
CN,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,260,246,48,0.18461538461538463,0.38076923076923075,0.18461538461538463,0.07692307692307693,0.13846153846153847,0.33076923076923076,48,0.18461538461538463,0.9461538461538461,79,27,256,232,0.36923076923076925,True,0.06329113924050633,True,True,auditable,
IE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,130,130,24,0.18461538461538463,0.26153846153846155,0.18461538461538463,0.07692307692307693,0.14615384615384616,0.17692307692307693,24,0.18461538461538463,1.0,76,19,126,119,1.0,True,0.0,True,True,auditable,
DK,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,146,146,26,0.1780821917808219,0.8013698630136986,0.1780821917808219,0.1095890410958904,0.1095890410958904,0.7602739726027398,26,0.1780821917808219,1.0,84,29,138,123,1.0,True,0.0784313725490196,True,True,auditable,
GR,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,97,97,17,0.17525773195876287,0.2268041237113402,0.17525773195876287,0.10309278350515463,0.1134020618556701,0.14432989690721648,17,0.17525773195876287,1.0,58,24,97,92,1.0,True,0.0,True,True,auditable,
ES,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,825,757,143,0.17333333333333334,0.2206060606060606,0.17333333333333334,0.08242424242424243,0.12363636363636364,0.12848484848484848,143,0.17333333333333334,0.9175757575757576,251,79,804,626,0.39636363636363636,True,0.052845528455284556,True,True,auditable,
MX,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,186,172,31,0.16666666666666666,0.22580645161290322,0.16666666666666666,0.11290322580645161,0.07526881720430108,0.13978494623655913,31,0.16666666666666666,0.9247311827956989,58,27,185,166,0.41935483870967744,True,0.02564102564102564,True,True,auditable,
BR,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,157,157,26,0.16560509554140126,0.2356687898089172,0.16560509554140126,0.08280254777070063,0.10828025477707007,0.1592356687898089,26,0.16560509554140126,1.0,88,61,156,137,1.0,True,0.15555555555555556,True,True,auditable,
IE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,317,299,52,0.1640378548895899,0.21766561514195584,0.1640378548895899,0.07255520504731862,0.12302839116719243,0.13249211356466878,52,0.1640378548895899,0.943217665615142,100,27,308,278,0.41009463722397477,True,0.025974025974025976,True,True,auditable,
IT,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,398,398,65,0.16331658291457288,0.228643216080402,0.16331658291457288,0.08542713567839195,0.11809045226130653,0.16331658291457288,65,0.16331658291457288,1.0,248,92,388,319,1.0,True,0.01694915254237288,True,True,auditable,
JP,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,369,369,59,0.15989159891598917,0.2953929539295393,0.15989159891598917,0.1002710027100271,0.10298102981029811,0.24390243902439024,59,0.15989159891598917,1.0,215,94,369,291,1.0,True,0.08888888888888889,True,True,auditable,
DK,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,353,336,56,0.15864022662889518,0.7507082152974505,0.15864022662889518,0.09915014164305949,0.10198300283286119,0.7223796033994334,56,0.15864022662889518,0.9518413597733711,110,36,344,298,0.41359773371104813,True,0.13861386138613863,True,True,auditable,
US,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,2506,2506,380,0.1516360734237829,0.29329608938547486,0.1516360734237829,0.10814046288906624,0.06664006384676775,0.23024740622505985,380,0.1516360734237829,1.0,1495,438,2469,1430,1.0,True,0.093603744149766,True,True,auditable,
CH,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,422,422,63,0.14928909952606634,0.2725118483412322,0.14928909952606634,0.08056872037914692,0.12322274881516587,0.22037914691943128,63,0.14928909952606634,1.0,259,74,402,324,1.0,True,0.025423728813559324,True,True,auditable,
LT,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,138,129,20,0.14492753623188406,0.1956521739130435,0.14492753623188406,0.10869565217391304,0.09420289855072464,0.16666666666666666,20,0.14492753623188406,0.9347826086956522,43,25,138,128,0.391304347826087,True,0.09302325581395349,True,True,auditable,
JP,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,942,870,135,0.14331210191082802,0.2664543524416136,0.14331210191082802,0.08386411889596602,0.09023354564755838,0.21125265392781317,135,0.14331210191082802,0.9235668789808917,292,118,925,716,0.39171974522292996,True,0.055,True,True,auditable,
CO,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,133,118,19,0.14285714285714285,0.18045112781954886,0.14285714285714285,0.09022556390977443,0.09022556390977443,0.12030075187969924,19,0.14285714285714285,0.8872180451127819,43,29,125,122,0.46616541353383456,True,0.0,True,True,auditable,
FR,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,1402,1402,198,0.14122681883024252,0.20185449358059915,0.14122681883024252,0.07845934379457917,0.10271041369472182,0.1390870185449358,198,0.14122681883024252,1.0,843,146,1367,913,1.0,True,0.022922636103151862,True,True,auditable,
BE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,218,218,29,0.13302752293577982,0.1834862385321101,0.13302752293577982,0.08256880733944955,0.0871559633027523,0.14220183486238533,29,0.13302752293577982,1.0,128,26,213,185,1.0,True,0.14285714285714285,True,True,auditable,
CZ,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,386,386,50,0.12953367875647667,0.21502590673575128,0.12953367875647667,0.06217616580310881,0.09844559585492228,0.15803108808290156,50,0.12953367875647667,1.0,230,100,385,308,1.0,True,0.06097560975609756,True,True,auditable,
GB,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,758,758,96,0.1266490765171504,0.20316622691292877,0.1266490765171504,0.06596306068601583,0.079155672823219,0.15699208443271767,96,0.1266490765171504,1.0,477,174,752,553,1.0,True,0.013605442176870748,True,True,auditable,
AR,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,184,176,23,0.125,0.21195652173913043,0.125,0.08152173913043478,0.07608695652173914,0.17391304347826086,23,0.125,0.9565217391304348,58,43,182,169,0.33695652173913043,True,0.06521739130434782,True,True,auditable,
US,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,6118,5790,751,0.12275253350768225,0.23242889833278849,0.12275253350768225,0.08957175547564564,0.05083360575351422,0.17767244197450147,751,0.12275253350768225,0.9463877084014384,1892,513,6000,3320,0.4096109839816934,True,0.115625,True,True,auditable,
NL,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,871,871,103,0.1182548794489093,0.20436280137772675,0.1182548794489093,0.0677382319173364,0.08036739380022963,0.1687715269804822,103,0.1182548794489093,1.0,533,154,851,607,1.0,True,0.038461538461538464,True,True,auditable,
CZ,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,924,899,109,0.11796536796536797,0.19155844155844157,0.11796536796536797,0.06277056277056277,0.07792207792207792,0.14393939393939395,109,0.11796536796536797,0.9729437229437229,287,113,909,703,0.41774891774891776,True,0.0425531914893617,True,True,auditable,
IT,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,1106,1026,130,0.11754068716094032,0.162748643761302,0.11754068716094032,0.06148282097649186,0.08408679927667269,0.11211573236889692,130,0.11754068716094032,0.9276672694394213,345,117,1069,809,0.35985533453887886,True,0.03508771929824561,True,True,auditable,
DE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,2544,2544,299,0.1175314465408805,0.1918238993710692,0.1175314465408805,0.06525157232704402,0.07625786163522012,0.1540880503144654,299,0.1175314465408805,1.0,1477,358,2457,1426,1.0,True,0.0673469387755102,True,True,auditable,
BR,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,350,307,41,0.11714285714285715,0.1742857142857143,0.11714285714285715,0.06571428571428571,0.06857142857142857,0.12571428571428572,41,0.11714285714285715,0.8771428571428571,109,70,340,290,0.44857142857142857,True,0.1267605633802817,True,True,auditable,
GR,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,249,230,29,0.11646586345381527,0.1686746987951807,0.11646586345381527,0.05622489959839357,0.08835341365461848,0.11646586345381527,29,0.11646586345381527,0.9236947791164659,76,25,247,225,0.3895582329317269,True,0.018518518518518517,True,True,auditable,
FR,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,3490,3318,404,0.11575931232091691,0.16217765042979942,0.11575931232091691,0.06303724928366762,0.07965616045845272,0.10830945558739255,404,0.11575931232091691,0.9507163323782235,1074,179,3378,2161,0.4017191977077364,True,0.03225806451612903,True,True,auditable,
UA,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,resolved_entry_only,219,219,25,0.1141552511415525,0.2009132420091324,0.1141552511415525,0.0547945205479452,0.0867579908675799,0.1598173515981735,25,0.1141552511415525,1.0,128,95,214,188,1.0,True,0.0,True,True,auditable,
CH,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,1101,1034,125,0.11353315168029064,0.22706630336058128,0.11353315168029064,0.06085376930063579,0.08356039963669391,0.1771117166212534,125,0.11353315168029064,0.9391462306993642,341,86,1017,793,0.3832879200726612,True,0.056768558951965066,True,True,auditable,
BE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,514,495,57,0.11089494163424124,0.16342412451361868,0.11089494163424124,0.06809338521400778,0.07198443579766536,0.122568093385214,57,0.11089494163424124,0.9630350194552529,160,28,498,424,0.42412451361867703,True,0.08235294117647059,True,True,auditable,
UA,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,522,486,57,0.10919540229885058,0.16091954022988506,0.10919540229885058,0.05747126436781609,0.07279693486590039,0.1111111111111111,57,0.10919540229885058,0.9310344827586207,165,115,502,431,0.41954022988505746,True,0.02197802197802198,True,True,auditable,
AT,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,720,700,77,0.10694444444444444,0.17083333333333334,0.10694444444444444,0.058333333333333334,0.06666666666666667,0.12361111111111112,77,0.10694444444444444,0.9722222222222222,225,85,701,573,0.42916666666666664,True,0.15702479338842976,True,True,auditable,
CL,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,280,266,29,0.10357142857142858,0.16071428571428573,0.10357142857142858,0.05714285714285714,0.05714285714285714,0.1,29,0.10357142857142858,0.95,87,37,277,254,0.4142857142857143,True,0.0,True,True,auditable,
GB,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,1956,1815,195,0.09969325153374232,0.1579754601226994,0.09969325153374232,0.06237218813905931,0.05725971370143149,0.12269938650306748,195,0.09969325153374232,0.9279141104294478,613,205,1907,1332,0.38752556237218816,True,0.02416918429003021,True,True,auditable,
DE,Topology-IPv4-UDP,topology_baseline,dynamic_multi_target,all_publicly_visible,5850,5599,571,0.09760683760683761,0.15726495726495726,0.09760683760683761,0.05829059829059829,0.06017094017094017,0.12341880341880342,571,0.09760683760683761,0.9570940170940171,1815,408,5609,3091,0.4348717948717949,True,0.07700205338809035,True,True,auditable,
