country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
CH,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,67,67.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,15,11,1,1.0,0.0,country_corridor_concentration_summary,,
,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,51,51.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,12,8,1,1.0,0.0,service_country_corridor_concentration_summary,CH,Wikipedia
,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,43,43.0,1,landing_region_0132::landing_region_0132,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,19,11,1,1.0,0.0,service_country_corridor_concentration_summary,KR,Wikipedia
,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,31,31.0,1,landing_region_0132::landing_region_0132,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,13,8,1,1.0,0.0,service_country_corridor_concentration_summary,NP,Wikipedia
SG,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4909,4909.0,2,landing_region_0132::landing_region_0132,0.9991851700957425,1.0,1.0,1.0066318952048174,severe_corridor_observation_concentration,True,True,True,True,auditable,,1296,451,1,0.9991851700957425,0.0008148299042574863,country_corridor_concentration_summary,,
,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,641,641.0,4,landing_region_0132::landing_region_0132,0.9875195007800313,0.9937597503900156,0.9968798751950079,1.0833822836701743,severe_corridor_observation_concentration,True,True,True,True,auditable,,107,51,1,0.9875195007800313,0.0124804992199688,service_country_corridor_concentration_summary,SG,Wikipedia
,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,731,731.0,3,landing_region_0132::landing_region_0132,0.9849521203830369,0.9986320109439124,1.0,1.0861799589801215,severe_corridor_observation_concentration,True,True,True,True,auditable,,196,93,1,0.9986320109439124,0.0013679890560875513,service_country_corridor_concentration_summary,JP,Wikipedia
,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,78,78.0,3,landing_region_0132::landing_region_0132,0.9615384615384616,0.9871794871794872,1.0,1.206236212627414,severe_corridor_observation_concentration,True,True,True,True,auditable,,29,22,1,0.9871794871794872,0.01282051282051282,service_country_corridor_concentration_summary,TH,Wikipedia
ES,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,116,116.0,4,landing_region_0126::landing_region_0431,0.9482758620689655,0.9827586206896551,0.9913793103448276,1.282017317073118,severe_corridor_observation_concentration,True,True,True,True,auditable,,58,22,1,0.05172413793103448,0.9482758620689655,country_corridor_concentration_summary,,
,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,53,53.0,2,landing_region_0083::landing_region_0083,0.9433962264150944,1.0,1.0,1.2429885132517104,severe_corridor_observation_concentration,True,True,True,True,auditable,,14,7,1,0.9433962264150944,0.05660377358490566,service_country_corridor_concentration_summary,IL,Wikipedia
