probe_country,service_id,service_class,deployment_type,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AD,Wikipedia,popular_web,distributed,6,6,0,0.0,1.0,3,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AE,Wikipedia,popular_web,distributed,33,33,14,0.42424242424242425,1.0,20,14,3,1,1.0,True,True,auditable,,probe_country_service
AF,Wikipedia,popular_web,distributed,9,8,0,0.0,0.8888888888888888,5,2,2,1,0.8888888888888888,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AL,Wikipedia,popular_web,distributed,45,41,4,0.08888888888888889,0.9111111111111111,23,14,2,1,0.9111111111111111,True,True,auditable,,probe_country_service
AM,Wikipedia,popular_web,distributed,27,27,0,0.0,1.0,14,7,1,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AO,Wikipedia,popular_web,distributed,18,18,0,0.0,1.0,10,4,3,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AR,Wikipedia,popular_web,distributed,97,94,0,0.0,0.9690721649484536,52,40,3,2,0.9690721649484536,True,True,auditable,,probe_country_service
AT,Wikipedia,popular_web,distributed,384,377,4,0.010416666666666666,0.9817708333333334,204,81,4,2,0.9817708333333334,True,True,auditable,,probe_country_service
AU,Wikipedia,popular_web,distributed,459,360,330,0.7189542483660131,0.7843137254901961,238,71,6,2,0.7843137254901961,True,True,auditable,,probe_country_service
AX,Wikipedia,popular_web,distributed,4,4,4,1.0,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AZ,Wikipedia,popular_web,distributed,17,13,0,0.0,0.7647058823529411,9,8,1,1,0.7647058823529411,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BA,Wikipedia,popular_web,distributed,30,26,0,0.0,0.8666666666666667,15,6,2,2,0.8666666666666667,True,True,auditable,,probe_country_service
BB,Wikipedia,popular_web,distributed,2,2,1,0.5,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BD,Wikipedia,popular_web,distributed,18,16,6,0.3333333333333333,0.8888888888888888,9,6,1,1,0.8888888888888888,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BE,Wikipedia,popular_web,distributed,287,284,2,0.006968641114982578,0.9895470383275261,146,25,3,2,0.9790940766550522,True,True,auditable,,probe_country_service
BF,Wikipedia,popular_web,distributed,7,6,0,0.0,0.8571428571428571,4,3,1,1,0.8571428571428571,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BG,Wikipedia,popular_web,distributed,156,153,3,0.019230769230769232,0.9807692307692307,83,51,4,2,0.9807692307692307,True,True,auditable,,probe_country_service
BH,Wikipedia,popular_web,distributed,10,10,4,0.4,1.0,5,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BI,Wikipedia,popular_web,distributed,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BJ,Wikipedia,popular_web,distributed,14,14,6,0.42857142857142855,1.0,7,4,2,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BL,Wikipedia,popular_web,distributed,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BO,Wikipedia,popular_web,distributed,33,33,0,0.0,1.0,17,9,2,1,1.0,True,True,auditable,,probe_country_service
BR,Wikipedia,popular_web,distributed,165,159,1,0.006060606060606061,0.9636363636363636,87,58,3,2,0.9636363636363636,True,True,auditable,,probe_country_service
BT,Wikipedia,popular_web,distributed,4,2,2,0.5,0.5,2,2,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BW,Wikipedia,popular_web,distributed,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BY,Wikipedia,popular_web,distributed,45,45,0,0.0,1.0,23,14,2,1,1.0,True,True,auditable,,probe_country_service
BZ,Wikipedia,popular_web,distributed,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CA,Wikipedia,popular_web,distributed,526,513,115,0.21863117870722434,0.9752851711026616,269,85,5,2,0.9752851711026616,True,True,auditable,,probe_country_service
CD,Wikipedia,popular_web,distributed,6,6,1,0.16666666666666666,1.0,3,3,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
CG,Wikipedia,popular_web,distributed,4,4,0,0.0,1.0,2,2,2,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CH,Wikipedia,popular_web,distributed,623,608,21,0.033707865168539325,0.9759229534510433,323,81,4,2,0.9759229534510433,True,True,auditable,,probe_country_service
CI,Wikipedia,popular_web,distributed,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CK,Wikipedia,popular_web,distributed,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CL,Wikipedia,popular_web,distributed,148,148,0,0.0,1.0,76,33,2,1,1.0,True,True,auditable,,probe_country_service
CM,Wikipedia,popular_web,distributed,3,3,1,0.3333333333333333,1.0,2,2,1,1,0.6666666666666666,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CN,Wikipedia,popular_web,distributed,96,67,20,0.20833333333333334,0.6979166666666666,50,23,24,4,0.22916666666666666,True,True,auditable,,probe_country_service
CO,Wikipedia,popular_web,distributed,55,52,5,0.09090909090909091,0.9454545454545454,29,21,2,2,0.9454545454545454,True,True,auditable,,probe_country_service
CR,Wikipedia,popular_web,distributed,28,24,0,0.0,0.8571428571428571,15,8,1,1,0.8571428571428571,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
CU,Wikipedia,popular_web,distributed,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CV,Wikipedia,popular_web,distributed,8,6,0,0.0,0.75,4,2,1,1,0.75,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CW,Wikipedia,popular_web,distributed,4,4,1,0.25,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CY,Wikipedia,popular_web,distributed,23,23,14,0.6086956521739131,1.0,12,6,1,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
CZ,Wikipedia,popular_web,distributed,535,525,0,0.0,0.9813084112149533,275,111,4,2,0.9794392523364486,True,True,auditable,,probe_country_service
DE,Wikipedia,popular_web,distributed,3082,3003,24,0.007787151200519144,0.9743672939649578,1585,373,6,2,0.9698247890979883,True,True,auditable,,probe_country_service
DJ,Wikipedia,popular_web,distributed,4,4,4,1.0,1.0,3,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
DK,Wikipedia,popular_web,distributed,212,203,150,0.7075471698113207,0.9575471698113207,108,35,4,2,0.9575471698113207,True,True,auditable,,probe_country_service
DO,Wikipedia,popular_web,distributed,16,16,6,0.375,1.0,9,7,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
DZ,Wikipedia,popular_web,distributed,2,2,0,0.0,1.0,1,1,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
EC,Wikipedia,popular_web,distributed,45,43,0,0.0,0.9555555555555556,24,19,1,1,0.9555555555555556,True,True,auditable,,probe_country_service
EE,Wikipedia,popular_web,distributed,70,62,31,0.44285714285714284,0.8857142857142857,38,22,3,1,0.8857142857142857,True,True,auditable,,probe_country_service
EG,Wikipedia,popular_web,distributed,4,4,0,0.0,1.0,2,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
ES,Wikipedia,popular_web,distributed,446,433,103,0.23094170403587444,0.9708520179372198,228,73,4,2,0.968609865470852,True,True,auditable,,probe_country_service
ET,Wikipedia,popular_web,distributed,2,2,2,1.0,1.0,1,1,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
FI,Wikipedia,popular_web,distributed,268,259,75,0.2798507462686567,0.9664179104477612,141,50,4,2,0.9664179104477612,True,True,auditable,,probe_country_service
FJ,Wikipedia,popular_web,distributed,4,2,2,0.5,0.5,2,2,2,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
FM,Wikipedia,popular_web,distributed,3,3,3,1.0,1.0,2,1,2,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
FR,Wikipedia,popular_web,distributed,1849,1789,6,0.003244997295835587,0.9675500270416442,946,162,7,3,0.9659275283937263,True,True,auditable,,probe_country_service
GB,Wikipedia,popular_web,distributed,1012,973,4,0.003952569169960474,0.9614624505928854,522,185,5,2,0.9614624505928854,True,True,auditable,,probe_country_service
GE,Wikipedia,popular_web,distributed,20,20,0,0.0,1.0,10,6,2,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
GF,Wikipedia,popular_web,distributed,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
GG,Wikipedia,popular_web,distributed,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
GH,Wikipedia,popular_web,distributed,6,6,2,0.3333333333333333,1.0,3,3,2,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
GP,Wikipedia,popular_web,distributed,4,4,2,0.5,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
GQ,Wikipedia,popular_web,distributed,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
GR,Wikipedia,popular_web,distributed,142,128,0,0.0,0.9014084507042254,73,26,3,2,0.9014084507042254,True,True,auditable,,probe_country_service
GT,Wikipedia,popular_web,distributed,6,6,0,0.0,1.0,4,3,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
GU,Wikipedia,popular_web,distributed,17,17,17,1.0,1.0,9,5,3,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
HK,Wikipedia,popular_web,distributed,97,92,89,0.9175257731958762,0.9484536082474226,49,32,4,2,0.9484536082474226,True,True,auditable,,probe_country_service
HN,Wikipedia,popular_web,distributed,17,17,8,0.47058823529411764,1.0,9,6,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
HR,Wikipedia,popular_web,distributed,82,81,0,0.0,0.9878048780487805,41,20,3,2,0.9878048780487805,True,True,auditable,,probe_country_service
HT,Wikipedia,popular_web,distributed,2,2,0,0.0,1.0,1,1,2,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
HU,Wikipedia,popular_web,distributed,107,103,0,0.0,0.9626168224299065,55,23,1,1,0.9626168224299065,True,True,auditable,,probe_country_service
ID,Wikipedia,popular_web,distributed,146,144,144,0.9863013698630136,0.9863013698630136,77,56,3,1,0.9863013698630136,True,True,auditable,,probe_country_service
IE,Wikipedia,popular_web,distributed,172,167,0,0.0,0.9709302325581395,88,25,3,2,0.9709302325581395,True,True,auditable,,probe_country_service
IL,Wikipedia,popular_web,distributed,57,57,25,0.43859649122807015,1.0,30,12,1,1,1.0,True,True,auditable,,probe_country_service
