probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AU,Netflix-Assets,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,109,109.0,4,landing_region_0041::landing_region_0635,0.6513761467889908,0.8073394495412844,0.9541284403669725,2.696756219857674,moderate_corridor_observation_concentration,True,True,True,True,auditable,,29,14,1,1.0,0.0,probe_country_service
CA,Netflix-Assets,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,97,97.0,4,landing_region_0008::landing_region_0223,0.7835051546391752,0.9072164948453608,0.9690721649484536,2.073711026897802,moderate_corridor_observation_concentration,True,True,True,True,auditable,,39,10,1,0.030927835051546393,0.9690721649484536,probe_country_service
DK,Netflix-Assets,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,47,47.0,3,landing_region_0051::landing_region_0512,0.8723404255319149,0.9787234042553192,1.0,1.551825167490399,severe_corridor_observation_concentration,True,True,True,True,auditable,,12,10,1,0.5531914893617021,0.44680851063829785,probe_country_service
EE,Netflix-Assets,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,85,85.0,3,landing_region_0512::landing_region_0640,0.7176470588235294,0.9764705882352942,1.0,1.9662945960717548,moderate_corridor_observation_concentration,True,True,True,True,auditable,,27,16,1,0.0,1.0,probe_country_service
FI,Netflix-Assets,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,141,141.0,5,landing_region_0351::landing_region_0512,0.7304964539007093,0.8936170212765958,0.9432624113475178,2.402194600907534,moderate_corridor_observation_concentration,True,True,True,True,auditable,,55,18,1,0.24113475177304963,0.7588652482269503,probe_country_service
ID,Netflix-Assets,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,132,132.0,6,landing_region_0061::landing_region_0132,0.7954545454545454,0.856060606060606,0.9015151515151515,2.2851280442897637,moderate_corridor_observation_concentration,True,True,True,True,auditable,,41,34,1,0.6818181818181818,0.3181818181818182,probe_country_service
NO,Netflix-Assets,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,119,119.0,8,landing_region_0335::landing_region_0562,0.2773109243697479,0.5210084033613446,0.6554621848739496,6.421621327216157,broad_corridor_observation_distribution,False,False,True,True,auditable,,12,6,1,1.0,0.0,probe_country_service
NZ,Netflix-Assets,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,123,123.0,5,landing_region_0089::landing_region_0362,0.6016260162601627,0.8130081300813009,0.894308943089431,3.104473030468737,moderate_corridor_observation_concentration,True,True,True,True,auditable,,20,8,1,1.0,0.0,probe_country_service
PH,Netflix-Assets,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,120,120.0,7,landing_region_0230::landing_region_0250,0.4083333333333333,0.7749999999999999,0.8916666666666666,3.8588776665657276,weak_corridor_observation_concentration,True,True,True,True,auditable,,23,13,1,0.16666666666666666,0.8333333333333334,probe_country_service
SE,Netflix-Assets,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,101,101.0,2,landing_region_0051::landing_region_0512,0.9702970297029703,1.0,1.0,1.1430591609382175,severe_corridor_observation_concentration,True,True,True,True,auditable,,35,14,1,1.0,0.0,probe_country_service
TW,Netflix-Assets,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,133,133.0,5,landing_region_0719::landing_region_1011,0.5413533834586466,0.8721804511278195,0.9473684210526315,2.9133136413193244,moderate_corridor_observation_concentration,True,True,True,True,auditable,,30,12,1,0.6616541353383458,0.3383458646616541,probe_country_service
