country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,101,0.3564356435643564,0.5544554455445545,0.7326732673267327,6.182147930680572,broad_network_transition_distribution,0.9702970297029703,1.0,1.0,1.1430591609382175,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,35,14,1.0,0.0,service_country_cross_layer_distribution_audit,SE,Netflix-Assets
HK,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,59,0.4406779661016949,0.6779661016949152,0.8813559322033898,4.1819857601941,weak_network_transition_concentration,0.9661016949152542,1.0,1.0,1.159561883137591,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,27,20,0.0,1.0,country_cross_layer_distribution_audit,,
SG,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,30,0.6666666666666666,0.7999999999999999,0.8999999999999999,2.7168709355099554,weak_network_transition_concentration,0.9,1.0,1.0,1.384145488461686,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,15,11,0.0,1.0,country_cross_layer_distribution_audit,,
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,47,0.425531914893617,0.5531914893617021,0.6808510638297872,5.812708949775527,broad_network_transition_distribution,0.8723404255319149,0.9787234042553192,1.0,1.551825167490399,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,12,10,0.5531914893617021,0.44680851063829785,service_country_cross_layer_distribution_audit,DK,Netflix-Assets
SE,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,202,0.48514851485148514,0.6138613861386139,0.7326732673267327,5.86183553631209,broad_network_transition_distribution,0.8613861386138614,0.9851485148514851,1.0,1.567743351007264,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,61,25,0.8762376237623762,0.12376237623762376,country_cross_layer_distribution_audit,,
CA,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,115,0.41739130434782606,0.6260869565217391,0.7478260869565218,5.969566480471012,broad_network_transition_distribution,0.8260869565217391,0.9478260869565217,1.0,1.765217971549952,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,46,11,0.0,1.0,country_cross_layer_distribution_audit,,
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,150,0.14,0.25333333333333335,0.35333333333333333,21.718512073788226,broad_network_transition_distribution,0.8133333333333334,0.8666666666666667,0.9066666666666667,2.1739096016622033,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,48,35,0.6666666666666666,0.3333333333333333,country_cross_layer_distribution_audit,,
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,132,0.13636363636363635,0.23484848484848483,0.32575757575757575,21.79129356795399,broad_network_transition_distribution,0.7954545454545454,0.856060606060606,0.9015151515151515,2.2851280442897637,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,41,34,0.6818181818181818,0.3181818181818182,service_country_cross_layer_distribution_audit,ID,Netflix-Assets
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,97,0.422680412371134,0.5773195876288659,0.6907216494845361,7.192012654502102,broad_network_transition_distribution,0.7835051546391752,0.9072164948453608,0.9690721649484536,2.073711026897802,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,39,10,0.030927835051546393,0.9690721649484536,service_country_cross_layer_distribution_audit,CA,Netflix-Assets
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,141,0.23404255319148937,0.46099290780141844,0.6382978723404256,9.041507069784828,broad_network_transition_distribution,0.7304964539007093,0.8936170212765958,0.9432624113475178,2.402194600907534,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,55,18,0.24113475177304963,0.7588652482269503,service_country_cross_layer_distribution_audit,FI,Netflix-Assets
