country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,101,101.0,2,landing_region_0051::landing_region_0512,0.9702970297029703,1.0,1.0,1.1430591609382175,severe_corridor_observation_concentration,True,True,True,True,auditable,,35,14,1,1.0,0.0,service_country_corridor_concentration_summary,SE,Netflix-Assets
HK,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,59,59.0,2,landing_region_0132::landing_region_0230,0.9661016949152542,1.0,1.0,1.159561883137591,severe_corridor_observation_concentration,True,True,True,True,auditable,,27,20,1,0.0,1.0,country_corridor_concentration_summary,,
SG,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,30,30.0,2,landing_region_0132::landing_region_0230,0.9,1.0,1.0,1.384145488461686,severe_corridor_observation_concentration,True,True,True,True,auditable,,15,11,1,0.0,1.0,country_corridor_concentration_summary,,
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,47,47.0,3,landing_region_0051::landing_region_0512,0.8723404255319149,0.9787234042553192,1.0,1.551825167490399,severe_corridor_observation_concentration,True,True,True,True,auditable,,12,10,1,0.5531914893617021,0.44680851063829785,service_country_corridor_concentration_summary,DK,Netflix-Assets
SE,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,202,202.0,3,landing_region_0051::landing_region_0512,0.8613861386138614,0.9851485148514851,1.0,1.567743351007264,severe_corridor_observation_concentration,True,True,True,True,auditable,,61,25,1,0.8762376237623762,0.12376237623762376,country_corridor_concentration_summary,,
CA,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,115,115.0,3,landing_region_0008::landing_region_0223,0.8260869565217391,0.9478260869565217,1.0,1.765217971549952,severe_corridor_observation_concentration,True,True,True,True,auditable,,46,11,1,0.0,1.0,country_corridor_concentration_summary,,
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,150,150.0,6,landing_region_0061::landing_region_0132,0.8133333333333334,0.8666666666666667,0.9066666666666667,2.1739096016622033,severe_corridor_observation_concentration,True,True,True,True,auditable,,48,35,1,0.6666666666666666,0.3333333333333333,country_corridor_concentration_summary,,
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,132,132.0,6,landing_region_0061::landing_region_0132,0.7954545454545454,0.856060606060606,0.9015151515151515,2.2851280442897637,moderate_corridor_observation_concentration,True,True,True,True,auditable,,41,34,1,0.6818181818181818,0.3181818181818182,service_country_corridor_concentration_summary,ID,Netflix-Assets
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,97,97.0,4,landing_region_0008::landing_region_0223,0.7835051546391752,0.9072164948453608,0.9690721649484536,2.073711026897802,moderate_corridor_observation_concentration,True,True,True,True,auditable,,39,10,1,0.030927835051546393,0.9690721649484536,service_country_corridor_concentration_summary,CA,Netflix-Assets
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,141,141.0,5,landing_region_0351::landing_region_0512,0.7304964539007093,0.8936170212765958,0.9432624113475178,2.402194600907534,moderate_corridor_observation_concentration,True,True,True,True,auditable,,55,18,1,0.24113475177304963,0.7588652482269503,service_country_corridor_concentration_summary,FI,Netflix-Assets
FI,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,201,201.0,6,landing_region_0351::landing_region_0512,0.7213930348258707,0.8756218905472637,0.955223880597015,2.4890925851160413,moderate_corridor_observation_concentration,True,True,True,True,auditable,,72,20,1,0.24875621890547264,0.7512437810945274,country_corridor_concentration_summary,,
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,85,85.0,3,landing_region_0512::landing_region_0640,0.7176470588235294,0.9764705882352942,1.0,1.9662945960717548,moderate_corridor_observation_concentration,True,True,True,True,auditable,,27,16,1,0.0,1.0,service_country_corridor_concentration_summary,EE,Netflix-Assets
EE,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,96,96.0,2,landing_region_0512::landing_region_0640,0.6875,1.0,1.0,1.8609486313308101,moderate_corridor_observation_concentration,True,True,True,True,auditable,,30,16,1,0.0,1.0,country_corridor_concentration_summary,,
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,109,109.0,4,landing_region_0041::landing_region_0635,0.6513761467889908,0.8073394495412844,0.9541284403669725,2.696756219857674,moderate_corridor_observation_concentration,True,True,True,True,auditable,,29,14,1,1.0,0.0,service_country_corridor_concentration_summary,AU,Netflix-Assets
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,123,123.0,5,landing_region_0089::landing_region_0362,0.6016260162601627,0.8130081300813009,0.894308943089431,3.104473030468737,moderate_corridor_observation_concentration,True,True,True,True,auditable,,20,8,1,1.0,0.0,service_country_corridor_concentration_summary,NZ,Netflix-Assets
IN,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,30,30.0,2,landing_region_0260::landing_region_0663,0.6,1.0,1.0,1.9601317042077895,moderate_corridor_observation_concentration,True,True,True,True,auditable,,13,9,1,0.6,0.4,country_corridor_concentration_summary,,
NZ,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,151,151.0,5,landing_region_0089::landing_region_0362,0.5894039735099338,0.8079470198675497,0.8741721854304636,3.227099504156734,moderate_corridor_observation_concentration,True,True,True,True,auditable,,25,9,1,1.0,0.0,country_corridor_concentration_summary,,
,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,133,133.0,5,landing_region_0719::landing_region_1011,0.5413533834586466,0.8721804511278195,0.9473684210526315,2.9133136413193244,moderate_corridor_observation_concentration,True,True,True,True,auditable,,30,12,1,0.6616541353383458,0.3383458646616541,service_country_corridor_concentration_summary,TW,Netflix-Assets
