probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AE,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,50,46,12,0.24,0.24,0.1,0.06,0.06,0.18,12,0.24,0.92,20,14,2,1,0.92,True,True,auditable,,probe_country_service
AE,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,46,46,12,0.2608695652173913,0.2608695652173913,0.10869565217391304,0.06521739130434782,0.06521739130434782,0.1956521739130435,12,0.2608695652173913,1.0,20,14,2,1,1.0,True,True,auditable,,probe_country_service
AL,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,66,61,5,0.07575757575757576,0.07575757575757576,0.07575757575757576,0.0,0.07575757575757576,0.0,5,0.07575757575757576,0.9242424242424242,23,14,2,1,0.9242424242424242,True,True,auditable,,probe_country_service
AL,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,61,61,5,0.08196721311475409,0.08196721311475409,0.08196721311475409,0.0,0.08196721311475409,0.0,5,0.08196721311475409,1.0,21,12,2,1,1.0,True,True,auditable,,probe_country_service
AM,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,39,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,14,7,2,1,1.0,True,True,auditable,,probe_country_service
AM,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,39,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,14,7,2,1,1.0,True,True,auditable,,probe_country_service
AR,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,136,132,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9705882352941176,51,40,3,2,0.9632352941176471,True,True,auditable,,probe_country_service
AR,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,131,131,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,50,40,2,1,1.0,True,True,auditable,,probe_country_service
AT,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,575,564,3,0.0052173913043478265,0.0052173913043478265,0.0,0.0,0.0,0.0052173913043478265,3,0.0052173913043478265,0.9808695652173913,203,81,3,2,0.9808695652173913,True,True,auditable,,probe_country_service
AT,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,564,564,3,0.005319148936170213,0.005319148936170213,0.0,0.0,0.0,0.005319148936170213,3,0.005319148936170213,1.0,200,80,2,1,1.0,True,True,auditable,,probe_country_service
AU,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,681,560,301,0.4419970631424376,0.4419970631424376,0.1262848751835536,0.1262848751835536,0.0,0.42584434654919234,301,0.4419970631424376,0.8223201174743024,238,71,3,2,0.8223201174743024,True,True,auditable,,probe_country_service
AU,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,560,560,301,0.5375,0.5375,0.15357142857142858,0.15357142857142858,0.0,0.5178571428571429,301,0.5375,1.0,200,68,2,1,1.0,True,True,auditable,,probe_country_service
BA,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,39,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8461538461538461,15,6,3,2,0.8461538461538461,True,True,auditable,,probe_country_service
BA,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,33,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,13,6,2,1,1.0,True,True,auditable,,probe_country_service
BE,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,425,422,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9929411764705882,146,25,3,2,0.9929411764705882,True,True,auditable,,probe_country_service
BE,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,422,422,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,146,25,2,1,1.0,True,True,auditable,,probe_country_service
BG,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,235,228,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9702127659574468,83,51,3,2,0.9702127659574468,True,True,auditable,,probe_country_service
BG,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,228,228,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,81,49,2,1,1.0,True,True,auditable,,probe_country_service
BO,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,45,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,17,9,2,1,1.0,True,True,auditable,,probe_country_service
BO,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,45,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,17,9,2,1,1.0,True,True,auditable,,probe_country_service
BR,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,245,234,2,0.00816326530612245,0.00816326530612245,0.00816326530612245,0.00816326530612245,0.0,0.0,2,0.00816326530612245,0.9551020408163265,87,58,4,2,0.9551020408163265,True,True,auditable,,probe_country_service
BR,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,234,234,2,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.0,0.0,2,0.008547008547008548,1.0,84,56,2,1,1.0,True,True,auditable,,probe_country_service
BY,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,68,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,23,14,2,1,1.0,True,True,auditable,,probe_country_service
BY,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,68,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,23,14,2,1,1.0,True,True,auditable,,probe_country_service
CA,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,785,770,147,0.18726114649681527,0.18726114649681527,0.12356687898089172,0.003821656050955414,0.1197452229299363,0.1464968152866242,147,0.18726114649681527,0.9808917197452229,269,85,3,2,0.9707006369426752,True,True,auditable,,probe_country_service
CA,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,762,762,147,0.19291338582677164,0.19291338582677164,0.1272965879265092,0.003937007874015748,0.12335958005249344,0.15091863517060367,147,0.19291338582677164,1.0,262,82,2,1,1.0,True,True,auditable,,probe_country_service
CH,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,931,912,47,0.050483351235230935,0.050483351235230935,0.0,0.0,0.0,0.050483351235230935,47,0.050483351235230935,0.9795918367346939,323,81,3,2,0.9795918367346939,True,True,auditable,,probe_country_service
CH,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,912,912,47,0.051535087719298246,0.051535087719298246,0.0,0.0,0.0,0.051535087719298246,47,0.051535087719298246,1.0,317,78,2,1,1.0,True,True,auditable,,probe_country_service
CL,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,207,198,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9565217391304348,76,33,2,1,0.9565217391304348,True,True,auditable,,probe_country_service
CL,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,198,198,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,73,32,2,1,1.0,True,True,auditable,,probe_country_service
CN,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,143,127,25,0.17482517482517482,0.17482517482517482,0.03496503496503497,0.006993006993006993,0.027972027972027972,0.16783216783216784,25,0.17482517482517482,0.8881118881118881,50,23,3,2,0.8881118881118881,True,True,auditable,,probe_country_service
CN,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,127,127,25,0.1968503937007874,0.1968503937007874,0.03937007874015748,0.007874015748031496,0.031496062992125984,0.1889763779527559,25,0.1968503937007874,1.0,46,20,2,1,1.0,True,True,auditable,,probe_country_service
CO,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,83,80,12,0.14457831325301204,0.14457831325301204,0.14457831325301204,0.0,0.14457831325301204,0.0,12,0.14457831325301204,0.963855421686747,30,21,2,1,0.963855421686747,True,True,auditable,,probe_country_service
CO,Netflix-Assets,edge_localized_application,distributed,resolved_entry_only,80,80,12,0.15,0.15,0.15,0.0,0.15,0.0,12,0.15,1.0,29,21,2,1,1.0,True,True,auditable,,probe_country_service
CR,Netflix-Assets,edge_localized_application,distributed,all_publicly_visible,41,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8536585365853658,15,8,2,1,0.8536585365853658,True,True,auditable,,probe_country_service
