probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AE,C-Root,dns_root,anycast,all_publicly_visible,37,37,7,0.1891891891891892,0.1891891891891892,0.13513513513513514,0.08108108108108109,0.05405405405405406,0.10810810810810811,7,0.1891891891891892,1.0,20,14,1,1,1.0,True,True,auditable,,probe_country_service
AE,C-Root,dns_root,anycast,resolved_entry_only,37,37,7,0.1891891891891892,0.1891891891891892,0.13513513513513514,0.08108108108108109,0.05405405405405406,0.10810810810810811,7,0.1891891891891892,1.0,20,14,1,1,1.0,True,True,auditable,,probe_country_service
AL,C-Root,dns_root,anycast,all_publicly_visible,40,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.925,23,14,1,1,0.875,True,True,auditable,,probe_country_service
AL,C-Root,dns_root,anycast,resolved_entry_only,35,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,20,11,1,1,1.0,True,True,auditable,,probe_country_service
AR,C-Root,dns_root,anycast,all_publicly_visible,93,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.956989247311828,51,39,1,1,0.956989247311828,True,True,auditable,,probe_country_service
AR,C-Root,dns_root,anycast,resolved_entry_only,89,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,49,38,1,1,1.0,True,True,auditable,,probe_country_service
AT,C-Root,dns_root,anycast,all_publicly_visible,370,365,2,0.005405405405405406,0.005405405405405406,0.0,0.0,0.0,0.005405405405405406,2,0.005405405405405406,0.9864864864864865,205,80,1,1,0.9621621621621622,True,True,auditable,,probe_country_service
AT,C-Root,dns_root,anycast,resolved_entry_only,356,356,2,0.0056179775280898875,0.0056179775280898875,0.0,0.0,0.0,0.0056179775280898875,2,0.0056179775280898875,1.0,198,78,1,1,1.0,True,True,auditable,,probe_country_service
AU,C-Root,dns_root,anycast,all_publicly_visible,447,416,322,0.7203579418344519,0.7203579418344519,0.39373601789709173,0.3087248322147651,0.09843400447427293,0.6152125279642058,322,0.7203579418344519,0.930648769574944,241,71,1,1,0.9239373601789709,True,True,auditable,,probe_country_service
AU,C-Root,dns_root,anycast,resolved_entry_only,413,413,319,0.7723970944309927,0.7723970944309927,0.4213075060532688,0.32929782082324455,0.10653753026634383,0.6585956416464891,319,0.7723970944309927,1.0,223,66,1,1,1.0,True,True,auditable,,probe_country_service
BE,C-Root,dns_root,anycast,all_publicly_visible,269,269,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,146,25,1,1,1.0,True,True,auditable,,probe_country_service
BE,C-Root,dns_root,anycast,resolved_entry_only,269,269,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,146,25,1,1,1.0,True,True,auditable,,probe_country_service
BG,C-Root,dns_root,anycast,all_publicly_visible,144,142,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9861111111111112,83,51,1,1,0.9791666666666666,True,True,auditable,,probe_country_service
BG,C-Root,dns_root,anycast,resolved_entry_only,141,141,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,81,49,1,1,1.0,True,True,auditable,,probe_country_service
BO,C-Root,dns_root,anycast,all_publicly_visible,33,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,18,9,1,1,1.0,True,True,auditable,,probe_country_service
BO,C-Root,dns_root,anycast,resolved_entry_only,33,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,18,9,1,1,1.0,True,True,auditable,,probe_country_service
BR,C-Root,dns_root,anycast,all_publicly_visible,156,142,9,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.038461538461538464,0.019230769230769232,0.0,9,0.057692307692307696,0.9102564102564102,87,58,1,1,0.8333333333333334,True,True,auditable,,probe_country_service
BR,C-Root,dns_root,anycast,resolved_entry_only,130,130,9,0.06923076923076923,0.06923076923076923,0.06923076923076923,0.046153846153846156,0.023076923076923078,0.0,9,0.06923076923076923,1.0,73,52,1,1,1.0,True,True,auditable,,probe_country_service
BY,C-Root,dns_root,anycast,all_publicly_visible,42,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,23,14,1,1,1.0,True,True,auditable,,probe_country_service
BY,C-Root,dns_root,anycast,resolved_entry_only,42,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,23,14,1,1,1.0,True,True,auditable,,probe_country_service
CA,C-Root,dns_root,anycast,all_publicly_visible,483,467,87,0.18012422360248448,0.18012422360248448,0.08488612836438923,0.012422360248447204,0.07246376811594203,0.12008281573498965,87,0.18012422360248448,0.9668737060041408,269,84,1,1,0.9606625258799172,True,True,auditable,,probe_country_service
CA,C-Root,dns_root,anycast,resolved_entry_only,464,464,87,0.1875,0.1875,0.08836206896551724,0.01293103448275862,0.07543103448275862,0.125,87,0.1875,1.0,259,82,1,1,1.0,True,True,auditable,,probe_country_service
CH,C-Root,dns_root,anycast,all_publicly_visible,583,559,32,0.0548885077186964,0.0548885077186964,0.0,0.0,0.0,0.0548885077186964,32,0.0548885077186964,0.9588336192109777,322,81,1,1,0.9468267581475128,True,True,auditable,,probe_country_service
