country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,75,75.0,1,landing_region_0132::landing_region_0230,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,40,23,1,0.0,1.0,service_country_corridor_concentration_summary,HK,C-Root
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,39,39.0,1,landing_region_0051::landing_region_0512,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,20,11,1,0.0,1.0,service_country_corridor_concentration_summary,LV,C-Root
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,255,255.0,2,landing_region_0051::landing_region_0512,0.996078431372549,1.0,1.0,1.0259759587752788,severe_corridor_observation_concentration,True,True,True,True,auditable,,133,49,1,0.10196078431372549,0.8980392156862745,service_country_corridor_concentration_summary,SE,C-Root
HK,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,182,182.0,2,landing_region_0132::landing_region_0230,0.9945054945054945,1.0,1.0,1.0346599544535382,severe_corridor_observation_concentration,True,True,True,True,auditable,,104,52,1,0.0,1.0,country_corridor_concentration_summary,,
SE,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,1507,1507.0,3,landing_region_0051::landing_region_0512,0.9887193098871931,0.9993364299933644,1.0,1.066444916483841,severe_corridor_observation_concentration,True,True,True,True,auditable,,809,379,1,0.021234240212342402,0.9787657597876576,country_corridor_concentration_summary,,
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,650,650.0,4,landing_region_0051::landing_region_0512,0.9276923076923077,0.9876923076923076,0.9938461538461538,1.3513272286024944,severe_corridor_observation_concentration,True,True,True,True,auditable,,331,214,1,0.0,1.0,service_country_corridor_concentration_summary,RU,C-Root
EE,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,60,60.0,2,landing_region_0512::landing_region_0640,0.8833333333333333,1.0,1.0,1.4336598654557535,severe_corridor_observation_concentration,True,True,True,True,auditable,,28,15,1,0.0,1.0,country_corridor_concentration_summary,,
FI,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,252,252.0,7,landing_region_0351::landing_region_0512,0.8690476190476191,0.9246031746031746,0.9484126984126984,1.800339972747436,severe_corridor_observation_concentration,True,True,True,True,auditable,,122,43,1,0.09523809523809523,0.9047619047619048,country_corridor_concentration_summary,,
ID,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,93,93.0,6,landing_region_0061::landing_region_0132,0.8494623655913979,0.9032258064516129,0.946236559139785,1.9058931010506566,severe_corridor_observation_concentration,True,True,True,True,auditable,,45,30,1,0.5483870967741935,0.45161290322580644,country_corridor_concentration_summary,,
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,79,79.0,6,landing_region_0061::landing_region_0132,0.8227848101265823,0.8860759493670887,0.9367088607594938,2.070259738352759,severe_corridor_observation_concentration,True,True,True,True,auditable,,36,28,1,0.5949367088607594,0.4050632911392405,service_country_corridor_concentration_summary,ID,C-Root
SG,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,31,31.0,2,landing_region_0132::landing_region_0431,0.8064516129032258,1.0,1.0,1.6344844743969267,severe_corridor_observation_concentration,True,True,True,True,auditable,,14,8,1,0.0,1.0,country_corridor_concentration_summary,,
TW,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,144,144.0,5,landing_region_0719::landing_region_1011,0.7569444444444444,0.9027777777777778,0.9444444444444444,2.260962017989157,moderate_corridor_observation_concentration,True,True,True,True,auditable,,40,9,1,0.8125,0.1875,country_corridor_concentration_summary,,
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,45,45.0,2,landing_region_0389::landing_region_0431,0.6444444444444445,1.0,1.0,1.9171085279079858,moderate_corridor_observation_concentration,True,True,True,True,auditable,,17,11,1,0.35555555555555557,0.6444444444444445,service_country_corridor_concentration_summary,IT,C-Root
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,43,43.0,4,landing_region_0214::landing_region_0233,0.627906976744186,0.8372093023255814,0.9767441860465116,2.6693206191107546,moderate_corridor_observation_concentration,True,True,True,True,auditable,,14,6,1,0.023255813953488372,0.9767441860465116,service_country_corridor_concentration_summary,ZA,C-Root
IT,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,61,61.0,2,landing_region_0389::landing_region_0431,0.6229508196721312,1.0,1.0,1.9398313965525487,moderate_corridor_observation_concentration,True,True,True,True,auditable,,22,14,1,0.3770491803278688,0.6229508196721312,country_corridor_concentration_summary,,
ZA,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,44,44.0,4,landing_region_0214::landing_region_0233,0.6136363636363636,0.8409090909090909,0.9772727272727273,2.7022875464986886,moderate_corridor_observation_concentration,True,True,True,True,auditable,,14,7,1,0.022727272727272728,0.9772727272727273,country_corridor_concentration_summary,,
CA,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,43,43.0,3,landing_region_0200::landing_region_0944,0.6046511627906976,0.9767441860465116,1.0,2.137265772251806,moderate_corridor_observation_concentration,True,True,True,True,auditable,,19,10,1,0.0,1.0,country_corridor_concentration_summary,,
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,56,56.0,4,landing_region_0200::landing_region_0944,0.5714285714285714,0.9464285714285714,0.9821428571428571,2.4072379327663964,moderate_corridor_observation_concentration,True,True,True,True,auditable,,16,9,1,0.17857142857142858,0.8214285714285714,service_country_corridor_concentration_summary,CA,C-Root
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,329,329.0,6,landing_region_0051::landing_region_0512,0.547112462006079,0.9483282674772036,0.9787234042553191,2.474024471379897,moderate_corridor_observation_concentration,True,True,True,True,auditable,,92,33,1,0.0425531914893617,0.9574468085106383,service_country_corridor_concentration_summary,FI,C-Root
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,113,113.0,3,landing_region_0512::landing_region_0640,0.48672566371681414,0.9380530973451326,1.0,2.415320608716292,moderate_corridor_observation_concentration,True,True,True,True,auditable,,27,16,1,0.0,1.0,service_country_corridor_concentration_summary,EE,C-Root
IN,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,152,152.0,4,landing_region_0132::landing_region_0663,0.4473684210526316,0.8289473684210527,0.9605263157894737,3.0707560594863303,moderate_corridor_observation_concentration,True,True,True,True,auditable,,44,29,1,0.13157894736842105,0.868421052631579,country_corridor_concentration_summary,,
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,115,115.0,4,landing_region_0132::landing_region_0663,0.43478260869565216,0.8347826086956522,0.9478260869565217,3.0930637437199535,moderate_corridor_observation_concentration,True,True,True,True,auditable,,34,24,1,0.11304347826086956,0.8869565217391304,service_country_corridor_concentration_summary,IN,C-Root
