stage_order,accounting_stage,counting_unit,count,parent_stage,parent_count,retention_rate_within_parent,consistency_assertion_passed
1,raw_traceroutes,trace,27055,,,,True
2,valid_traceroutes,trace,27055,raw_traceroutes,27055.0,1.0,True
3,traces_with_mappable_segments,trace,25151,valid_traceroutes,27055.0,0.9296248382923674,True
4,mappable_atomic_segments,atomic_segment,132629,,,,True
5,segments_with_complete_asn_labels,atomic_segment,117111,mappable_atomic_segments,132629.0,0.8829969312895369,True
6,segments_with_landing_candidates,atomic_segment,10755,mappable_atomic_segments,132629.0,0.08109086248105618,True
7,segments_with_feasible_corridors,atomic_segment,4505,segments_with_landing_candidates,10755.0,0.4188749418874942,True
8,inter_region_candidate_bearing_segments,atomic_segment,3953,segments_with_feasible_corridors,4505.0,0.8774694783573807,True
9,paper_auditable_country_service_units,country_service_unit,38,all_country_service_scope_units,366.0,0.10382513661202186,True
