country,corridor_id,corridor_label,observation_mass,raw_segment_count_with_corridor_feasible,unique_atomic_segments,unique_traceroutes,unique_probes,unique_probe_asns,group_unique_probes,group_unique_probe_asns,share_of_country_observation_mass,rank_within_country,is_top1_corridor,is_top2_corridor,is_top3_corridor,domestic_segment_mass,international_segment_mass
AE,landing_region_1392e3aea9b8::landing_region_8dc97f28b4d0,"Fujairah, United Arab Emirates -> Sharjah, United Arab Emirates",65.0,65,65,13,8,5,13,6,0.48148148148148145,1,True,False,False,65.0,0.0
AE,landing_region_1392e3aea9b8::landing_region_d0ecf913edd7,"Fujairah, United Arab Emirates -> Katong, Singapore",60.0,60,60,12,6,3,13,6,0.4444444444444444,2,False,True,False,0.0,60.0
AE,landing_region_1392e3aea9b8::landing_region_1ef38be3b39c,"Fujairah, United Arab Emirates -> Abu Dhabi, United Arab Emirates",5.0,10,10,2,1,0,13,6,0.037037037037037035,3,False,False,True,5.0,0.0
AE,landing_region_8dc97f28b4d0::landing_region_8eb6b32d9fb6,"Sharjah, United Arab Emirates -> Sir Abu Nu'Ayr Island, United Arab Emirates",5.0,10,10,2,1,0,13,6,0.037037037037037035,4,False,False,False,5.0,0.0
AL,landing_region_6c6f20567c17::landing_region_ac34543a7a05,"Bari, Italy -> Durres, Albania",100.0,100,100,20,10,6,10,6,1.0,1,True,False,False,0.0,100.0
AO,landing_region_593e1abfd2fb::landing_region_a33078e57a08,"Sangano, Angola -> Fortaleza, Brazil",75.0,75,75,15,8,2,8,2,1.0,1,True,False,False,0.0,75.0
AU,landing_region_3996aeca3c5e::landing_region_58084817cbe7,"Perth, WA, Australia -> Paddington, NSW, Australia",570.0,570,570,85,47,27,256,97,0.17220543806646527,1,True,False,False,570.0,0.0
AU,landing_region_58084817cbe7::landing_region_64abd2b76b5b,"Paddington, NSW, Australia -> Takapuna, New Zealand",487.5,975,975,195,113,48,256,97,0.1472809667673716,2,False,True,False,0.0,487.5
AU,landing_region_58084817cbe7::landing_region_a0bc6376e75d,"Paddington, NSW, Australia -> Mangawhai, New Zealand",487.5,975,975,195,113,48,256,97,0.1472809667673716,3,False,False,True,0.0,487.5
AU,landing_region_149acfcae34c::landing_region_58084817cbe7,"Melbourne, VIC, Australia -> Paddington, NSW, Australia",377.5,715,715,143,85,40,256,97,0.11404833836858005,4,False,False,False,377.5,0.0
AU,landing_region_b204db5c9fda::landing_region_cf432e5aaa09,"Adelaide, SA, Australia -> Torquay, VIC, Australia",365.0,365,365,72,40,19,256,97,0.11027190332326284,5,False,False,False,365.0,0.0
AU,landing_region_58084817cbe7::landing_region_cf432e5aaa09,"Paddington, NSW, Australia -> Torquay, VIC, Australia",337.5,675,675,135,80,36,256,97,0.10196374622356495,6,False,False,False,337.5,0.0
AU,landing_region_3996aeca3c5e::landing_region_b204db5c9fda,"Perth, WA, Australia -> Adelaide, SA, Australia",275.0,275,275,55,30,13,256,97,0.08308157099697885,7,False,False,False,275.0,0.0
