probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
?,2,2,0,0.0,1.0,1,1,1,1,1
AD,6,6,5,0.8333333333333334,1.0,1,3,1,1,1
AE,44,44,32,0.7272727272727273,1.0,1,22,14,1,1
AF,12,6,4,0.3333333333333333,0.5,1,6,2,1,1
AL,58,54,21,0.3620689655172414,0.9310344827586207,1,29,20,1,1
AM,42,41,0,0.0,0.9761904761904762,1,21,10,1,1
AO,24,24,0,0.0,1.0,1,12,5,1,1
AR,113,104,0,0.0,0.9203539823008849,1,57,42,1,1
AT,449,435,6,0.013363028953229399,0.9688195991091314,1,225,85,1,1
AU,560,485,313,0.5589285714285714,0.8660714285714286,1,280,77,1,1
AX,5,5,3,0.6,1.0,1,2,2,1,1
AZ,18,14,0,0.0,0.7777777777777778,1,9,8,1,1
BA,30,28,0,0.0,0.9333333333333333,1,15,7,1,1
BB,2,2,0,0.0,1.0,1,1,1,1,1
BD,22,22,10,0.45454545454545453,1.0,1,11,7,1,1
BE,322,313,12,0.037267080745341616,0.9720496894409938,1,160,28,1,1
BF,9,7,0,0.0,0.7777777777777778,1,5,4,1,1
BG,180,178,4,0.022222222222222223,0.9888888888888889,1,90,50,1,1
BH,12,12,8,0.6666666666666666,1.0,1,6,3,1,1
BI,2,2,0,0.0,1.0,1,1,1,1,1
BJ,20,20,6,0.3,1.0,1,10,5,1,1
BL,2,2,0,0.0,1.0,1,1,1,1,1
BO,36,36,2,0.05555555555555555,1.0,1,18,8,1,1
BR,217,142,4,0.018433179723502304,0.6543778801843319,1,109,70,1,1
BT,4,2,2,0.5,0.5,1,2,2,1,1
BW,2,2,0,0.0,1.0,1,1,1,1,1
BY,54,54,2,0.037037037037037035,1.0,1,27,14,1,1
CA,619,594,119,0.19224555735056542,0.9596122778675282,1,311,95,1,1
CD,6,6,0,0.0,1.0,1,3,3,1,1
CG,6,6,0,0.0,1.0,1,3,2,1,1
CH,679,643,37,0.054491899852724596,0.946980854197349,1,340,86,1,1
CI,4,4,0,0.0,1.0,1,2,2,1,1
CK,2,2,0,0.0,1.0,1,1,1,1,1
CL,176,170,0,0.0,0.9659090909090909,1,87,37,1,1
CM,4,4,2,0.5,1.0,1,2,2,1,1
CN,159,148,23,0.14465408805031446,0.9308176100628931,1,79,27,1,1
CO,86,66,4,0.046511627906976744,0.7674418604651163,1,43,29,1,1
CR,36,30,0,0.0,0.8333333333333334,1,18,9,1,1
CU,2,2,0,0.0,1.0,1,1,1,1,1
CV,8,8,2,0.25,1.0,1,4,2,1,1
CW,4,4,0,0.0,1.0,1,2,2,1,1
CY,28,26,7,0.25,0.9285714285714286,1,14,7,1,1
CZ,569,529,14,0.02460456942003515,0.929701230228471,1,285,112,1,1
DE,3620,3497,80,0.022099447513812154,0.9660220994475138,1,1812,408,1,1
DJ,6,6,3,0.5,1.0,1,3,2,1,1
DK,221,210,195,0.8823529411764706,0.9502262443438914,1,110,36,1,1
DO,18,18,3,0.16666666666666666,1.0,1,9,7,1,1
DZ,2,2,0,0.0,1.0,1,1,1,1,1
EC,53,21,0,0.0,0.39622641509433965,1,27,20,1,1
EE,84,72,20,0.23809523809523808,0.8571428571428571,1,42,22,1,1
EG,6,6,0,0.0,1.0,1,3,2,1,1
ES,502,460,30,0.05976095617529881,0.9163346613545816,1,250,78,1,1
ET,2,2,1,0.5,1.0,1,1,1,1,1
FI,352,331,116,0.32954545454545453,0.9403409090909091,1,177,62,1,1
FJ,4,2,2,0.5,0.5,1,2,2,1,1
FM,4,2,0,0.0,0.5,1,3,1,1,1
FR,2143,2024,44,0.02053196453569762,0.9444703686420906,1,1072,179,1,1
GB,1221,1126,19,0.015561015561015561,0.9221949221949222,1,612,204,1,1
GE,32,32,2,0.0625,1.0,1,16,11,1,1
GF,2,2,0,0.0,1.0,1,1,1,1,1
GG,2,2,2,1.0,1.0,1,1,1,1,1
GH,6,6,3,0.5,1.0,1,3,3,1,1
GP,4,4,2,0.5,1.0,1,2,2,1,1
GQ,2,2,0,0.0,1.0,1,1,1,1,1
GR,151,141,38,0.25165562913907286,0.9337748344370861,1,76,25,1,1
GT,8,4,2,0.25,0.5,1,4,3,1,1
GU,18,12,12,0.6666666666666666,0.6666666666666666,1,9,5,1,1
HK,132,127,114,0.8636363636363636,0.9621212121212122,1,66,40,1,1
HN,22,18,13,0.5909090909090909,0.8181818181818182,1,11,8,1,1
HR,94,94,11,0.11702127659574468,1.0,1,47,22,1,1
HT,2,2,0,0.0,1.0,1,1,1,1,1
HU,110,104,2,0.01818181818181818,0.9454545454545454,1,55,21,1,1
ID,193,187,181,0.9378238341968912,0.9689119170984456,1,96,66,1,1
IE,200,190,16,0.08,0.95,1,100,27,1,1
IL,68,64,44,0.6470588235294118,0.9411764705882353,1,34,13,1,1
IM,6,6,4,0.6666666666666666,1.0,1,3,3,1,1
IN,307,224,7,0.02280130293159609,0.7296416938110749,1,152,63,1,1
IQ,20,12,0,0.0,0.6,1,10,8,1,1
IR,94,42,0,0.0,0.44680851063829785,1,47,24,1,1
IS,24,24,0,0.0,1.0,1,12,9,1,1
IT,687,651,2,0.002911208151382824,0.9475982532751092,1,345,117,1,1
JM,12,12,8,0.6666666666666666,1.0,1,6,3,1,1
JO,8,4,0,0.0,0.5,1,4,4,1,1
JP,580,544,369,0.6362068965517241,0.9379310344827586,1,290,118,1,1
KE,34,32,11,0.3235294117647059,0.9411764705882353,1,17,11,1,1
KG,46,40,0,0.0,0.8695652173913043,1,23,12,1,1
KH,14,12,10,0.7142857142857143,0.8571428571428571,1,7,7,1,1
KI,4,4,3,0.75,1.0,1,2,1,1,1
KN,2,2,2,1.0,1.0,1,1,1,1,1
