probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
KR,70,55,19,0.2714285714285714,0.7857142857142857,1,35,14,1,1
KW,4,2,0,0.0,0.5,1,2,2,1,1
KY,2,2,2,1.0,1.0,1,1,1,1,1
KZ,144,144,0,0.0,1.0,1,72,23,1,1
LA,8,8,8,1.0,1.0,1,4,1,1,1
LB,8,6,0,0.0,0.75,1,4,4,1,1
LC,4,4,0,0.0,1.0,1,2,1,1,1
LI,6,6,0,0.0,1.0,1,3,3,1,1
LK,26,24,6,0.23076923076923078,0.9230769230769231,1,13,6,1,1
LR,2,2,0,0.0,1.0,1,1,1,1,1
LS,2,2,0,0.0,1.0,1,1,1,1,1
LT,86,82,4,0.046511627906976744,0.9534883720930233,1,43,25,1,1
LU,96,90,4,0.041666666666666664,0.9375,1,48,22,1,1
LV,62,58,0,0.0,0.9354838709677419,1,31,21,1,1
MA,2,2,0,0.0,1.0,1,1,1,1,1
MD,52,52,0,0.0,1.0,1,26,14,1,1
ME,12,12,0,0.0,1.0,1,6,5,1,1
MG,4,4,0,0.0,1.0,1,2,1,1,1
MH,2,2,2,1.0,1.0,1,1,1,1,1
MK,26,24,0,0.0,0.9230769230769231,1,13,10,1,1
ML,2,2,2,1.0,1.0,1,1,1,1,1
MM,6,6,6,1.0,1.0,1,3,3,1,1
MN,16,16,14,0.875,1.0,1,8,8,1,1
MP,2,2,2,1.0,1.0,1,1,1,1,1
MT,18,18,18,1.0,1.0,1,9,3,1,1
MU,16,14,0,0.0,0.875,1,8,4,1,1
MV,24,24,19,0.7916666666666666,1.0,1,12,4,1,1
MW,2,2,0,0.0,1.0,1,1,1,1,1
MX,116,110,10,0.08620689655172414,0.9482758620689655,1,58,27,1,1
MY,72,70,59,0.8194444444444444,0.9722222222222222,1,36,20,1,1
MZ,6,6,2,0.3333333333333333,1.0,1,3,3,1,1
NA,8,8,0,0.0,1.0,1,4,3,1,1
NC,10,6,6,0.6,0.6,1,5,2,1,1
NG,20,20,9,0.45,1.0,1,10,6,1,1
NI,14,8,0,0.0,0.5714285714285714,1,7,5,1,1
NL,1335,1263,18,0.01348314606741573,0.946067415730337,1,668,184,1,1
NO,183,169,143,0.7814207650273224,0.9234972677595629,1,92,35,1,1
NP,31,29,0,0.0,0.9354838709677419,1,16,10,1,1
NU,2,2,2,1.0,1.0,1,1,1,1,1
NZ,232,226,189,0.8146551724137931,0.9741379310344828,1,116,35,1,1
OM,4,4,0,0.0,1.0,1,2,2,1,1
PA,44,42,6,0.13636363636363635,0.9545454545454546,1,22,10,1,1
PE,46,44,2,0.043478260869565216,0.9565217391304348,1,23,18,1,1
PF,12,0,0,0.0,0.0,1,6,1,1,1
PG,2,2,2,1.0,1.0,1,1,1,1,1
PH,132,126,87,0.6590909090909091,0.9545454545454546,1,66,35,1,1
PK,26,16,14,0.5384615384615384,0.6153846153846154,1,13,9,1,1
PL,467,439,6,0.01284796573875803,0.9400428265524625,1,232,132,1,1
PR,4,2,2,0.5,0.5,1,2,2,1,1
PS,2,2,1,0.5,1.0,1,1,1,1,1
PT,208,196,94,0.4519230769230769,0.9423076923076923,1,104,23,1,1
PW,2,2,0,0.0,1.0,1,1,1,1,1
PY,22,18,0,0.0,0.8181818181818182,1,11,8,1,1
QA,2,2,2,1.0,1.0,1,1,1,1,1
RE,104,103,52,0.5,0.9903846153846154,1,52,5,1,1
RO,180,178,8,0.044444444444444446,0.9888888888888889,1,90,47,1,1
RS,102,95,4,0.0392156862745098,0.9313725490196079,1,51,21,1,1
RU,1043,990,50,0.04793863854266539,0.9491850431447747,1,521,308,1,1
RW,2,2,1,0.5,1.0,1,1,1,1,1
SA,49,31,13,0.2653061224489796,0.6326530612244898,1,24,12,1,1
SE,465,432,86,0.18494623655913978,0.9290322580645162,1,232,77,1,1
SG,298,276,200,0.6711409395973155,0.9261744966442953,1,150,67,1,1
SI,98,90,0,0.0,0.9183673469387755,1,49,22,1,1
SK,112,100,0,0.0,0.8928571428571429,1,56,22,1,1
SL,4,2,2,0.5,0.5,1,2,2,1,1
SM,2,2,0,0.0,1.0,1,1,1,1,1
SN,4,4,0,0.0,1.0,1,2,2,1,1
SR,2,2,2,1.0,1.0,1,1,1,1,1
SS,2,2,2,1.0,1.0,1,1,1,1,1
SV,28,22,8,0.2857142857142857,0.7857142857142857,1,14,9,1,1
SY,6,0,0,0.0,0.0,1,3,2,1,1
TD,2,2,0,0.0,1.0,1,1,1,1,1
TG,2,2,2,1.0,1.0,1,1,1,1,1
TH,98,96,31,0.3163265306122449,0.9795918367346939,1,49,29,1,1
TJ,28,26,0,0.0,0.9285714285714286,1,14,11,1,1
TL,8,8,8,1.0,1.0,1,4,2,1,1
TN,16,14,0,0.0,0.875,1,8,5,1,1
TO,2,2,2,1.0,1.0,1,1,1,1,1
TR,138,113,16,0.11594202898550725,0.8188405797101449,1,69,30,1,1
TT,2,2,0,0.0,1.0,1,1,1,1,1
TV,2,2,0,0.0,1.0,1,1,1,1,1
TW,160,154,147,0.91875,0.9625,1,81,34,1,1
TZ,12,10,0,0.0,0.8333333333333334,1,6,5,1,1
UA,330,306,0,0.0,0.9272727272727272,1,165,115,1,1
UG,12,12,3,0.25,1.0,1,6,4,1,1
US,3775,3568,509,0.13483443708609272,0.9451655629139073,1,1886,512,1,1
UY,42,42,0,0.0,1.0,1,21,5,1,1
UZ,20,18,0,0.0,0.9,1,10,8,1,1
VA,2,2,0,0.0,1.0,1,1,1,1,1
VE,78,67,20,0.2564102564102564,0.8589743589743589,1,39,25,1,1
VI,6,6,4,0.6666666666666666,1.0,1,3,2,1,1
VN,56,56,56,1.0,1.0,1,28,16,1,1
VU,4,2,0,0.0,0.5,1,2,1,1,1
YE,2,2,0,0.0,1.0,1,1,1,1,1
ZA,271,263,36,0.13284132841328414,0.9704797047970479,1,134,71,1,1
ZM,8,6,0,0.0,0.75,1,4,4,1,1
ZW,6,6,0,0.0,1.0,1,3,2,1,1
