probe_country,service_id,path_scope_stratum,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,network_transition_entropy,network_transition_normalized_entropy,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_minus_network_normalized_entropy,normalized_entropy_reduction,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
AR,C-Root,all_publicly_visible,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,56,0.6785714285714286,0.9464285714285714,1.0,0.7727648344469324,0.7034008652713918,2.1657459124946965,moderate_network_transition_concentration,0.6964285714285714,0.9285714285714286,0.9642857142857143,0.8289975020155784,0.5979952925336067,2.2910208448596365,-0.10540557273778506,0.10540557273778506,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,25,23,0.7321428571428571,0.26785714285714285
AR,C-Root,resolved_entry_only,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,56,0.6785714285714286,0.9464285714285714,1.0,0.7727648344469324,0.7034008652713918,2.1657459124946965,moderate_network_transition_concentration,0.6964285714285714,0.9285714285714286,0.9642857142857143,0.8289975020155784,0.5979952925336067,2.2910208448596365,-0.10540557273778506,0.10540557273778506,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,25,23,0.7321428571428571,0.26785714285714285
AU,C-Root,all_publicly_visible,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,275,0.36,0.5490909090909091,0.6909090909090909,1.992893389086365,0.7187843523638245,7.3367310991417485,broad_network_transition_distribution,0.33454545454545453,0.4763636363636363,0.6,1.9639797156567418,0.7903635799857104,7.127636662940672,0.07157922762188584,-0.07157922762188584,broad_corridor_observation_distribution,network_and_physical_both_broad,0.20727272727272728,True,True,True,True,True,auditable,,125,43,0.8436363636363636,0.15636363636363637
AU,C-Root,resolved_entry_only,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,273,0.3626373626373626,0.5531135531135531,0.6886446886446886,1.9930196763998433,0.7188299008840452,7.3376576937093105,broad_network_transition_distribution,0.336996336996337,0.4725274725274725,0.5970695970695971,1.9638941811868529,0.7903291583828319,7.127027030389817,0.07149925749878672,-0.07149925749878672,broad_corridor_observation_distribution,network_and_physical_both_broad,0.2087912087912088,True,True,True,True,True,auditable,,124,42,0.8424908424908425,0.1575091575091575
BR,C-Root,all_publicly_visible,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,123,0.5203252032520326,0.6910569105691058,0.7642276422764228,1.63448544578954,0.6577653313169676,5.126819291754087,broad_network_transition_distribution,0.5691056910569106,0.8455284552845528,0.8943089430894309,1.2602941447524432,0.5473387926409641,3.5264586241227307,-0.1104265386760035,0.1104265386760035,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.016260162601626018,True,True,True,True,True,auditable,,54,34,0.6422764227642277,0.35772357723577236
BR,C-Root,resolved_entry_only,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,115,0.5565217391304348,0.7217391304347827,0.8,1.5091427503171972,0.629361410165345,4.522851918596723,weak_network_transition_concentration,0.6086956521739131,0.8869565217391304,0.9130434782608696,1.1176344749412477,0.5086573700610063,3.057612782132039,-0.12070404010433866,0.12070404010433866,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.017391304347826087,True,True,True,True,True,auditable,,49,34,0.6869565217391305,0.3130434782608696
CA,C-Root,all_publicly_visible,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,91,0.6813186813186813,0.8351648351648352,0.9230769230769231,1.0339788622701749,0.5770745906623531,2.812233091620932,moderate_network_transition_concentration,0.5274725274725275,0.9780219780219781,0.989010989010989,0.795759470709648,0.5740191210666178,2.216123438681185,-0.0030554695957353273,0.0030554695957353273,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,60,25,0.6593406593406593,0.34065934065934067
CA,C-Root,resolved_entry_only,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,91,0.6813186813186813,0.8351648351648352,0.9230769230769231,1.0339788622701749,0.5770745906623531,2.812233091620932,moderate_network_transition_concentration,0.5274725274725275,0.9780219780219781,0.989010989010989,0.795759470709648,0.5740191210666178,2.216123438681185,-0.0030554695957353273,0.0030554695957353273,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,60,25,0.6593406593406593,0.34065934065934067
CL,C-Root,all_publicly_visible,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,74,0.4594594594594595,0.8513513513513513,0.9594594594594594,1.1206912607566588,0.6963246311637675,3.0669735491545387,moderate_network_transition_concentration,0.5405405405405406,0.8513513513513513,0.9594594594594594,1.091992500967866,0.6784930891284559,2.980206224477979,-0.017831542035311676,0.017831542035311676,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,34,15,0.6621621621621622,0.33783783783783783
CL,C-Root,resolved_entry_only,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,72,0.4583333333333333,0.8611111111111112,0.9583333333333334,1.109388424536768,0.6893017841607436,3.032503222641585,moderate_network_transition_concentration,0.5277777777777778,0.8472222222222222,0.9583333333333333,1.1049096227586708,0.6865189481510441,3.0189516119583346,-0.0027828360096995297,0.0027828360096995297,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,33,15,0.6527777777777778,0.3472222222222222
