country,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,network_transition_entropy,network_transition_normalized_entropy,effective_network_transition_count,network_transition_concentration_tier,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,analysis_scope
AE,10,4,8966->5384,0.3,0.6,0.8,1.366158847569202,0.9854752972273345,3.9202634084155794,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,4,0.8,0.2,transition_near_country
AO,5,1,37468->37468,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,3,0.0,1.0,transition_near_country
AU,338,17,7578->7578,0.33727810650887574,0.5591715976331361,0.6893491124260355,2.025525398798608,0.7149215935495812,7.58009247007803,broad_network_transition_distribution,0.23076923076923078,True,True,auditable,,149,54,0.8106508875739645,0.1893491124260355,transition_near_country
AX,6,1,3238->3238,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.6666666666666666,0.3333333333333333,transition_near_country
BH,8,1,5416->174,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",4,2,0.0,1.0,transition_near_country
BJ,8,2,28683->174,0.75,1.0,1.0,0.5623351446188083,0.8112781244591328,1.7547653506033232,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,3,0.0,1.0,transition_near_country
BR,425,12,174->174,0.7764705882352941,0.8541176470588235,0.9294117647058824,0.9136464753398648,0.36767838961588856,2.4933980910814353,moderate_network_transition_concentration,0.004705882352941176,True,True,auditable,,144,72,0.8658823529411764,0.13411764705882354,transition_near_country
CA,74,11,174->174,0.28378378378378377,0.43243243243243246,0.5675675675675675,2.074369665843388,0.8650793424445827,7.959527715268699,broad_network_transition_distribution,0.0,True,True,auditable,,46,18,0.44594594594594594,0.5540540540540541,transition_near_country
CL,60,3,12956->12956,0.9166666666666666,0.9833333333333333,1.0,0.32853618501767634,0.29904652296942125,1.3889334980019865,severe_network_transition_concentration,0.0,True,True,auditable,,38,20,0.25,0.75,transition_near_country
CM,2,1,60171->60171,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,transition_near_country
CN,24,4,4134->4134,0.875,0.9166666666666666,0.9583333333333334,0.5140966973399504,0.37084237789487046,1.672127382288781,severe_network_transition_concentration,0.041666666666666664,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,10,3,0.9583333333333334,0.041666666666666664,transition_near_country
CO,10,2,23520->23520,0.8,1.0,1.0,0.5004024235381879,0.7219280948873623,1.6493848884661177,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,5,0.0,1.0,transition_near_country
CV,1,1,37575->8657,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,transition_near_country
CW,10,1,23520->23520,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,5,0.0,1.0,transition_near_country
CY,22,4,6866->174,0.5,0.6818181818181819,0.8636363636363636,1.2381770099153373,0.8931559159737911,3.449319654200126,weak_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,11,4,0.18181818181818182,0.8181818181818182,transition_near_country
DE,4,1,12693->12693,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,transition_near_country
DK,122,9,3292->3292,0.4180327868852459,0.5737704918032787,0.7049180327868853,1.7239621807998213,0.7846090010925726,5.606699269097134,broad_network_transition_distribution,0.06557377049180328,True,True,auditable,,70,17,0.6147540983606558,0.38524590163934425,transition_near_country
DO,10,2,64126->174,0.8,1.0,1.0,0.5004024235381879,0.7219280948873623,1.6493848884661177,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,6,0.0,1.0,transition_near_country
EE,61,6,1299->1299,0.45901639344262296,0.7213114754098361,0.8360655737704918,1.4262645832846488,0.7960134202048489,4.163119126248342,weak_network_transition_concentration,0.0,True,True,auditable,,32,16,0.03278688524590164,0.9672131147540983,transition_near_country
ES,2,1,3257->3257,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,transition_near_country
