country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,network_transition_entropy,network_transition_normalized_entropy,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_minus_network_normalized_entropy,normalized_entropy_reduction,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id,path_scope_stratum
SG,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,4045.0,0.6482076637824474,0.6927070457354758,0.7275648949320148,1.9558471909663875,0.4177258381046435,7.06990604780366,broad_network_transition_distribution,0.992336217552534,0.9954264524103832,0.9985166872682324,0.053015939564484166,0.03824291654887515,1.0544464524026282,-0.37948292155576835,0.37948292155576835,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.001977750309023486,True,True,True,True,True,auditable,,708.0,316.0,0.992336217552534,0.007663782447466007,country_cross_layer_distribution_audit,,,
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,1005.0,0.31343283582089554,0.3890547263681592,0.43582089552238806,3.0976383620717884,0.7174630897905626,22.145589611755884,broad_network_transition_distribution,0.9761194029850746,0.9870646766169154,0.9935323383084577,0.13821559747414736,0.09970147852472877,1.1482230775853735,-0.6177616112658338,0.6177616112658338,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,133.0,59.0,0.9761194029850746,0.023880597014925373,service_country_cross_layer_distribution_audit,SG,C-Root,all_publicly_visible
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,1005.0,0.31343283582089554,0.3890547263681592,0.43582089552238806,3.0976383620717884,0.7174630897905626,22.145589611755884,broad_network_transition_distribution,0.9761194029850746,0.9870646766169154,0.9935323383084577,0.13821559747414736,0.09970147852472877,1.1482230775853735,-0.6177616112658338,0.6177616112658338,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,133.0,59.0,0.9761194029850746,0.023880597014925373,service_country_cross_layer_distribution_audit,SG,C-Root,resolved_entry_only
HK,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,202.0,0.7128712871287128,0.792079207920792,0.8316831683168316,1.2652169276126948,0.46720586165564276,3.5438614141285116,weak_network_transition_concentration,0.8960396039603961,0.995049504950495,0.9975247524752475,0.35703274220499515,0.2575446833070671,1.429082660405282,-0.20966117834857567,0.20966117834857567,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.009900990099009901,True,True,True,True,True,auditable,,108.0,66.0,0.09900990099009901,0.900990099009901,country_cross_layer_distribution_audit,,,
EE,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,60.0,0.48333333333333334,0.75,0.8666666666666667,1.3155991529255913,0.817427713589703,3.7269833493981013,weak_network_transition_concentration,0.8833333333333333,1.0,1.0,0.3602305211946065,0.5197027865043055,1.4336598654557535,-0.29772492708539755,0.29772492708539755,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,32.0,16.0,0.0,1.0,country_cross_layer_distribution_audit,,,
FI,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,252.0,0.503968253968254,0.7579365079365079,0.8095238095238095,1.5734370697517495,0.6134378697086398,4.823197402990576,weak_network_transition_concentration,0.8690476190476191,0.9246031746031746,0.9484126984126984,0.5879755208162938,0.3021596455014842,1.800339972747436,-0.31127822420715556,0.31127822420715556,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,135.0,57.0,0.09523809523809523,0.9047619047619048,country_cross_layer_distribution_audit,,,
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,553.0,0.5117540687160941,0.6184448462929476,0.6582278481012659,2.2126026318647734,0.5919738387367085,9.139472147327096,broad_network_transition_distribution,0.8390596745027125,0.9077757685352622,0.9746835443037974,0.6437296513980106,0.2929739900226444,1.9035672985900323,-0.2989998487140641,0.2989998487140641,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.034358047016274866,True,True,True,True,True,auditable,,89.0,62.0,0.8372513562386981,0.162748643761302,service_country_cross_layer_distribution_audit,ID,C-Root,all_publicly_visible
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,551.0,0.5099818511796733,0.617059891107078,0.6569872958257713,2.218195953489797,0.5934703117255631,9.190735386774405,broad_network_transition_distribution,0.838475499092559,0.9074410163339384,0.9745916515426498,0.6454280485984094,0.2937469638997425,1.906803058986117,-0.2997233478258206,0.2997233478258206,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.034482758620689655,True,True,True,True,True,auditable,,88.0,61.0,0.8366606170598911,0.16333938294010888,service_country_cross_layer_distribution_audit,ID,C-Root,resolved_entry_only
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,82.0,0.5853658536585366,0.7317073170731707,0.8292682926829268,1.449409865238921,0.6294707064893992,4.260599445291027,weak_network_transition_concentration,0.8170731707317073,0.9512195121951219,0.9878048780487805,0.6093157062157029,0.43952837384657556,1.8391724338151032,-0.18994233264282362,0.18994233264282362,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,16.0,9.0,0.8536585365853658,0.14634146341463414,service_country_cross_layer_distribution_audit,VN,C-Root,all_publicly_visible
,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,82.0,0.5853658536585366,0.7317073170731707,0.8292682926829268,1.449409865238921,0.6294707064893992,4.260599445291027,weak_network_transition_concentration,0.8170731707317073,0.9512195121951219,0.9878048780487805,0.6093157062157029,0.43952837384657556,1.8391724338151032,-0.18994233264282362,0.18994233264282362,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,16.0,9.0,0.8536585365853658,0.14634146341463414,service_country_cross_layer_distribution_audit,VN,C-Root,resolved_entry_only
