probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
HR,70,70,0,0.0,1.0,1,42,20,1,1
HT,1,1,0,0.0,1.0,1,1,1,1,1
HU,96,90,0,0.0,0.9375,1,55,23,1,1
ID,144,144,81,0.5625,1.0,1,77,57,1,1
IE,163,159,2,0.012269938650306749,0.9754601226993865,1,88,25,1,1
IL,48,48,16,0.3333333333333333,1.0,1,29,12,1,1
IM,6,6,4,0.6666666666666666,1.0,1,3,3,1,1
IN,248,213,68,0.27419354838709675,0.8588709677419355,1,135,59,1,1
IQ,16,16,0,0.0,1.0,1,8,6,1,1
IR,83,46,0,0.0,0.5542168674698795,1,44,22,1,1
IS,20,20,2,0.1,1.0,1,11,8,1,1
IT,557,527,31,0.05565529622980251,0.9461400359066428,1,306,102,1,1
JO,3,2,0,0.0,0.6666666666666666,1,2,2,1,1
JP,419,396,177,0.4224343675417661,0.9451073985680191,1,225,99,1,1
KE,26,24,1,0.038461538461538464,0.9230769230769231,1,15,10,1,1
KG,38,34,23,0.6052631578947368,0.8947368421052632,1,20,13,1,1
KH,6,6,0,0.0,1.0,1,3,3,1,1
KI,4,4,1,0.25,1.0,1,2,1,1,1
KN,2,2,0,0.0,1.0,1,1,1,1,1
KR,39,34,3,0.07692307692307693,0.8717948717948718,1,22,12,1,1
KW,4,2,0,0.0,0.5,1,2,2,1,1
KY,1,1,1,1.0,1.0,1,1,1,1,1
KZ,91,91,1,0.01098901098901099,1.0,1,53,20,1,1
LA,2,2,2,1.0,1.0,1,1,1,1,1
LB,4,2,0,0.0,0.5,1,2,2,1,1
LC,4,4,4,1.0,1.0,1,2,2,1,1
LI,4,4,4,1.0,1.0,1,3,3,1,1
LK,24,22,19,0.7916666666666666,0.9166666666666666,1,13,6,1,1
LS,2,2,0,0.0,1.0,1,1,1,1,1
LT,61,57,2,0.03278688524590164,0.9344262295081968,1,36,21,1,1
LU,73,69,0,0.0,0.9452054794520548,1,38,20,1,1
LV,56,54,39,0.6964285714285714,0.9642857142857143,1,30,19,1,1
MA,2,2,0,0.0,1.0,1,1,1,1,1
MD,42,42,0,0.0,1.0,1,25,15,1,1
ME,12,12,2,0.16666666666666666,1.0,1,6,5,1,1
MG,4,4,0,0.0,1.0,1,2,1,1,1
MH,2,2,1,0.5,1.0,1,1,1,1,1
MK,18,16,0,0.0,0.8888888888888888,1,10,8,1,1
ML,2,2,2,1.0,1.0,1,1,1,1,1
MM,4,4,4,1.0,1.0,1,3,3,1,1
MN,13,13,0,0.0,1.0,1,7,7,1,1
MP,2,2,2,1.0,1.0,1,1,1,1,1
MT,12,12,12,1.0,1.0,1,8,2,1,1
MU,14,13,1,0.07142857142857142,0.9285714285714286,1,8,4,1,1
MV,19,19,17,0.8947368421052632,1.0,1,11,4,1,1
MW,2,2,0,0.0,1.0,1,1,1,1,1
MX,76,73,4,0.05263157894736842,0.9605263157894737,1,42,22,1,1
MY,62,60,20,0.3225806451612903,0.967741935483871,1,33,18,1,1
MZ,6,6,0,0.0,1.0,1,3,3,1,1
NA,3203,3008,683,0.2132375897596004,0.9391195753980643,1,1746,4,1,1
NC,9,9,9,1.0,1.0,1,5,2,1,1
NG,14,14,5,0.35714285714285715,1.0,1,9,6,1,1
NI,12,10,1,0.08333333333333333,0.8333333333333334,1,6,4,1,1
NL,1055,1004,4,0.0037914691943127963,0.9516587677725118,1,574,159,1,1
NO,160,153,118,0.7375,0.95625,1,89,33,1,1
NP,27,27,1,0.037037037037037035,1.0,1,15,9,1,1
NZ,182,164,129,0.7087912087912088,0.9010989010989011,1,98,32,1,1
OM,1,1,0,0.0,1.0,1,1,1,1,1
PA,33,31,10,0.30303030303030304,0.9393939393939394,1,18,11,1,1
PE,34,34,12,0.35294117647058826,1.0,1,19,14,1,1
PF,10,10,0,0.0,1.0,1,5,1,1,1
PG,2,2,2,1.0,1.0,1,1,1,1,1
PH,107,104,81,0.7570093457943925,0.9719626168224299,1,59,33,1,1
PK,9,5,0,0.0,0.5555555555555556,1,6,5,1,1
PL,361,346,2,0.00554016620498615,0.9584487534626038,1,202,119,1,1
PR,1,1,1,1.0,1.0,1,1,1,1,1
PS,2,2,0,0.0,1.0,1,1,1,1,1
PT,171,160,33,0.19298245614035087,0.935672514619883,1,95,21,1,1
PW,2,2,0,0.0,1.0,1,1,1,1,1
PY,20,20,9,0.45,1.0,1,10,8,1,1
QA,2,2,2,1.0,1.0,1,1,1,1,1
RE,68,68,0,0.0,1.0,1,36,4,1,1
RO,147,143,2,0.013605442176870748,0.9727891156462585,1,81,43,1,1
RS,79,75,0,0.0,0.9493670886075949,1,45,16,1,1
RU,870,829,631,0.725287356321839,0.9528735632183908,1,465,280,1,1
RW,2,2,0,0.0,1.0,1,1,1,1,1
SA,28,25,0,0.0,0.8928571428571429,1,15,8,1,1
SE,366,343,296,0.8087431693989071,0.9371584699453552,1,200,70,1,1
SG,212,201,48,0.22641509433962265,0.9481132075471698,1,115,57,1,1
SI,80,72,0,0.0,0.9,1,44,19,1,1
SK,90,82,0,0.0,0.9111111111111111,1,48,21,1,1
SL,4,2,2,0.5,0.5,1,2,2,1,1
SM,2,2,0,0.0,1.0,1,1,1,1,1
SN,2,2,0,0.0,1.0,1,1,1,1,1
SS,2,2,0,0.0,1.0,1,1,1,1,1
SV,20,20,2,0.1,1.0,1,11,6,1,1
SY,2,0,0,0.0,0.0,1,1,1,1,1
TD,2,2,2,1.0,1.0,1,1,1,1,1
TG,2,2,0,0.0,1.0,1,1,1,1,1
TH,71,69,27,0.38028169014084506,0.971830985915493,1,39,24,1,1
TJ,25,23,23,0.92,0.92,1,14,10,1,1
TL,8,8,2,0.25,1.0,1,4,2,1,1
TN,16,14,1,0.0625,0.875,1,8,5,1,1
TO,2,2,2,1.0,1.0,1,1,1,1,1
TR,104,100,0,0.0,0.9615384615384616,1,58,29,1,1
TT,1,1,0,0.0,1.0,1,1,1,1,1
TV,2,2,2,1.0,1.0,1,1,1,1,1
TW,118,113,88,0.7457627118644068,0.9576271186440678,1,64,30,1,1
TZ,8,8,2,0.25,1.0,1,4,3,1,1
UA,281,275,24,0.08540925266903915,0.9786476868327402,1,150,104,1,1
UG,9,9,1,0.1111111111111111,1.0,1,6,4,1,1
US,3020,2910,475,0.15728476821192053,0.9635761589403974,1,1647,440,1,1
UY,31,31,3,0.0967741935483871,1.0,1,18,5,1,1
UZ,19,17,17,0.8947368421052632,0.8947368421052632,1,10,8,1,1
VA,2,2,2,1.0,1.0,1,1,1,1,1
VE,62,52,10,0.16129032258064516,0.8387096774193549,1,36,24,1,1
VI,4,4,2,0.5,1.0,1,2,2,1,1
VN,43,43,25,0.5813953488372093,1.0,1,24,13,1,1
VU,1,0,0,0.0,0.0,1,1,1,1,1
XK,4,4,0,0.0,1.0,1,2,2,1,1
YE,2,2,0,0.0,1.0,1,1,1,1,1
ZA,213,208,68,0.3192488262910798,0.9765258215962441,1,113,63,1,1
ZM,8,6,0,0.0,0.75,1,4,4,1,1
ZW,4,4,0,0.0,1.0,1,3,2,1,1
