probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
AD,6,6,0,0.0,1.0,1,3,1,1,1
AE,37,37,6,0.16216216216216217,1.0,1,20,14,1,1
AF,11,11,2,0.18181818181818182,1.0,1,6,2,1,1
AL,40,37,0,0.0,0.925,1,23,14,1,1
AM,26,26,4,0.15384615384615385,1.0,1,14,7,1,1
AO,18,18,15,0.8333333333333334,1.0,1,10,4,1,1
AR,93,87,39,0.41935483870967744,0.9354838709677419,1,51,39,1,1
AT,370,365,2,0.005405405405405406,0.9864864864864865,1,205,80,1,1
AU,447,412,231,0.5167785234899329,0.9217002237136466,1,241,71,1,1
AX,4,4,4,1.0,1.0,1,2,2,1,1
AZ,17,13,7,0.4117647058823529,0.7647058823529411,1,9,8,1,1
BA,27,26,0,0.0,0.9629629629629629,1,15,6,1,1
BB,1,1,0,0.0,1.0,1,1,1,1,1
BD,16,16,0,0.0,1.0,1,9,6,1,1
BE,268,268,0,0.0,1.0,1,146,25,1,1
BF,8,6,2,0.25,0.75,1,4,3,1,1
BG,144,142,0,0.0,0.9861111111111112,1,83,51,1,1
BH,9,9,6,0.6666666666666666,1.0,1,5,2,1,1
BI,2,2,1,0.5,1.0,1,1,1,1,1
BJ,13,13,8,0.6153846153846154,1.0,1,7,4,1,1
BL,2,2,0,0.0,1.0,1,1,1,1,1
BO,33,33,15,0.45454545454545453,1.0,1,18,9,1,1
BR,156,142,92,0.5897435897435898,0.9102564102564102,1,87,58,1,1
BT,4,2,0,0.0,0.5,1,2,2,1,1
BW,1,1,0,0.0,1.0,1,1,1,1,1
BY,42,42,0,0.0,1.0,1,23,14,1,1
BZ,2,2,2,1.0,1.0,1,1,1,1,1
CA,483,467,99,0.20496894409937888,0.9668737060041408,1,269,84,1,1
CD,6,6,0,0.0,1.0,1,3,3,1,1
CG,4,4,1,0.25,1.0,1,2,2,1,1
CH,583,557,146,0.2504288164665523,0.9554030874785592,1,322,81,1,1
CI,2,2,0,0.0,1.0,1,1,1,1,1
CK,2,2,0,0.0,1.0,1,1,1,1,1
CL,134,131,53,0.39552238805970147,0.9776119402985075,1,76,33,1,1
CM,4,4,3,0.75,1.0,1,2,2,1,1
CN,92,88,24,0.2608695652173913,0.9565217391304348,1,50,23,1,1
CO,59,57,25,0.423728813559322,0.9661016949152542,1,31,22,1,1
CR,29,24,0,0.0,0.8275862068965517,1,16,8,1,1
CU,2,2,1,0.5,1.0,1,1,1,1,1
CV,7,7,1,0.14285714285714285,1.0,1,4,2,1,1
CW,4,4,3,0.75,1.0,1,2,2,1,1
CY,23,21,16,0.6956521739130435,0.9130434782608695,1,13,6,1,1
CZ,502,496,0,0.0,0.9880478087649402,1,276,112,1,1
DE,2906,2843,13,0.004473503097040606,0.9783207157604955,1,1595,376,1,1
DJ,6,6,0,0.0,1.0,1,3,2,1,1
DK,190,180,146,0.7684210526315789,0.9473684210526315,1,108,35,1,1
DO,17,17,10,0.5882352941176471,1.0,1,9,7,1,1
DZ,2,2,0,0.0,1.0,1,1,1,1,1
EC,43,41,7,0.16279069767441862,0.9534883720930233,1,24,19,1,1
EE,69,59,58,0.8405797101449275,0.855072463768116,1,37,21,1,1
EG,4,4,0,0.0,1.0,1,2,1,1,1
ES,414,395,2,0.004830917874396135,0.9541062801932367,1,230,73,1,1
ET,1,1,0,0.0,1.0,1,1,1,1,1
FI,263,248,185,0.7034220532319392,0.9429657794676806,1,141,49,1,1
FJ,2,1,1,0.5,0.5,1,2,2,1,1
FM,4,2,2,0.5,0.5,1,2,1,1,1
FR,1716,1645,8,0.004662004662004662,0.9586247086247086,1,950,163,1,1
GB,945,906,16,0.016931216931216932,0.9587301587301588,1,524,185,1,1
GE,18,18,0,0.0,1.0,1,10,6,1,1
GF,2,2,0,0.0,1.0,1,1,1,1,1
GG,1,1,0,0.0,1.0,1,1,1,1,1
GH,6,6,4,0.6666666666666666,1.0,1,3,3,1,1
GP,4,4,3,0.75,1.0,1,2,2,1,1
GQ,2,2,2,1.0,1.0,1,1,1,1,1
GR,134,124,0,0.0,0.9253731343283582,1,73,26,1,1
GT,7,7,0,0.0,1.0,1,4,3,1,1
GU,16,16,16,1.0,1.0,1,9,5,1,1
HK,93,90,70,0.7526881720430108,0.967741935483871,1,49,32,1,1
HN,15,15,11,0.7333333333333333,1.0,1,8,6,1,1
