unit_id,num_links,num_links_with_feasible_candidates,avg_feasible_candidates_per_link,median_feasible_candidates_per_link,max_feasible_candidates_per_link,avg_feasible_corridors_per_link,median_feasible_corridors_per_link,max_feasible_corridors_per_link,share_links_with_parallel_ambiguity,share_links_with_many_candidates,share_links_with_large_landing_radius,share_links_with_rtt_inconclusive,share_links_with_multi_segment_possible,share_links_with_domestic_submarine_candidate,share_links_with_only_low_support_feasible_candidates
probe_country=AD|service_id=M-Root,6,6,3.0,3.0,3,1.0,1.0,1,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
probe_country=AE|service_id=M-Root,43,43,13.720930232558139,14.0,14,1.0,1.0,1,0.9767441860465116,0.9767441860465116,0.0,0.9767441860465116,0.023255813953488372,0.9767441860465116,0.7906976744186046
probe_country=AF|service_id=M-Root,6,6,6.666666666666667,3.0,14,1.0,1.0,1,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0
probe_country=AL|service_id=M-Root,24,24,7.666666666666667,8.5,14,1.0,1.0,1,0.5833333333333334,0.5,0.0,0.625,0.08333333333333333,0.5,0.375
probe_country=AO|service_id=M-Root,3,3,1.6666666666666667,2.0,2,1.0,1.0,1,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0
probe_country=AT|service_id=M-Root,2,2,2.0,2.0,2,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
probe_country=AU|service_id=M-Root,521,521,3.034548944337812,3.0,14,1.0,1.0,1,0.6679462571976967,0.6679462571976967,0.0,0.6564299424184261,0.04030710172744722,0.9539347408829175,0.7504798464491362
probe_country=AX|service_id=M-Root,15,15,6.6,3.0,14,1.0,1.0,1,0.8666666666666667,0.4,0.0,0.7333333333333333,0.0,0.6666666666666666,0.4666666666666667
probe_country=BE|service_id=M-Root,64,64,12.109375,14.0,14,1.0,1.0,1,1.0,0.828125,0.0,0.875,0.125,0.828125,0.125
probe_country=BG|service_id=M-Root,2,2,3.0,3.0,3,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0
