country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
DK,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,38,0.42105263157894735,0.7368421052631579,1.0,2.9432946210364572,weak_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,21,6,0.0,1.0,country_cross_layer_distribution_audit,,
,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,41,0.3902439024390244,0.6829268292682926,0.9268292682926829,3.5335537318902372,weak_network_transition_concentration,0.926829268292683,1.0,1.0,1.2992205177568863,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,21,6,0.0,1.0,service_country_cross_layer_distribution_audit,DK,M-Root
SG,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,51,0.19607843137254902,0.39215686274509803,0.5686274509803921,8.254728106117886,broad_network_transition_distribution,0.9215686274509803,1.0,1.0,1.3164272291547559,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,30,16,0.0,1.0,country_cross_layer_distribution_audit,,
ES,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,40,0.425,0.7749999999999999,0.8999999999999999,3.587724138699397,weak_network_transition_concentration,0.9,0.975,1.0,1.4642109370627328,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,20,13,0.1,0.9,country_cross_layer_distribution_audit,,
,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,97,0.5360824742268041,0.7422680412371134,0.7938144329896907,4.621489042861223,broad_network_transition_distribution,0.8247422680412371,0.8865979381443299,0.9381443298969072,2.0045482451146848,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,42,28,0.05154639175257732,0.9484536082474226,service_country_cross_layer_distribution_audit,ZA,M-Root
ZA,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,221,0.34841628959276016,0.6832579185520362,0.9321266968325792,3.92979912826697,weak_network_transition_concentration,0.7104072398190046,0.9819004524886878,1.0,1.9532428971580587,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,83,35,0.27149321266968324,0.7285067873303167,country_cross_layer_distribution_audit,,
,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,31,0.41935483870967744,0.6129032258064516,0.7741935483870968,5.04212109718558,broad_network_transition_distribution,0.6774193548387096,0.9354838709677419,1.0,2.203880192556479,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,18,9,0.06451612903225806,0.9354838709677419,service_country_cross_layer_distribution_audit,IT,M-Root
FI,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,214,0.5093457943925234,0.6915887850467289,0.7710280373831776,5.640186896900765,broad_network_transition_distribution,0.6308411214953271,0.8504672897196262,0.9065420560747663,2.988530126979817,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,116,53,0.11214953271028037,0.8878504672897196,country_cross_layer_distribution_audit,,
,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,37,0.35135135135135137,0.6216216216216217,0.8648648648648649,4.322623415162529,weak_network_transition_concentration,0.5405405405405406,0.8918918918918919,0.972972972972973,2.7218943095337322,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,12,9,0.10810810810810811,0.8918918918918919,service_country_cross_layer_distribution_audit,ES,M-Root
PH,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,86,0.3488372093023256,0.5581395348837209,0.6627906976744187,8.022877554690398,broad_network_transition_distribution,0.4883720930232558,0.8662790697674418,0.936046511627907,3.1552599956002556,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,22,13,0.11627906976744186,0.8837209302325582,country_cross_layer_distribution_audit,,
