probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AE,M-Root,dns_root,anycast,all_publicly_visible,40,40,26,0.65,0.65,0.025,0.0,0.025,0.625,26,0.65,1.0,20,14,1,1,1.0,True,True,auditable,,probe_country_service
AE,M-Root,dns_root,anycast,resolved_entry_only,40,40,26,0.65,0.65,0.025,0.0,0.025,0.625,26,0.65,1.0,20,14,1,1,1.0,True,True,auditable,,probe_country_service
AL,M-Root,dns_root,anycast,all_publicly_visible,46,42,14,0.30434782608695654,0.30434782608695654,0.2391304347826087,0.0,0.2391304347826087,0.08695652173913043,14,0.30434782608695654,0.9130434782608695,23,14,1,1,0.8695652173913043,True,True,auditable,,probe_country_service
AL,M-Root,dns_root,anycast,resolved_entry_only,40,40,14,0.35,0.35,0.275,0.0,0.275,0.1,14,0.35,1.0,20,11,1,1,1.0,True,True,auditable,,probe_country_service
AR,M-Root,dns_root,anycast,all_publicly_visible,101,97,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9603960396039604,51,39,1,1,0.9603960396039604,True,True,auditable,,probe_country_service
AR,M-Root,dns_root,anycast,resolved_entry_only,97,97,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,49,38,1,1,1.0,True,True,auditable,,probe_country_service
AT,M-Root,dns_root,anycast,all_publicly_visible,410,402,2,0.004878048780487805,0.004878048780487805,0.0,0.0,0.0,0.004878048780487805,2,0.004878048780487805,0.9804878048780488,206,81,1,1,0.9609756097560975,True,True,auditable,,probe_country_service
AT,M-Root,dns_root,anycast,resolved_entry_only,394,394,2,0.005076142131979695,0.005076142131979695,0.0,0.0,0.0,0.005076142131979695,2,0.005076142131979695,1.0,198,79,1,1,1.0,True,True,auditable,,probe_country_service
AU,M-Root,dns_root,anycast,all_publicly_visible,480,437,221,0.46041666666666664,0.46041666666666664,0.25625,0.25625,0.05,0.32708333333333334,221,0.46041666666666664,0.9104166666666667,240,71,1,1,0.9104166666666667,True,True,auditable,,probe_country_service
AU,M-Root,dns_root,anycast,resolved_entry_only,437,437,221,0.505720823798627,0.505720823798627,0.2814645308924485,0.2814645308924485,0.05491990846681922,0.35926773455377575,221,0.505720823798627,1.0,219,67,1,1,1.0,True,True,auditable,,probe_country_service
BA,M-Root,dns_root,anycast,all_publicly_visible,30,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9333333333333333,15,6,1,1,0.9333333333333333,True,True,auditable,,probe_country_service
BE,M-Root,dns_root,anycast,all_publicly_visible,293,289,22,0.07508532423208192,0.07508532423208192,0.03754266211604096,0.0,0.03754266211604096,0.06825938566552901,22,0.07508532423208192,0.9863481228668942,146,25,1,1,0.9863481228668942,True,True,auditable,,probe_country_service
BE,M-Root,dns_root,anycast,resolved_entry_only,289,289,22,0.07612456747404844,0.07612456747404844,0.03806228373702422,0.0,0.03806228373702422,0.06920415224913495,22,0.07612456747404844,1.0,145,25,1,1,1.0,True,True,auditable,,probe_country_service
BG,M-Root,dns_root,anycast,all_publicly_visible,166,164,2,0.012048192771084338,0.012048192771084338,0.0,0.0,0.0,0.012048192771084338,2,0.012048192771084338,0.9879518072289156,83,51,1,1,0.9759036144578314,True,True,auditable,,probe_country_service
BG,M-Root,dns_root,anycast,resolved_entry_only,162,162,2,0.012345679012345678,0.012345679012345678,0.0,0.0,0.0,0.012345679012345678,2,0.012345679012345678,1.0,81,49,1,1,1.0,True,True,auditable,,probe_country_service
BO,M-Root,dns_root,anycast,all_publicly_visible,36,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,18,9,1,1,1.0,True,True,auditable,,probe_country_service
BO,M-Root,dns_root,anycast,resolved_entry_only,36,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,18,9,1,1,1.0,True,True,auditable,,probe_country_service
BR,M-Root,dns_root,anycast,all_publicly_visible,173,157,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9075144508670521,87,58,1,1,0.838150289017341,True,True,auditable,,probe_country_service
BR,M-Root,dns_root,anycast,resolved_entry_only,145,145,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,73,52,1,1,1.0,True,True,auditable,,probe_country_service
BY,M-Root,dns_root,anycast,all_publicly_visible,46,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,23,14,1,1,1.0,True,True,auditable,,probe_country_service
BY,M-Root,dns_root,anycast,resolved_entry_only,46,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,23,14,1,1,1.0,True,True,auditable,,probe_country_service
CA,M-Root,dns_root,anycast,all_publicly_visible,538,517,139,0.258364312267658,0.258364312267658,0.25092936802973975,0.23605947955390336,0.02973977695167286,0.19330855018587362,139,0.258364312267658,0.9609665427509294,270,84,1,1,0.9535315985130112,True,True,auditable,,probe_country_service
CA,M-Root,dns_root,anycast,resolved_entry_only,513,513,139,0.2709551656920078,0.2709551656920078,0.2631578947368421,0.2475633528265107,0.031189083820662766,0.20272904483430798,139,0.2709551656920078,1.0,259,82,1,1,1.0,True,True,auditable,,probe_country_service
CH,M-Root,dns_root,anycast,all_publicly_visible,643,617,34,0.05287713841368585,0.05287713841368585,0.006220839813374806,0.0,0.006220839813374806,0.04665629860031104,34,0.05287713841368585,0.9595645412130638,322,81,1,1,0.9471228615863142,True,True,auditable,,probe_country_service
CH,M-Root,dns_root,anycast,resolved_entry_only,609,609,32,0.052545155993431854,0.052545155993431854,0.006568144499178982,0.0,0.006568144499178982,0.04597701149425287,32,0.052545155993431854,1.0,305,79,1,1,1.0,True,True,auditable,,probe_country_service
CL,M-Root,dns_root,anycast,all_publicly_visible,154,154,1,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.0,0.006493506493506494,0.0,1,0.006493506493506494,1.0,76,33,1,1,0.987012987012987,True,True,auditable,,probe_country_service
CL,M-Root,dns_root,anycast,resolved_entry_only,152,152,1,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.0,0.006578947368421052,0.0,1,0.006578947368421052,1.0,75,33,1,1,1.0,True,True,auditable,,probe_country_service
CN,M-Root,dns_root,anycast,all_publicly_visible,100,94,20,0.2,0.2,0.03,0.03,0.0,0.18,20,0.2,0.94,50,23,1,1,0.93,True,True,auditable,,probe_country_service
CN,M-Root,dns_root,anycast,resolved_entry_only,93,93,20,0.21505376344086022,0.21505376344086022,0.03225806451612903,0.03225806451612903,0.0,0.1935483870967742,20,0.21505376344086022,1.0,47,21,1,1,1.0,True,True,auditable,,probe_country_service
CO,M-Root,dns_root,anycast,all_publicly_visible,62,60,8,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.0,0.12903225806451613,0.0,8,0.12903225806451613,0.967741935483871,31,22,1,1,0.9354838709677419,True,True,auditable,,probe_country_service
CO,M-Root,dns_root,anycast,resolved_entry_only,58,58,6,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.0,0.10344827586206896,0.0,6,0.10344827586206896,1.0,29,21,1,1,1.0,True,True,auditable,,probe_country_service
CR,M-Root,dns_root,anycast,all_publicly_visible,32,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8125,16,8,1,1,0.8125,True,True,auditable,,probe_country_service
CZ,M-Root,dns_root,anycast,all_publicly_visible,548,540,6,0.010948905109489052,0.010948905109489052,0.009124087591240875,0.0,0.009124087591240875,0.0036496350364963502,6,0.010948905109489052,0.9854014598540146,275,111,1,1,0.9781021897810219,True,True,auditable,,probe_country_service
CZ,M-Root,dns_root,anycast,resolved_entry_only,536,536,6,0.011194029850746268,0.011194029850746268,0.009328358208955223,0.0,0.009328358208955223,0.0037313432835820895,6,0.011194029850746268,1.0,269,111,1,1,1.0,True,True,auditable,,probe_country_service
DE,M-Root,dns_root,anycast,all_publicly_visible,3176,3099,82,0.025818639798488665,0.025818639798488665,0.007871536523929471,0.0,0.007871536523929471,0.02518891687657431,82,0.025818639798488665,0.9757556675062973,1591,376,1,1,0.9719773299748111,True,True,auditable,,probe_country_service
DE,M-Root,dns_root,anycast,resolved_entry_only,3087,3087,82,0.02656300615484289,0.02656300615484289,0.008098477486232589,0.0,0.008098477486232589,0.02591512795594428,82,0.02656300615484289,1.0,1548,364,1,1,1.0,True,True,auditable,,probe_country_service
