probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AU,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,173,173.0,5,landing_region_0041::landing_region_0635,0.5780346820809249,0.7167630057803469,0.8381502890173411,3.4801012781565857,weak_corridor_observation_concentration,True,True,True,True,auditable,,54,23,1,0.861271676300578,0.13872832369942195,probe_country_service
CA,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,151,151.0,5,landing_region_0008::landing_region_0223,0.8410596026490066,0.9470198675496688,0.9801324503311258,1.798174766427489,severe_corridor_observation_concentration,True,True,True,True,auditable,,64,21,1,0.8940397350993378,0.10596026490066225,probe_country_service
DK,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,41,41.0,2,landing_region_0051::landing_region_0512,0.926829268292683,1.0,1.0,1.2992205177568863,severe_corridor_observation_concentration,True,True,True,True,auditable,,21,6,1,0.0,1.0,probe_country_service
ES,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,37,37.0,4,landing_region_0126::landing_region_0431,0.5405405405405406,0.8918918918918919,0.972972972972973,2.7218943095337322,moderate_corridor_observation_concentration,True,True,True,True,auditable,,12,9,1,0.10810810810810811,0.8918918918918919,probe_country_service
FI,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,143,143.0,6,landing_region_0351::landing_region_0640,0.5734265734265734,0.8111888111888113,0.8811188811188811,3.3892803590195664,moderate_corridor_observation_concentration,True,True,True,True,auditable,,71,30,1,0.0979020979020979,0.9020979020979021,probe_country_service
IN,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,34,34.0,5,landing_region_0132::landing_region_0663,0.3235294117647059,0.5882352941176471,0.8529411764705883,4.154702737148785,weak_corridor_observation_concentration,True,True,True,True,auditable,,10,5,1,0.29411764705882354,0.7058823529411765,probe_country_service
IT,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,31,31.0,3,landing_region_0364::landing_region_0431,0.6774193548387096,0.9354838709677419,1.0,2.203880192556479,moderate_corridor_observation_concentration,True,True,True,True,auditable,,18,9,1,0.06451612903225806,0.9354838709677419,probe_country_service
NO,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,61,61.0,6,landing_region_0335::landing_region_0562,0.5901639344262295,0.7540983606557377,0.8688524590163934,3.5411436341613145,weak_corridor_observation_concentration,True,True,True,True,auditable,,13,6,1,0.9508196721311475,0.04918032786885246,probe_country_service
NZ,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,178,178.0,7,landing_region_0089::landing_region_0799,0.5,0.7359550561797753,0.9044943820224719,3.786313936796584,weak_corridor_observation_concentration,True,True,True,True,auditable,,46,24,1,0.9719101123595506,0.028089887640449437,probe_country_service
PH,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,91,91.0,8,landing_region_0230::landing_region_0250,0.4175824175824176,0.7087912087912088,0.8626373626373627,4.376440933492085,weak_corridor_observation_concentration,True,True,True,True,auditable,,20,11,1,0.10989010989010989,0.8901098901098901,probe_country_service
SE,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,51,51.0,5,landing_region_0132::landing_region_0431,0.5098039215686274,0.7843137254901961,0.8823529411764706,3.4997407285559556,weak_corridor_observation_concentration,True,True,True,True,auditable,,21,7,1,0.3137254901960784,0.6862745098039216,probe_country_service
TW,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,132,132.0,6,landing_region_0196::landing_region_0719,0.3939393939393939,0.7424242424242424,0.8787878787878788,3.974558386210659,weak_corridor_observation_concentration,True,True,True,True,auditable,,26,7,1,0.7575757575757576,0.24242424242424243,probe_country_service
ZA,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,97,97.0,5,landing_region_0233::landing_region_0239,0.8247422680412371,0.8865979381443299,0.9381443298969072,2.0045482451146848,severe_corridor_observation_concentration,True,True,True,True,auditable,,42,28,1,0.05154639175257732,0.9484536082474226,probe_country_service
