country,msm_id,file_name,total_hop_pair_segments,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,unique_as_boundary_transitions,top1_as_boundary_transition_key,top1_as_boundary_transition_share,top2_as_boundary_transition_share,top3_as_boundary_transition_share,effective_as_boundary_transition_count,as_boundary_transition_concentration_tier,auditable_as_boundary_case,as_boundary_observation_sufficiency_reason,unique_probes,unique_probe_asns
AE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,32,14,8,10,0.4375,0.25,0.3125,2,8966->5384,0.7142857142857143,1.0,1.0,1.8189685116531733,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",6,3
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,586,72,458,56,0.12286689419795221,0.7815699658703071,0.09556313993174062,9,1221->4637,0.5694444444444444,0.7083333333333333,0.8055555555555556,4.307953903484336,weak_as_boundary_transition_concentration,True,auditable,40,18
BH,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,5416->8966,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
BJ,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,28683->174,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
BR,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,1,1,0,0,1.0,0.0,0.0,1,26599->3549,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
CA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,105,64,41,0,0.6095238095238096,0.3904761904761905,0.0,3,852->2914,0.90625,0.96875,1.0,1.4488966823777039,severe_as_boundary_transition_concentration,True,auditable,32,4
CO,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5,3,2,0,0.6,0.4,0.0,1,13489->6762,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
CY,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,20,10,1,9,0.5,0.05,0.45,3,5504->1299,0.4,0.8,1.0,2.8717458874925876,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,1
DJ,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,6,3,0,3,0.5,0.0,0.5,2,30990->14907,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
DO,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,8,4,4,0,0.5,0.5,0.0,2,265721->1299,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
EE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,33,9,21,3,0.2727272727272727,0.6363636363636364,0.09090909090909091,1,2586->6667,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2
FI,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,124,11,104,9,0.08870967741935484,0.8387096774193549,0.07258064516129033,3,719->6667,0.7272727272727273,0.9090909090909092,1.0,2.137308637435014,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",6,3
FJ,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,6,2,3,1,0.3333333333333333,0.5,0.16666666666666666,1,24390->7575,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
HK,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,178,22,147,9,0.12359550561797752,0.8258426966292135,0.05056179775280899,6,3491->14907,0.5909090909090909,0.7727272727272727,0.8636363636363636,3.5265627101638186,weak_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,20,16
HN,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,12,8,4,0,0.6666666666666666,0.3333333333333333,0.0,1,263725->54082,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",4,3
ID,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,113,22,47,44,0.19469026548672566,0.415929203539823,0.3893805309734513,10,23700->7632,0.2727272727272727,0.40909090909090906,0.5,8.478241966513547,broad_as_boundary_transition_distribution,False,insufficient_minimum_mappable_segments,13,10
IN,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,156,6,117,33,0.038461538461538464,0.75,0.21153846153846154,3,9498->14907,0.5,0.8333333333333333,1.0,2.7494592739972052,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
IT,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,8,2,6,0,0.25,0.75,0.0,1,1273->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
