country,msm_id,file_name,total_hop_pair_segments,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,unique_as_boundary_transitions,top1_as_boundary_transition_key,top1_as_boundary_transition_share,top2_as_boundary_transition_share,top3_as_boundary_transition_share,effective_as_boundary_transition_count,as_boundary_transition_concentration_tier,auditable_as_boundary_case,as_boundary_observation_sufficiency_reason,unique_probes,unique_probe_asns
KY,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,36549->3855,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
MT,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,15735->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
MV,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,19,2,0,17,0.10526315789473684,0.0,0.8947368421052632,1,24016->45489,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
MX,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,265539->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
NC,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,9,9,0,0,1.0,0.0,0.0,1,18200->38195,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2
NG,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,7,4,3,0,0.5714285714285714,0.42857142857142855,0.0,1,37282->6453,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
NO,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,85,8,77,0,0.09411764705882353,0.9058823529411765,0.0,3,49409->57829,0.5,0.75,1.0,2.82842712474619,weak_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
NU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,55885->38800,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
NZ,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,224,33,190,1,0.14732142857142858,0.8482142857142857,0.004464285714285714,9,23655->9790,0.18181818181818182,0.36363636363636365,0.5454545454545454,7.8231406708409965,broad_as_boundary_transition_distribution,True,auditable,16,8
PA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,11556->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
PE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,16,15,1,0,0.9375,0.0625,0.0,1,3356->3549,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",8,5
PG,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,17828->4826,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
PH,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,99,15,71,13,0.15151515151515152,0.7171717171717171,0.13131313131313133,9,142271->14907,0.13333333333333333,0.26666666666666666,0.4,8.615237662477762,broad_as_boundary_transition_distribution,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",7,7
PR,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,2,5786->20080,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
PT,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,86,17,14,55,0.19767441860465115,0.16279069767441862,0.6395348837209303,4,2860->5405,0.35294117647058826,0.6470588235294118,0.9411764705882353,3.504680865924761,weak_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,10,6
SE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,107,2,97,8,0.018691588785046728,0.9065420560747663,0.07476635514018691,1,8434->29518,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
SG,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4,1,3,0,0.25,0.75,0.0,1,6453->14907,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
SL,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,1,1,0,0,1.0,0.0,0.0,1,329109->60171,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
SN,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,2,8346->5511,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
TW,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,190,29,70,91,0.15263157894736842,0.3684210526315789,0.4789473684210526,6,3462->6453,0.7241379310344828,0.8620689655172413,0.896551724137931,2.6417158140727883,moderate_as_boundary_transition_concentration,False,insufficient_minimum_mappable_segments,16,6
TZ,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,37035->37662,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
US,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,87,30,55,2,0.3448275862068966,0.632183908045977,0.022988505747126436,3,137409->7578,0.4666666666666667,0.7333333333333334,1.0,2.8881085463122784,weak_as_boundary_transition_concentration,True,auditable,19,7
ZA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,27,6,19,2,0.2222222222222222,0.7037037037037037,0.07407407407407407,1,37640->60171,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1
