country,msm_id,file_name,network_transition_key,network_transition_representation,hop_pair_as_class,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AE->FR,country_fallback,country_fallback,10,10,0.3125,1,True,False,False,True,32,11,7,0,10
AE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,8966->5384,as_transition,cross_as_transition,10,10,0.3125,2,False,True,False,False,32,11,7,10,0
AE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,8966->8966,as_transition,intra_as_hop_pair,4,4,0.125,3,False,False,True,False,32,11,7,2,2
AE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5384->8966,as_transition,cross_as_transition,4,4,0.125,4,False,False,False,False,32,11,7,0,4
AE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,8529->8529,as_transition,intra_as_hop_pair,2,2,0.0625,5,False,False,False,False,32,11,7,0,2
AE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4637->4637,as_transition,intra_as_hop_pair,2,2,0.0625,6,False,False,False,False,32,11,7,1,1
AL,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,6939->6939,as_transition,intra_as_hop_pair,4,4,1.0,1,True,False,False,False,4,2,2,0,4
AO,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,33763->33763,as_transition,intra_as_hop_pair,1,1,1.0,1,True,False,False,False,1,1,1,0,1
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,7578->7578,as_transition,intra_as_hop_pair,354,354,0.6040955631399317,1,True,False,False,False,586,176,58,354,0
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->AU,country_fallback,country_fallback,51,51,0.08703071672354949,2,False,True,False,True,586,176,58,51,0
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,1221->1221,as_transition,intra_as_hop_pair,49,49,0.08361774744027303,3,False,False,True,False,586,176,58,49,0
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,1221->4637,as_transition,cross_as_transition,41,41,0.06996587030716724,4,False,False,False,False,586,176,58,0,41
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,2914->2914,as_transition,intra_as_hop_pair,16,16,0.027303754266211604,5,False,False,False,False,586,176,58,0,16
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,7575->7575,as_transition,intra_as_hop_pair,14,14,0.023890784982935155,6,False,False,False,False,586,176,58,6,8
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4826->14907,as_transition,cross_as_transition,10,10,0.017064846416382253,7,False,False,False,False,586,176,58,0,10
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,7545->7545,as_transition,intra_as_hop_pair,8,8,0.013651877133105802,8,False,False,False,False,586,176,58,8,0
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4826->45430,as_transition,cross_as_transition,7,7,0.011945392491467578,9,False,False,False,False,586,176,58,0,7
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->SG,country_fallback,country_fallback,5,5,0.008532423208191127,10,False,False,False,True,586,176,58,0,5
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4804->7474,as_transition,cross_as_transition,4,4,0.006825938566552901,11,False,False,False,False,586,176,58,4,0
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,6939->6939,as_transition,intra_as_hop_pair,4,4,0.006825938566552901,12,False,False,False,False,586,176,58,2,2
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,9942->7545,as_transition,cross_as_transition,4,4,0.006825938566552901,13,False,False,False,False,586,176,58,4,0
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,136557->136557,as_transition,intra_as_hop_pair,4,4,0.006825938566552901,14,False,False,False,False,586,176,58,4,0
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,174->174,as_transition,intra_as_hop_pair,4,4,0.006825938566552901,15,False,False,False,False,586,176,58,0,4
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,38195->14907,as_transition,cross_as_transition,2,2,0.0034129692832764505,16,False,False,False,False,586,176,58,0,2
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,7699->4826,as_transition,cross_as_transition,2,2,0.0034129692832764505,17,False,False,False,False,586,176,58,2,0
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,14593->14593,as_transition,intra_as_hop_pair,2,2,0.0034129692832764505,18,False,False,False,False,586,176,58,0,2
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,38195->38195,as_transition,intra_as_hop_pair,1,1,0.0017064846416382253,19,False,False,False,False,586,176,58,1,0
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,18390->18390,as_transition,intra_as_hop_pair,1,1,0.0017064846416382253,20,False,False,False,False,586,176,58,1,0
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,6939->45430,as_transition,cross_as_transition,1,1,0.0017064846416382253,21,False,False,False,False,586,176,58,0,1
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,151660->7578,as_transition,cross_as_transition,1,1,0.0017064846416382253,22,False,False,False,False,586,176,58,1,0
AU,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,134697->134697,as_transition,intra_as_hop_pair,1,1,0.0017064846416382253,23,False,False,False,False,586,176,58,1,0
AX,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,3238->3238,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,1,1,0,2
BH,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5416->8966,as_transition,cross_as_transition,4,4,1.0,1,True,False,False,False,4,2,1,0,4
BJ,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,28683->174,as_transition,cross_as_transition,4,4,1.0,1,True,False,False,False,4,3,2,0,4
BR,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,26599->3549,as_transition,cross_as_transition,1,1,1.0,1,True,False,False,False,1,1,1,1,0
CA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,852->2914,as_transition,cross_as_transition,58,58,0.5523809523809524,1,True,False,False,False,105,54,14,0,58
CA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,6327->6327,as_transition,intra_as_hop_pair,14,14,0.13333333333333333,2,False,True,False,False,105,54,14,0,14
CA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,1299->1299,as_transition,intra_as_hop_pair,10,10,0.09523809523809523,3,False,False,True,False,105,54,14,0,10
CA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,174->174,as_transition,intra_as_hop_pair,10,10,0.09523809523809523,4,False,False,False,False,105,54,14,0,10
CA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,3356->3356,as_transition,intra_as_hop_pair,4,4,0.0380952380952381,5,False,False,False,False,105,54,14,0,4
CA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,855->3356,as_transition,cross_as_transition,4,4,0.0380952380952381,6,False,False,False,False,105,54,14,0,4
CA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,208951->6939,as_transition,cross_as_transition,2,2,0.01904761904761905,7,False,False,False,False,105,54,14,0,2
CA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,6461->6461,as_transition,intra_as_hop_pair,2,2,0.01904761904761905,8,False,False,False,False,105,54,14,0,2
CA,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,3257->3257,as_transition,intra_as_hop_pair,1,1,0.009523809523809525,9,False,False,False,False,105,54,14,0,1
CM,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,60171->60171,as_transition,intra_as_hop_pair,1,1,1.0,1,True,False,False,False,1,1,1,0,1
CN,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4134->4134,as_transition,intra_as_hop_pair,3,3,1.0,1,True,False,False,False,3,3,2,3,0
CO,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,13489->6762,as_transition,cross_as_transition,3,3,0.6,1,True,False,False,False,5,3,2,0,3
CO,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,52320->52320,as_transition,intra_as_hop_pair,2,2,0.4,2,False,True,False,False,5,3,2,0,2
CW,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,23520->23520,as_transition,intra_as_hop_pair,4,4,1.0,1,True,False,False,False,4,3,3,0,4
CY,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:CY->FR,country_fallback,country_fallback,9,9,0.45,1,True,False,False,True,20,11,4,0,9
CY,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5504->1299,as_transition,cross_as_transition,4,4,0.2,2,False,True,False,False,20,11,4,0,4
CY,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,6866->3491,as_transition,cross_as_transition,4,4,0.2,3,False,False,True,False,20,11,4,0,4
CY,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,6866->14907,as_transition,cross_as_transition,2,2,0.1,4,False,False,False,False,20,11,4,0,2
CY,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,35432->35432,as_transition,intra_as_hop_pair,1,1,0.05,5,False,False,False,False,20,11,4,0,1
DJ,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:DJ->FR,country_fallback,country_fallback,3,3,0.5,1,True,False,False,True,6,4,3,0,3
DJ,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,30990->14907,as_transition,cross_as_transition,2,2,0.3333333333333333,2,False,True,False,False,6,4,3,0,2
DJ,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,30990->6453,as_transition,cross_as_transition,1,1,0.16666666666666666,3,False,False,True,False,6,4,3,0,1
DK,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:DK->SE,country_fallback,country_fallback,1,1,1.0,1,True,False,False,True,1,1,1,0,1
DO,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,23520->23520,as_transition,intra_as_hop_pair,4,4,0.5,1,True,False,False,False,8,4,4,0,4
DO,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,265721->1299,as_transition,cross_as_transition,2,2,0.25,2,False,True,False,False,8,4,4,0,2
DO,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,64126->1299,as_transition,cross_as_transition,2,2,0.25,3,False,False,True,False,8,4,4,0,2
EE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,1299->1299,as_transition,intra_as_hop_pair,13,13,0.3939393939393939,1,True,False,False,False,33,19,11,0,13
EE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,2586->6667,as_transition,cross_as_transition,9,9,0.2727272727272727,2,False,True,False,False,33,19,11,0,9
EE,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,1257->1257,as_transition,intra_as_hop_pair,5,5,0.15151515151515152,3,False,False,True,False,33,19,11,0,5
