probe_country,service_id,path_scope_stratum,msm_id,file_name,network_transition_key,network_transition_representation,hop_pair_as_class,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,8966->8966,as_transition,intra_as_hop_pair,4,4,0.26666666666666666,1,True,False,False,False,15,7,6,2,2
AE,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AE->FR,country_fallback,country_fallback,4,4,0.26666666666666666,2,False,True,False,True,15,7,6,0,4
AE,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5384->8966,as_transition,cross_as_transition,2,2,0.13333333333333333,3,False,False,True,False,15,7,6,0,2
AE,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,8529->8529,as_transition,intra_as_hop_pair,2,2,0.13333333333333333,4,False,False,False,False,15,7,6,0,2
AE,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4637->4637,as_transition,intra_as_hop_pair,2,2,0.13333333333333333,5,False,False,False,False,15,7,6,1,1
AE,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,6453->14907,as_transition,cross_as_transition,1,1,0.06666666666666667,6,False,False,False,False,15,7,6,0,1
AE,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,8966->8966,as_transition,intra_as_hop_pair,4,4,0.26666666666666666,1,True,False,False,False,15,7,6,2,2
AE,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AE->FR,country_fallback,country_fallback,4,4,0.26666666666666666,2,False,True,False,True,15,7,6,0,4
AE,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5384->8966,as_transition,cross_as_transition,2,2,0.13333333333333333,3,False,False,True,False,15,7,6,0,2
AE,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,8529->8529,as_transition,intra_as_hop_pair,2,2,0.13333333333333333,4,False,False,False,False,15,7,6,0,2
