probe_country,service_id,path_scope_stratum,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AE,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5384->8966,2,0.6666666666666666,1,True,False,False,15,3,8,4,0.2,0.5333333333333333,0.26666666666666666,2,2
AE,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,6453->14907,1,0.3333333333333333,2,False,True,False,15,3,8,4,0.2,0.5333333333333333,0.26666666666666666,2,2
AE,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5384->8966,2,0.6666666666666666,1,True,False,False,15,3,8,4,0.2,0.5333333333333333,0.26666666666666666,2,2
AE,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,6453->14907,1,0.3333333333333333,2,False,True,False,15,3,8,4,0.2,0.5333333333333333,0.26666666666666666,2,2
AU,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,1221->4637,39,0.6842105263157895,1,True,False,False,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4826->14907,8,0.14035087719298245,2,False,True,False,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,9942->7545,4,0.07017543859649122,3,False,False,True,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4804->7474,2,0.03508771929824561,4,False,False,False,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4826->45430,2,0.03508771929824561,5,False,False,False,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,151660->7578,1,0.017543859649122806,6,False,False,False,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,137409->7578,1,0.017543859649122806,7,False,False,False,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,1221->4637,39,0.6842105263157895,1,True,False,False,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4826->14907,8,0.14035087719298245,2,False,True,False,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,9942->7545,4,0.07017543859649122,3,False,False,True,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4804->7474,2,0.03508771929824561,4,False,False,False,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,4826->45430,2,0.03508771929824561,5,False,False,False,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,151660->7578,1,0.017543859649122806,6,False,False,False,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
AU,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,137409->7578,1,0.017543859649122806,7,False,False,False,350,57,255,38,0.16285714285714287,0.7285714285714285,0.10857142857142857,33,17
BH,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,8966->5384,4,0.5,1,True,False,False,10,8,0,2,0.8,0.0,0.2,2,1
BH,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5416->8966,2,0.25,2,False,True,False,10,8,0,2,0.8,0.0,0.2,2,1
BH,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5384->8966,2,0.25,3,False,False,True,10,8,0,2,0.8,0.0,0.2,2,1
BH,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,8966->5384,4,0.5,1,True,False,False,10,8,0,2,0.8,0.0,0.2,2,1
BH,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5416->8966,2,0.25,2,False,True,False,10,8,0,2,0.8,0.0,0.2,2,1
BH,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5384->8966,2,0.25,3,False,False,True,10,8,0,2,0.8,0.0,0.2,2,1
BJ,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,28683->174,4,1.0,1,True,False,False,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,3,2
BJ,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,28683->174,4,1.0,1,True,False,False,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,3,2
BR,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,26599->3549,1,1.0,1,True,False,False,1,1,0,0,1.0,0.0,0.0,1,1
BR,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,26599->3549,1,1.0,1,True,False,False,1,1,0,0,1.0,0.0,0.0,1,1
CA,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,852->2914,54,0.84375,1,True,False,False,107,64,43,0,0.5981308411214953,0.40186915887850466,0.0,32,6
CA,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,174->3356,4,0.0625,2,False,True,False,107,64,43,0,0.5981308411214953,0.40186915887850466,0.0,32,6
CA,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,855->3356,4,0.0625,3,False,False,True,107,64,43,0,0.5981308411214953,0.40186915887850466,0.0,32,6
CA,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,208951->6939,2,0.03125,4,False,False,False,107,64,43,0,0.5981308411214953,0.40186915887850466,0.0,32,6
CA,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,852->2914,54,0.84375,1,True,False,False,107,64,43,0,0.5981308411214953,0.40186915887850466,0.0,32,6
CA,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,174->3356,4,0.0625,2,False,True,False,107,64,43,0,0.5981308411214953,0.40186915887850466,0.0,32,6
CA,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,855->3356,4,0.0625,3,False,False,True,107,64,43,0,0.5981308411214953,0.40186915887850466,0.0,32,6
CA,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,208951->6939,2,0.03125,4,False,False,False,107,64,43,0,0.5981308411214953,0.40186915887850466,0.0,32,6
CN,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,3491->14907,1,0.5,1,True,False,False,15,2,13,0,0.13333333333333333,0.8666666666666667,0.0,2,2
CN,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,58453->6453,1,0.5,2,False,True,False,15,2,13,0,0.13333333333333333,0.8666666666666667,0.0,2,2
CN,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,3491->14907,1,0.5,1,True,False,False,13,2,11,0,0.15384615384615385,0.8461538461538461,0.0,2,2
CN,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,58453->6453,1,0.5,2,False,True,False,13,2,11,0,0.15384615384615385,0.8461538461538461,0.0,2,2
CO,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,13489->6762,3,1.0,1,True,False,False,5,3,2,0,0.6,0.4,0.0,2,1
CO,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,13489->6762,3,1.0,1,True,False,False,5,3,2,0,0.6,0.4,0.0,2,1
CY,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5504->1299,4,1.0,1,True,False,False,14,4,1,9,0.2857142857142857,0.07142857142857142,0.6428571428571429,2,1
CY,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,5504->1299,4,1.0,1,True,False,False,14,4,1,9,0.2857142857142857,0.07142857142857142,0.6428571428571429,2,1
DJ,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,30990->14907,2,0.6666666666666666,1,True,False,False,4,3,0,1,0.75,0.0,0.25,2,2
DJ,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,30990->6453,1,0.3333333333333333,2,False,True,False,4,3,0,1,0.75,0.0,0.25,2,2
DJ,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,30990->14907,2,0.6666666666666666,1,True,False,False,4,3,0,1,0.75,0.0,0.25,2,2
DJ,Wikipedia,resolved_entry_only,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,30990->6453,1,0.3333333333333333,2,False,True,False,4,3,0,1,0.75,0.0,0.25,2,2
DO,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,265721->1299,2,0.5,1,True,False,False,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,2,2
DO,Wikipedia,all_publicly_visible,86710103,popular-application_wikipedia_msm86710103_20260701T000000Z_010000Z.json,64126->1299,2,0.5,2,False,True,False,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,2,2
