probe_country,service_id,path_scope_stratum,total_atomic_segments,uniquely_resolved_segments,bounded_candidate_set_segments,no_matched_corridor_segments,insufficiently_resolved_segments,rtt_conclusive_segments,rtt_inconclusive_segments,uniquely_resolved_share,bounded_candidate_set_share,no_matched_corridor_share,insufficiently_resolved_share
?,I-Root,all_publicly_visible,18,0,0,12,6,7,11,0.0,0.0,0.6666666666666666,0.3333333333333333
AD,I-Root,all_publicly_visible,10,0,0,2,8,8,2,0.0,0.0,0.2,0.8
AE,I-Root,all_publicly_visible,246,1,0,187,58,165,81,0.0040650406504065045,0.0,0.7601626016260162,0.23577235772357724
AF,I-Root,all_publicly_visible,107,6,10,39,52,75,32,0.056074766355140186,0.09345794392523364,0.3644859813084112,0.48598130841121495
AL,I-Root,all_publicly_visible,377,0,0,243,134,267,110,0.0,0.0,0.6445623342175066,0.35543766578249336
AM,I-Root,all_publicly_visible,186,0,0,136,50,134,52,0.0,0.0,0.7311827956989247,0.26881720430107525
AO,I-Root,all_publicly_visible,135,0,0,89,46,95,40,0.0,0.0,0.6592592592592592,0.34074074074074073
AR,I-Root,all_publicly_visible,876,0,0,677,199,601,275,0.0,0.0,0.7728310502283106,0.2271689497716895
AT,I-Root,all_publicly_visible,2304,0,0,1755,549,1498,806,0.0,0.0,0.76171875,0.23828125
AT,I-Root,resolved_entry_only,6,0,0,6,0,4,2,0.0,0.0,1.0,0.0
AU,I-Root,all_publicly_visible,3810,140,106,2107,1457,2572,1238,0.03674540682414698,0.027821522309711286,0.553018372703412,0.38241469816272966
AU,I-Root,resolved_entry_only,51,2,5,34,10,31,20,0.0392156862745098,0.09803921568627451,0.6666666666666666,0.19607843137254902
AX,I-Root,all_publicly_visible,20,2,0,14,4,10,10,0.1,0.0,0.7,0.2
AZ,I-Root,all_publicly_visible,95,0,0,43,52,65,30,0.0,0.0,0.45263157894736844,0.5473684210526316
BA,I-Root,all_publicly_visible,174,0,0,138,36,135,39,0.0,0.0,0.7931034482758621,0.20689655172413793
BB,I-Root,all_publicly_visible,18,1,0,13,4,14,4,0.05555555555555555,0.0,0.7222222222222222,0.2222222222222222
BD,I-Root,all_publicly_visible,242,6,21,138,77,177,65,0.024793388429752067,0.08677685950413223,0.5702479338842975,0.3181818181818182
BE,I-Root,all_publicly_visible,1693,6,0,1118,569,1236,457,0.0035440047253396337,0.0,0.6603662138216184,0.3360897814530419
BF,I-Root,all_publicly_visible,64,0,0,40,24,49,15,0.0,0.0,0.625,0.375
BG,I-Root,all_publicly_visible,728,0,0,545,183,492,236,0.0,0.0,0.7486263736263736,0.25137362637362637
BH,I-Root,all_publicly_visible,71,2,0,18,51,52,19,0.028169014084507043,0.0,0.2535211267605634,0.7183098591549296
BI,I-Root,all_publicly_visible,14,0,0,12,2,13,1,0.0,0.0,0.8571428571428571,0.14285714285714285
BJ,I-Root,all_publicly_visible,225,0,0,199,26,159,66,0.0,0.0,0.8844444444444445,0.11555555555555555
BL,I-Root,all_publicly_visible,20,0,0,20,0,16,4,0.0,0.0,1.0,0.0
BO,I-Root,all_publicly_visible,222,0,0,118,104,142,80,0.0,0.0,0.5315315315315315,0.46846846846846846
BR,I-Root,all_publicly_visible,1262,13,0,745,504,847,415,0.010301109350237718,0.0,0.5903328050713154,0.3993660855784469
BT,I-Root,all_publicly_visible,12,0,0,10,2,7,5,0.0,0.0,0.8333333333333334,0.16666666666666666
BW,I-Root,all_publicly_visible,18,0,0,12,6,12,6,0.0,0.0,0.6666666666666666,0.3333333333333333
BY,I-Root,all_publicly_visible,440,0,0,365,75,313,127,0.0,0.0,0.8295454545454546,0.17045454545454544
CA,I-Root,all_publicly_visible,4363,204,6,3001,1152,2934,1429,0.04675681870272748,0.0013752005500802201,0.68782947513179,0.26403850561540226
CD,I-Root,all_publicly_visible,54,1,0,40,13,34,20,0.018518518518518517,0.0,0.7407407407407407,0.24074074074074073
CG,I-Root,all_publicly_visible,47,0,0,21,26,32,15,0.0,0.0,0.44680851063829785,0.5531914893617021
CH,I-Root,all_publicly_visible,4114,0,0,3306,808,2972,1142,0.0,0.0,0.8035974720466699,0.1964025279533301
CH,I-Root,resolved_entry_only,19,0,0,6,13,13,6,0.0,0.0,0.3157894736842105,0.6842105263157895
CI,I-Root,all_publicly_visible,34,0,0,16,18,26,8,0.0,0.0,0.47058823529411764,0.5294117647058824
CK,I-Root,all_publicly_visible,10,0,0,8,2,7,3,0.0,0.0,0.8,0.2
CL,I-Root,all_publicly_visible,853,0,0,353,500,614,239,0.0,0.0,0.4138335287221571,0.5861664712778429
CL,I-Root,resolved_entry_only,62,0,0,13,49,48,14,0.0,0.0,0.20967741935483872,0.7903225806451613
CM,I-Root,all_publicly_visible,40,3,0,31,6,25,15,0.075,0.0,0.775,0.15
CN,I-Root,all_publicly_visible,1557,1,6,1155,395,1025,532,0.0006422607578676942,0.0038535645472061657,0.7418111753371869,0.25369299935773926
CN,I-Root,resolved_entry_only,125,0,0,77,48,74,51,0.0,0.0,0.616,0.384
CO,I-Root,all_publicly_visible,648,22,0,433,193,512,136,0.033950617283950615,0.0,0.6682098765432098,0.2978395061728395
CR,I-Root,all_publicly_visible,176,0,0,59,117,143,33,0.0,0.0,0.3352272727272727,0.6647727272727273
CU,I-Root,all_publicly_visible,20,0,0,14,6,15,5,0.0,0.0,0.7,0.3
CV,I-Root,all_publicly_visible,73,2,6,38,27,53,20,0.0273972602739726,0.0821917808219178,0.5205479452054794,0.3698630136986301
CW,I-Root,all_publicly_visible,26,1,0,23,2,18,8,0.038461538461538464,0.0,0.8846153846153846,0.07692307692307693
CY,I-Root,all_publicly_visible,150,7,0,105,38,115,35,0.04666666666666667,0.0,0.7,0.25333333333333335
CZ,I-Root,all_publicly_visible,4296,118,0,3022,1156,3183,1113,0.027467411545623835,0.0,0.7034450651769087,0.26908752327746743
DE,I-Root,all_publicly_visible,19499,108,1,14840,4550,13503,5996,0.0055387455766962405,5.1284681265705936e-05,0.7610646699830761,0.233345299758962
DE,I-Root,resolved_entry_only,4,0,0,0,4,4,0,0.0,0.0,0.0,1.0
DJ,I-Root,all_publicly_visible,84,1,0,79,4,66,18,0.011904761904761904,0.0,0.9404761904761905,0.047619047619047616
DK,I-Root,all_publicly_visible,1566,570,120,490,386,1047,519,0.36398467432950193,0.07662835249042145,0.3128991060025543,0.24648786717752236
DK,I-Root,resolved_entry_only,30,6,8,2,14,21,9,0.2,0.26666666666666666,0.06666666666666667,0.4666666666666667
DO,I-Root,all_publicly_visible,128,8,0,76,44,105,23,0.0625,0.0,0.59375,0.34375
DZ,I-Root,all_publicly_visible,13,0,0,7,6,6,7,0.0,0.0,0.5384615384615384,0.46153846153846156
EC,I-Root,all_publicly_visible,400,0,0,175,225,275,125,0.0,0.0,0.4375,0.5625
EE,I-Root,all_publicly_visible,324,4,24,240,56,187,137,0.012345679012345678,0.07407407407407407,0.7407407407407407,0.1728395061728395
EG,I-Root,all_publicly_visible,57,0,0,30,27,41,16,0.0,0.0,0.5263157894736842,0.47368421052631576
ES,I-Root,all_publicly_visible,3709,31,2,2273,1403,2615,1094,0.008358047991372337,0.0005392289026691831,0.6128336478835266,0.3782690752224319
ET,I-Root,all_publicly_visible,19,0,0,11,8,9,10,0.0,0.0,0.5789473684210527,0.42105263157894735
FI,I-Root,all_publicly_visible,1663,23,13,1280,347,1115,548,0.013830426939266387,0.007817197835237523,0.7696933253156946,0.20865904990980155
FJ,I-Root,all_publicly_visible,15,0,5,5,5,7,8,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
FM,I-Root,all_publicly_visible,44,3,0,40,1,26,18,0.06818181818181818,0.0,0.9090909090909091,0.022727272727272728
FR,I-Root,all_publicly_visible,14693,20,0,11208,3465,10355,4338,0.0013611924045463827,0.0,0.7628122235077929,0.2358265840876608
FR,I-Root,resolved_entry_only,109,0,0,70,39,79,30,0.0,0.0,0.6422018348623854,0.3577981651376147
GB,I-Root,all_publicly_visible,6325,11,3,4569,1742,4404,1921,0.0017391304347826088,0.0004743083003952569,0.7223715415019762,0.2754150197628458
GB,I-Root,resolved_entry_only,2,0,0,0,2,2,0,0.0,0.0,0.0,1.0
GE,I-Root,all_publicly_visible,350,0,0,284,66,237,113,0.0,0.0,0.8114285714285714,0.18857142857142858
GF,I-Root,all_publicly_visible,20,0,0,18,2,18,2,0.0,0.0,0.9,0.1
GG,I-Root,all_publicly_visible,12,4,0,4,4,8,4,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
GH,I-Root,all_publicly_visible,41,2,0,26,13,28,13,0.04878048780487805,0.0,0.6341463414634146,0.3170731707317073
GP,I-Root,all_publicly_visible,33,0,4,25,4,24,9,0.0,0.12121212121212122,0.7575757575757576,0.12121212121212122
GQ,I-Root,all_publicly_visible,6,2,0,4,0,4,2,0.3333333333333333,0.0,0.6666666666666666,0.0
GR,I-Root,all_publicly_visible,999,2,0,786,211,728,271,0.002002002002002002,0.0,0.7867867867867868,0.21121121121121122
GR,I-Root,resolved_entry_only,52,0,0,40,12,31,21,0.0,0.0,0.7692307692307693,0.23076923076923078
GT,I-Root,all_publicly_visible,34,2,0,20,12,27,7,0.058823529411764705,0.0,0.5882352941176471,0.35294117647058826
