country,corridor_id,corridor_label,observation_mass,raw_segment_count_with_corridor_feasible,unique_atomic_segments,unique_traceroutes,unique_probes,unique_probe_asns,share_of_country_observation_mass,rank_within_country,is_top1_corridor,is_top2_corridor,is_top3_corridor,domestic_segment_mass,international_segment_mass
PH,landing_region_0133::landing_region_0901,landing_region_0133 -> landing_region_0901,0.5,2,2,2,1,1,0.003289473684210526,23,False,False,False,0.5,0.0
PH,landing_region_0179::landing_region_0179,landing_region_0179 -> landing_region_0179,0.5,2,2,2,1,1,0.003289473684210526,24,False,False,False,0.5,0.0
PH,landing_region_0179::landing_region_0220,landing_region_0179 -> landing_region_0220,0.5,2,2,2,1,1,0.003289473684210526,25,False,False,False,0.5,0.0
PH,landing_region_0179::landing_region_0814,landing_region_0179 -> landing_region_0814,0.5,2,2,2,1,1,0.003289473684210526,26,False,False,False,0.5,0.0
PH,landing_region_0199::landing_region_0250,landing_region_0199 -> landing_region_0250,0.5,2,2,2,1,1,0.003289473684210526,27,False,False,False,0.5,0.0
PH,landing_region_0220::landing_region_0814,landing_region_0220 -> landing_region_0814,0.5,2,2,2,1,1,0.003289473684210526,28,False,False,False,0.5,0.0
PH,landing_region_0250::landing_region_0814,landing_region_0250 -> landing_region_0814,0.5,1,1,1,1,1,0.003289473684210526,29,False,False,False,0.5,0.0
PH,landing_region_0099::landing_region_0250,landing_region_0099 -> landing_region_0250,0.4,2,2,2,1,1,0.002631578947368421,30,False,False,False,0.4,0.0
PH,landing_region_0100::landing_region_0133,landing_region_0100 -> landing_region_0133,0.4,2,2,2,1,1,0.002631578947368421,31,False,False,False,0.4,0.0
PH,landing_region_0100::landing_region_0250,landing_region_0100 -> landing_region_0250,0.4,2,2,2,1,1,0.002631578947368421,32,False,False,False,0.4,0.0
PH,landing_region_0133::landing_region_0177,landing_region_0133 -> landing_region_0177,0.4,2,2,2,1,1,0.002631578947368421,33,False,False,False,0.4,0.0
PH,landing_region_0098::landing_region_0177,landing_region_0098 -> landing_region_0177,0.2222222222222222,2,2,2,1,1,0.0014619883040935672,34,False,False,False,0.2222222222222222,0.0
PH,landing_region_0098::landing_region_0254,landing_region_0098 -> landing_region_0254,0.2222222222222222,2,2,2,1,1,0.0014619883040935672,35,False,False,False,0.2222222222222222,0.0
PH,landing_region_0098::landing_region_0594,landing_region_0098 -> landing_region_0594,0.2222222222222222,2,2,2,1,1,0.0014619883040935672,36,False,False,False,0.2222222222222222,0.0
PH,landing_region_0099::landing_region_0177,landing_region_0099 -> landing_region_0177,0.2222222222222222,2,2,2,1,1,0.0014619883040935672,37,False,False,False,0.2222222222222222,0.0
PH,landing_region_0177::landing_region_0177,landing_region_0177 -> landing_region_0177,0.2222222222222222,2,2,2,1,1,0.0014619883040935672,38,False,False,False,0.2222222222222222,0.0
PH,landing_region_0177::landing_region_0254,landing_region_0177 -> landing_region_0254,0.2222222222222222,2,2,2,1,1,0.0014619883040935672,39,False,False,False,0.2222222222222222,0.0
PH,landing_region_0177::landing_region_0594,landing_region_0177 -> landing_region_0594,0.2222222222222222,2,2,2,1,1,0.0014619883040935672,40,False,False,False,0.2222222222222222,0.0
PH,landing_region_0254::landing_region_0254,landing_region_0254 -> landing_region_0254,0.2222222222222222,2,2,2,1,1,0.0014619883040935672,41,False,False,False,0.2222222222222222,0.0
PH,landing_region_0254::landing_region_0594,landing_region_0254 -> landing_region_0594,0.2222222222222222,2,2,2,1,1,0.0014619883040935672,42,False,False,False,0.2222222222222222,0.0
PK,landing_region_0030::landing_region_0485,landing_region_0030 -> landing_region_0485,10.0,10,10,10,5,3,1.0,1,True,False,False,0.0,10.0
PR,landing_region_0174::landing_region_0290,landing_region_0174 -> landing_region_0290,3.0,6,6,6,3,3,0.5,1,True,False,False,0.0,3.0
PR,landing_region_0174::landing_region_0751,landing_region_0174 -> landing_region_0751,3.0,6,6,6,3,3,0.5,2,False,True,False,0.0,3.0
PT,landing_region_0204::landing_region_0239,landing_region_0204 -> landing_region_0239,10.0,10,10,10,5,2,0.5555555555555556,1,True,False,False,10.0,0.0
PT,landing_region_0186::landing_region_0239,landing_region_0186 -> landing_region_0239,2.0,2,2,2,1,1,0.1111111111111111,2,False,True,False,0.0,2.0
PT,landing_region_0239::landing_region_0431,landing_region_0239 -> landing_region_0431,2.0,2,2,2,1,1,0.1111111111111111,3,False,False,True,0.0,2.0
PT,landing_region_0239::landing_region_0239,landing_region_0239 -> landing_region_0239,1.0,2,2,2,1,1,0.05555555555555555,4,False,False,False,1.0,0.0
PT,landing_region_0239::landing_region_0872,landing_region_0239 -> landing_region_0872,1.0,2,2,2,1,1,0.05555555555555555,5,False,False,False,1.0,0.0
PT,landing_region_0380::landing_region_0380,landing_region_0380 -> landing_region_0380,1.0,2,2,2,1,1,0.05555555555555555,6,False,False,False,1.0,0.0
PT,landing_region_0380::landing_region_0765,landing_region_0380 -> landing_region_0765,1.0,2,2,2,1,1,0.05555555555555555,7,False,False,False,1.0,0.0
QA,landing_region_0031::landing_region_0035,landing_region_0031 -> landing_region_0035,1.0,2,2,2,1,1,0.25,1,True,False,False,1.0,0.0
QA,landing_region_0031::landing_region_0337,landing_region_0031 -> landing_region_0337,1.0,2,2,2,1,1,0.25,2,False,True,False,0.0,1.0
QA,landing_region_0031::landing_region_0414,landing_region_0031 -> landing_region_0414,1.0,2,2,2,1,1,0.25,3,False,False,True,1.0,0.0
QA,landing_region_0035::landing_region_0337,landing_region_0035 -> landing_region_0337,1.0,2,2,2,1,1,0.25,4,False,False,False,0.0,1.0
SE,landing_region_0051::landing_region_0512,landing_region_0051 -> landing_region_0512,71.5,135,135,124,68,32,0.32798165137614677,1,True,False,False,67.5,4.0
SE,landing_region_0181::landing_region_0512,landing_region_0181 -> landing_region_0512,63.5,127,127,116,64,31,0.29128440366972475,2,False,True,False,63.5,0.0
SE,landing_region_0051::landing_region_0051,landing_region_0051 -> landing_region_0051,15.333333333333334,28,28,26,13,9,0.07033639143730887,3,False,False,True,14.333333333333334,1.0
SE,landing_region_0428::landing_region_0428,landing_region_0428 -> landing_region_0428,14.0,16,16,10,5,4,0.06422018348623854,4,False,False,False,14.0,0.0
SE,landing_region_0051::landing_region_0181,landing_region_0051 -> landing_region_0181,11.333333333333334,24,24,22,11,9,0.051987767584097865,5,False,False,False,10.333333333333334,1.0
SE,landing_region_0512::landing_region_0699,landing_region_0512 -> landing_region_0699,11.0,12,12,8,4,3,0.05045871559633028,6,False,False,False,11.0,0.0
SE,landing_region_0351::landing_region_0512,landing_region_0351 -> landing_region_0512,10.5,21,21,21,11,6,0.0481651376146789,7,False,False,False,0.0,10.5
SE,landing_region_0512::landing_region_0640,landing_region_0512 -> landing_region_0640,10.5,21,21,21,11,6,0.0481651376146789,8,False,False,False,0.0,10.5
SE,landing_region_0209::landing_region_0699,landing_region_0209 -> landing_region_0699,2.0,2,2,2,1,1,0.009174311926605505,9,False,False,False,2.0,0.0
SE,landing_region_0415::landing_region_0512,landing_region_0415 -> landing_region_0512,2.0,4,4,4,2,1,0.009174311926605505,10,False,False,False,2.0,0.0
SE,landing_region_0415::landing_region_0693,landing_region_0415 -> landing_region_0693,2.0,4,4,4,2,1,0.009174311926605505,11,False,False,False,2.0,0.0
SE,landing_region_0428::landing_region_0881,landing_region_0428 -> landing_region_0881,2.0,4,4,4,2,2,0.009174311926605505,12,False,False,False,2.0,0.0
SE,landing_region_0181::landing_region_0181,landing_region_0181 -> landing_region_0181,1.3333333333333333,4,4,4,2,1,0.0061162079510703364,13,False,False,False,1.3333333333333333,0.0
SE,landing_region_0209::landing_region_0512,landing_region_0209 -> landing_region_0512,1.0,2,2,2,1,1,0.0045871559633027525,14,False,False,False,1.0,0.0
SG,landing_region_0132::landing_region_0892,landing_region_0132 -> landing_region_0892,166.0,166,166,166,90,38,0.5478547854785478,1,True,False,False,0.0,166.0
SG,landing_region_0061::landing_region_0132,landing_region_0061 -> landing_region_0132,101.0,101,101,101,53,29,0.3333333333333333,2,False,True,False,0.0,101.0
SG,landing_region_0132::landing_region_0266,landing_region_0132 -> landing_region_0266,16.0,16,16,16,9,5,0.052805280528052806,3,False,False,True,0.0,16.0
SG,landing_region_0132::landing_region_0132,landing_region_0132 -> landing_region_0132,5.166666666666666,16,16,16,8,5,0.01705170517051705,4,False,False,False,5.166666666666666,0.0
SG,landing_region_0132::landing_region_0487,landing_region_0132 -> landing_region_0487,5.166666666666666,16,16,16,8,5,0.01705170517051705,5,False,False,False,5.166666666666666,0.0
SG,landing_region_0132::landing_region_0807,landing_region_0132 -> landing_region_0807,5.166666666666666,16,16,16,8,5,0.01705170517051705,6,False,False,False,5.166666666666666,0.0
SG,landing_region_0132::landing_region_0431,landing_region_0132 -> landing_region_0431,2.0,2,2,2,1,1,0.006600660066006601,7,False,False,False,0.0,2.0
SG,landing_region_0132::landing_region_0735,landing_region_0132 -> landing_region_0735,2.0,2,2,2,1,1,0.006600660066006601,8,False,False,False,0.0,2.0
SG,landing_region_0132::landing_region_0641,landing_region_0132 -> landing_region_0641,0.5,2,2,2,1,1,0.0016501650165016502,9,False,False,False,0.5,0.0
SL,landing_region_0239::landing_region_0374,landing_region_0239 -> landing_region_0374,2.0,2,2,2,1,1,1.0,1,True,False,False,0.0,2.0
SN,landing_region_0239::landing_region_0308,landing_region_0239 -> landing_region_0308,1.0,1,1,1,1,1,1.0,1,True,False,False,0.0,1.0
TH,landing_region_0741::landing_region_0892,landing_region_0741 -> landing_region_0892,22.0,22,22,12,6,4,0.7857142857142857,1,True,False,False,22.0,0.0
TH,landing_region_0132::landing_region_0892,landing_region_0132 -> landing_region_0892,2.0,2,2,2,2,1,0.07142857142857142,2,False,True,False,0.0,2.0
TH,landing_region_0230::landing_region_0892,landing_region_0230 -> landing_region_0892,2.0,2,2,2,1,1,0.07142857142857142,3,False,False,True,0.0,2.0
TH,landing_region_0520::landing_region_0887,landing_region_0520 -> landing_region_0887,1.0,1,1,1,1,1,0.03571428571428571,4,False,False,False,1.0,0.0
TH,landing_region_0741::landing_region_0887,landing_region_0741 -> landing_region_0887,0.5,1,1,1,1,1,0.017857142857142856,5,False,False,False,0.5,0.0
TH,landing_region_0887::landing_region_0892,landing_region_0887 -> landing_region_0892,0.5,1,1,1,1,1,0.017857142857142856,6,False,False,False,0.5,0.0
TN,landing_region_0166::landing_region_0460,landing_region_0166 -> landing_region_0460,1.0,3,3,3,2,2,0.3333333333333333,1,True,False,False,0.0,1.0
TN,landing_region_0166::landing_region_0572,landing_region_0166 -> landing_region_0572,1.0,3,3,3,2,2,0.3333333333333333,2,False,True,False,0.0,1.0
TN,landing_region_0497::landing_region_0572,landing_region_0497 -> landing_region_0572,1.0,3,3,3,2,2,0.3333333333333333,3,False,False,True,0.0,1.0
TO,landing_region_0701::landing_region_0903,landing_region_0701 -> landing_region_0903,2.0,2,2,2,1,1,1.0,1,True,False,False,0.0,2.0
TT,landing_region_0742::landing_region_0742,landing_region_0742 -> landing_region_0742,1.0,1,1,1,1,1,1.0,1,True,False,False,1.0,0.0
TW,landing_region_0266::landing_region_0719,landing_region_0266 -> landing_region_0719,63.0,63,63,63,33,5,0.5294117647058824,1,True,False,False,0.0,63.0
TW,landing_region_0719::landing_region_1011,landing_region_0719 -> landing_region_1011,25.0,27,27,21,11,6,0.21008403361344538,2,False,True,False,25.0,0.0
TW,landing_region_0719::landing_region_0719,landing_region_0719 -> landing_region_0719,19.0,21,21,10,5,3,0.15966386554621848,3,False,False,True,19.0,0.0
TW,landing_region_0230::landing_region_0719,landing_region_0230 -> landing_region_0719,4.0,4,4,4,2,2,0.03361344537815126,4,False,False,False,0.0,4.0
TW,landing_region_0196::landing_region_1011,landing_region_0196 -> landing_region_1011,2.0,4,4,2,1,1,0.01680672268907563,5,False,False,False,2.0,0.0
TW,landing_region_0441::landing_region_1011,landing_region_0441 -> landing_region_1011,2.0,4,4,2,1,1,0.01680672268907563,6,False,False,False,2.0,0.0
TW,landing_region_0196::landing_region_0719,landing_region_0196 -> landing_region_0719,1.6666666666666665,4,4,4,2,2,0.014005602240896357,7,False,False,False,1.6666666666666665,0.0
TW,landing_region_0317::landing_region_0719,landing_region_0317 -> landing_region_0719,1.6666666666666665,4,4,4,2,2,0.014005602240896357,8,False,False,False,1.6666666666666665,0.0
TW,landing_region_0441::landing_region_0719,landing_region_0441 -> landing_region_0719,0.6666666666666666,2,2,2,1,1,0.0056022408963585435,9,False,False,False,0.6666666666666666,0.0
US,landing_region_0149::landing_region_0159,landing_region_0149 -> landing_region_0159,487.0,487,487,487,346,38,0.480276134122288,1,True,False,False,0.0,487.0
US,landing_region_0149::landing_region_0149,landing_region_0149 -> landing_region_0149,198.5,367,367,282,148,29,0.1957593688362919,2,False,True,False,198.5,0.0
US,landing_region_0149::landing_region_0610,landing_region_0149 -> landing_region_0610,192.5,361,361,272,143,29,0.1898422090729783,3,False,False,True,192.5,0.0
US,landing_region_0223::landing_region_0223,landing_region_0223 -> landing_region_0223,71.0,82,82,49,25,12,0.07001972386587771,4,False,False,False,71.0,0.0
US,landing_region_0149::landing_region_0174,landing_region_0149 -> landing_region_0174,21.0,21,21,21,14,11,0.020710059171597635,5,False,False,False,21.0,0.0
US,landing_region_0125::landing_region_0348,landing_region_0125 -> landing_region_0348,8.0,8,8,8,4,3,0.007889546351084813,6,False,False,False,8.0,0.0
US,landing_region_0060::landing_region_0223,landing_region_0060 -> landing_region_0223,6.0,6,6,6,3,3,0.005917159763313609,7,False,False,False,6.0,0.0
US,landing_region_0223::landing_region_0293,landing_region_0223 -> landing_region_0293,6.0,17,17,17,9,6,0.005917159763313609,8,False,False,False,6.0,0.0
US,landing_region_0008::landing_region_0223,landing_region_0008 -> landing_region_0223,5.0,15,15,15,8,5,0.004930966469428008,9,False,False,False,5.0,0.0
US,landing_region_0200::landing_region_0944,landing_region_0200 -> landing_region_0944,5.0,5,5,5,4,3,0.004930966469428008,10,False,False,False,2.0,3.0
US,landing_region_0129::landing_region_0174,landing_region_0129 -> landing_region_0174,4.0,4,4,4,4,4,0.0039447731755424065,11,False,False,False,0.0,4.0
US,landing_region_0174::landing_region_0465,landing_region_0174 -> landing_region_0465,4.0,4,4,4,2,2,0.0039447731755424065,12,False,False,False,4.0,0.0
US,landing_region_0174::landing_region_0981,landing_region_0174 -> landing_region_0981,4.0,4,4,2,1,1,0.0039447731755424065,13,False,False,False,4.0,0.0
US,landing_region_0348::landing_region_0843,landing_region_0348 -> landing_region_0843,2.0,2,2,2,1,1,0.0019723865877712033,14,False,False,False,2.0,0.0
VE,landing_region_0210::landing_region_0225,landing_region_0210 -> landing_region_0225,12.0,12,12,12,6,5,0.8571428571428571,1,True,False,False,12.0,0.0
VE,landing_region_0225::landing_region_0425,landing_region_0225 -> landing_region_0425,2.0,2,2,2,1,1,0.14285714285714285,2,False,True,False,2.0,0.0
VI,landing_region_0174::landing_region_0208,landing_region_0174 -> landing_region_0208,4.0,4,4,4,2,1,0.5,1,True,False,False,0.0,4.0
VI,landing_region_0115::landing_region_0115,landing_region_0115 -> landing_region_0115,1.3333333333333333,4,4,4,2,1,0.16666666666666666,2,False,True,False,1.3333333333333333,0.0
VI,landing_region_0115::landing_region_0208,landing_region_0115 -> landing_region_0208,1.3333333333333333,4,4,4,2,1,0.16666666666666666,3,False,False,True,1.3333333333333333,0.0
VI,landing_region_0208::landing_region_0208,landing_region_0208 -> landing_region_0208,1.3333333333333333,4,4,4,2,1,0.16666666666666666,4,False,False,False,1.3333333333333333,0.0
VN,landing_region_0230::landing_region_0988,landing_region_0230 -> landing_region_0988,10.0,10,10,10,6,3,0.6666666666666666,1,True,False,False,0.0,10.0
VN,landing_region_0132::landing_region_0988,landing_region_0132 -> landing_region_0988,5.0,5,5,5,4,3,0.3333333333333333,2,False,True,False,0.0,5.0
ZA,landing_region_0233::landing_region_0233,landing_region_0233 -> landing_region_0233,16.0,16,16,12,6,5,0.8888888888888888,1,True,False,False,16.0,0.0
ZA,landing_region_0104::landing_region_0233,landing_region_0104 -> landing_region_0233,2.0,2,2,2,1,1,0.1111111111111111,2,False,True,False,0.0,2.0
