country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
CH,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,558,0.3118279569892473,0.525089605734767,0.7311827956989247,7.810792381436559,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,218,81,0.7616487455197133,0.23835125448028674,country_cross_layer_distribution_audit,,
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,359,0.30362116991643456,0.6072423398328691,0.754874651810585,8.10966362892563,broad_network_transition_distribution,0.9944289693593314,1.0,1.0,1.035071088257354,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,120,31,0.6462395543175488,0.35376044568245124,service_country_cross_layer_distribution_audit,CH,I-Root
DE,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,30,0.6,0.7333333333333333,0.8666666666666667,3.33634603471975,weak_network_transition_concentration,0.8666666666666667,1.0,1.0,1.480936217579442,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,13,6,0.2,0.8,country_cross_layer_distribution_audit,,
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,142,0.3028169014084507,0.4577464788732394,0.5845070422535211,11.404063115852699,broad_network_transition_distribution,0.8585680751173709,0.9078638497652582,0.9325117370892019,1.9402334383568218,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,65,20,0.9507042253521126,0.049295774647887314,service_country_cross_layer_distribution_audit,FI,I-Root
FI,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,214,0.22897196261682243,0.397196261682243,0.5093457943925234,13.81056150348712,broad_network_transition_distribution,0.7908878504672897,0.8399532710280374,0.8866822429906542,2.47534699216469,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,93,25,0.8644859813084113,0.13551401869158877,country_cross_layer_distribution_audit,,
IL,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,44,0.4772727272727273,0.6590909090909092,0.8409090909090909,4.126493835155059,weak_network_transition_concentration,0.6818181818181818,1.0,1.0,1.8691641638195144,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,13,8,0.6818181818181818,0.3181818181818182,country_cross_layer_distribution_audit,,
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,38,0.4473684210526316,0.6578947368421053,0.763157894736842,4.794668192340632,broad_network_transition_distribution,0.631578947368421,0.9473684210526315,1.0,2.246122672934479,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,11,7,0.6842105263157895,0.3157894736842105,service_country_cross_layer_distribution_audit,IL,I-Root
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,122,0.5819672131147541,0.7131147540983607,0.7622950819672131,5.29629951214676,broad_network_transition_distribution,0.5819672131147541,0.8770491803278688,0.9098360655737705,3.274967084982578,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,36,22,0.7704918032786885,0.22950819672131148,service_country_cross_layer_distribution_audit,DE,I-Root
SG,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,303,0.34983498349834985,0.5577557755775577,0.7425742574257426,6.092229230309409,broad_network_transition_distribution,0.5478547854785478,0.8811881188118811,0.933993399339934,3.1152518552412163,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,90,38,0.0528052805280528,0.9471947194719472,country_cross_layer_distribution_audit,,
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,160,0.1,0.175,0.2375,31.345599698105552,broad_network_transition_distribution,0.503125,0.8187500000000001,0.86875,4.257021848229163,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,45,24,0.95625,0.04375,service_country_cross_layer_distribution_audit,JP,I-Root
JP,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,197,0.10152284263959391,0.18274111675126903,0.24873096446700507,32.834376707057295,broad_network_transition_distribution,0.49746192893401014,0.8426395939086294,0.8730964467005076,4.0330070889078575,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,62,25,0.9593908629441624,0.04060913705583756,country_cross_layer_distribution_audit,,
